playerid,PlayerName,minpos,ADP,Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS
16376,Michael Conforto,OF,402.4200134277344,SFG,Giants,126,471,546,118,77,23,1,17,63,65,60,4,124,9,4,2,3,1
9774,Christian Vázquez,C,536.2899780273438,MIN,Twins,81,292,321,72,51,14,0,6,33,33,21,0,64,2,2,2,2,1
26323,Spencer Steer,1B/3B,117.70999908447266,CIN,Reds,131,498,567,127,77,28,2,20,71,74,55,1,122,9,4,1,8,4
19238,Lourdes Gurriel Jr.,OF,227.89999389648438,ARI,Diamondbacks,131,519,567,144,91,33,2,18,66,73,36,1,101,6,4,3,4,2
20599,Iván Herrera,C,445.3900146484375,STL,Cardinals,49,161,192,40,27,8,0,5,23,21,26,0,44,3,1,1,2,1
13145,Josh Bell,1B,281.739990234375,MIA,Marlins,143,535,616,138,87,27,1,23,79,76,69,2,120,4,4,3,1,1
23312,Ryan Noda,1B,429.45001220703125,OAK,Athletics,125,444,539,94,55,20,1,18,68,51,78,2,177,9,4,4,6,2
7304,Salvador Perez,C,138.61000061035156,KCR,Royals,139,528,565,137,86,24,1,26,68,82,23,4,136,10,4,1,1,0
sa3011309,Darell Hernaiz,SS,999.0,OAK,Athletics,107,420,462,105,75,21,2,7,46,42,30,0,79,4,4,4,9,3
11038,Kevin Kiermaier,OF,525.9000244140625,TOR,Blue Jays,99,385,427,94,61,19,4,9,49,45,31,0,100,4,3,3,11,3
30011,Christian Encarnacion-Strand,1B/DH,148.64999389648438,CIN,Reds,99,387,427,105,62,19,1,22,56,65,30,1,110,5,3,2,2,1
5517,Kyle Higashioka,C,599.739990234375,SDP,Padres,79,293,318,66,40,13,0,13,35,39,19,0,85,2,3,2,2,1
24617,Jarren Duran,OF,171.5800018310547,BOS,Red Sox,125,483,539,124,76,30,4,14,73,55,42,1,137,6,4,5,23,6
23772,Wilyer Abreu,OF,386.1000061035156,BOS,Red Sox,105,389,455,95,58,21,1,14,53,53,57,1,118,3,3,3,8,3
27684,Michael Massey,2B,366.0299987792969,KCR,Royals,113,450,490,114,73,25,1,15,53,57,29,0,106,6,3,2,7,3
20325,Alex Kirilloff,1B/OF,345.6099853515625,MIN,Twins,99,378,427,99,63,19,1,15,53,53,36,1,101,7,3,3,3,1
7739,Travis d'Arnaud,C,377.3500061035156,ATL,Braves,86,316,348,78,48,16,1,13,42,46,23,0,81,5,3,1,1,0
16939,Lane Thomas,OF,112.0999984741211,WSN,Nationals,147,574,637,143,86,31,3,23,80,72,47,0,159,7,4,4,15,6
20521,Nick Madrigal,2B/3B,652.3499755859375,CHC,Cubs,86,338,371,96,72,19,2,4,41,36,20,0,40,7,3,3,9,3
23690,Brayan Rocchio,3B/SS,492.0299987792969,CLE,Guardians,87,337,378,84,57,19,2,6,40,38,31,0,66,4,3,3,7,3
28163,Junior Caminero,3B/SS/DH,224.22999572753906,TBR,Rays,58,230,252,61,39,10,1,10,32,33,16,1,56,2,2,2,2,1
21840,Freddy Fermin,C,390.1600036621094,KCR,Royals,58,206,230,51,33,10,1,7,26,27,20,0,49,2,2,1,1,0
19354,Luke Raley,OF,329.8999938964844,SEA,Mariners,102,388,441,90,55,16,1,18,50,54,34,0,139,14,3,2,9,4
18564,Trent Grisham,OF,512.4199829101562,NYY,Yankees,63,233,273,52,30,11,1,10,35,32,33,0,72,3,2,2,6,2
17128,Ramón Laureano,OF,448.4200134277344,CLE,Guardians,128,490,553,113,68,25,3,17,62,64,45,1,152,12,4,2,14,5
22558,Jarred Kelenic,OF,222.47999572753906,ATL,Braves,123,469,532,115,66,27,2,19,68,68,51,4,142,4,4,4,14,6
sa3017623,Tyler Black,2B/3B,999.0,MIL,Brewers,89,327,385,79,49,16,4,10,46,41,46,1,86,6,3,2,15,6
sa3017342,Kyle Manzardo,1B,340.80999755859375,CLE,Guardians,97,365,420,89,51,20,1,16,49,53,46,0,90,4,3,2,2,1
21614,Kyle Isbel,OF,541.260009765625,KCR,Royals,104,404,448,101,64,23,3,11,50,49,33,0,96,4,4,3,11,4
15676,José Abreu,1B,286.3900146484375,HOU,Astros,143,550,616,144,95,28,1,19,74,81,50,1,131,10,4,1,1,0
9241,Starling Marte,OF,227.35000610351562,NYM,Mets,134,528,581,139,97,24,3,15,70,66,35,1,121,12,5,2,30,8
25616,Marco Luciano,SS,999.0,SFG,Giants,113,434,490,95,60,20,1,14,53,51,45,0,151,4,4,4,6,2
19627,Brent Rooker,DH/OF,310.1600036621094,OAK,Athletics,128,484,553,108,59,22,1,26,65,73,54,2,181,10,4,1,3,1
18171,Seth Brown,1B/OF,462.6099853515625,OAK,Athletics,113,441,490,104,59,22,2,21,57,65,42,1,133,3,3,1,6,2
10681,Gio Urshela,3B,561.1300048828125,LAA,Angels,92,366,399,100,70,19,2,9,43,45,25,0,74,3,3,2,3,1
27769,Pete Crow-Armstrong,OF,353.54998779296875,CHC,Cubs,97,378,420,92,60,18,3,11,48,45,30,0,115,5,3,3,16,6
13338,Omar Narváez,C,729.22998046875,NYM,Mets,66,233,264,57,40,10,1,6,28,27,25,1,52,3,2,2,1,0
25816,Shea Langeliers,C,241.77000427246094,OAK,Athletics,102,365,404,82,47,16,2,17,44,50,31,1,113,4,3,2,3,1
19913,Jesús Sánchez,OF,378.19000244140625,MIA,Marlins,107,412,462,104,63,20,3,18,54,59,41,1,119,4,3,2,3,1
2967,Tommy Pham,OF,293.2300109863281,,,131,499,567,123,79,24,2,18,69,66,56,1,136,5,4,2,16,5
13621,Jeimer Candelario,3B,215.2899932861328,CIN,Reds,134,515,581,129,76,30,2,21,71,78,52,1,135,8,4,1,4,2
21558,Matt Vierling,OF,380.8399963378906,DET,Tigers,94,364,406,93,64,17,3,9,44,42,33,0,84,4,3,2,8,3
20308,Jake Meyers,OF,601.9000244140625,HOU,Astros,92,356,399,85,56,17,2,11,46,44,31,0,104,5,3,3,7,2
19844,Abraham Toro,2B/3B,666.030029296875,OAK,Athletics,84,323,364,79,51,18,1,9,38,38,32,0,67,4,3,3,4,2
19734,Josh Rojas,2B/3B,467.4200134277344,SEA,Mariners,104,396,448,95,66,20,1,9,50,42,43,1,102,2,3,3,14,4
22823,Oswald Peraza,3B/SS,487.2300109863281,NYY,Yankees,66,257,287,63,42,11,1,9,34,33,21,0,63,5,2,2,9,3
22458,Taylor Walls,SS,491.7699890136719,TBR,Rays,94,348,406,73,46,16,2,9,44,39,50,0,103,3,3,3,15,5
24064,Ezequiel Tovar,SS,196.19000244140625,COL,Rockies,146,583,630,151,97,34,3,18,77,70,32,0,148,6,5,4,13,5
22563,Gabriel Arias,1B/SS,533.6500244140625,CLE,Guardians,71,276,308,66,42,14,1,10,34,36,25,0,84,3,2,2,4,2
15274,Mike Tauchman,OF,621.4199829101562,CHC,Cubs,86,315,371,76,51,17,1,8,47,32,46,1,88,4,2,3,5,2
14274,Mitch Haniger,OF,413.8399963378906,SEA,Mariners,126,491,546,115,70,22,1,23,61,68,43,1,142,7,4,2,2,1
19997,Santiago Espinal,2B/3B,733.260009765625,TOR,Blue Jays,78,303,336,81,58,18,1,5,36,34,26,1,49,3,3,2,5,2
21693,Miguel Amaya,C,461.260009765625,CHC,Cubs,63,217,251,49,30,10,1,8,28,27,24,1,67,6,2,2,1,1
17338,Willi Castro,OF,297.0299987792969,MIN,Twins,107,417,462,104,69,21,3,11,53,50,30,0,108,8,3,3,21,7
26368,JJ Bleday,OF,594.5499877929688,OAK,Athletics,117,429,504,93,54,20,2,17,54,53,65,0,127,4,4,2,6,2
4940,Jason Heyward,OF,534.3200073242188,LAD,Dodgers,94,361,406,91,59,18,1,13,49,50,35,1,78,4,3,3,4,1
16153,Austin Slater,OF,750.1900024414062,SFG,Giants,71,268,308,67,44,13,1,8,38,31,31,0,85,4,2,2,8,2
11489,Michael A. Taylor,OF,540.52001953125,,,109,425,469,98,65,16,2,16,52,54,33,0,138,4,4,3,10,4
19260,Jake Fraley,OF,319.0,CIN,Reds,104,387,448,96,59,19,1,18,59,58,50,2,98,5,3,2,16,6
21853,Will Benson,OF,303.9700012207031,CIN,Reds,110,397,476,89,53,17,5,15,59,54,66,1,143,5,4,4,16,6
19600,Bryan De La Cruz,OF,274.0,MIA,Marlins,141,558,609,146,94,31,1,20,69,76,40,0,141,4,5,2,4,2
5933,Jean Segura,2B/SS,748.3900146484375,CLE,Guardians,81,317,350,85,62,14,2,7,37,36,24,1,55,5,3,2,8,3
15223,Adam Frazier,2B,683.7100219726562,,,99,385,427,100,71,20,2,7,46,41,32,0,58,5,3,3,9,4
24336,Johan Rojas,OF,391.5799865722656,PHI,Phillies,97,386,420,97,67,19,3,8,49,43,23,0,86,5,3,3,22,6
23401,José Caballero,2B,456.6499938964844,TBR,Rays,71,258,308,59,40,12,1,5,35,29,37,0,70,8,2,2,17,6
18363,Victor Robles,OF,606.3499755859375,WSN,Nationals,118,455,511,111,74,24,3,11,57,50,36,1,117,11,4,4,20,6
4949,Giancarlo Stanton,OF,324.4800109863281,NYY,Yankees,105,400,455,92,50,14,1,27,60,70,47,2,134,3,3,2,1,0
13757,Chris Taylor,SS/OF,384.0,LAD,Dodgers,99,373,427,84,51,19,2,12,50,48,43,2,134,5,3,2,11,3
19252,Cavan Biggio,2B,458.54998779296875,TOR,Blue Jays,105,387,455,89,58,19,1,11,51,47,56,0,119,6,4,2,6,2
5297,Aaron Hicks,OF,745.1900024414062,,,117,429,504,100,69,17,2,12,56,50,65,2,119,4,4,3,8,3
17620,Myles Straw,OF,659.7100219726562,CLE,Guardians,96,367,413,91,69,18,2,2,43,33,37,0,74,2,3,3,17,4
25961,Kerry Carpenter,DH/OF,224.5800018310547,DET,Tigers,121,475,525,122,75,23,3,21,63,73,38,3,129,7,4,1,4,2
12976,Austin Hedges,C,999.0,CLE,Guardians,58,209,230,42,29,7,0,6,22,22,15,0,58,3,2,2,2,1
14894,Tony Kemp,2B/OF,745.7100219726562,,,91,342,392,87,61,17,2,7,47,36,39,0,47,5,3,3,11,4
11442,Gary Sánchez,C,430.6499938964844,,,89,317,361,68,38,13,0,16,42,46,34,0,100,5,3,2,1,1
22184,Mark Vientos,3B/DH,514.3900146484375,NYM,Mets,81,314,350,77,45,14,1,16,43,48,28,1,96,3,3,2,1,1
13620,Carson Kelly,C,682.8099975585938,DET,Tigers,62,214,243,49,31,10,1,7,26,26,23,0,54,3,2,2,2,1
16512,Isiah Kiner-Falefa,SS,543.1599731445312,TOR,Blue Jays,94,370,406,96,72,18,1,6,42,39,26,0,66,5,3,2,15,5
5235,Justin Turner,3B,262.1600036621094,,,130,498,560,130,87,27,1,16,66,66,48,0,104,8,4,2,3,1
19818,Joshua Palacios,OF,580.8400268554688,PIT,Pirates,83,321,357,85,57,15,2,11,43,42,25,0,72,5,3,3,8,3
26319,Michael Busch,3B/DH,428.5199890136719,CHC,Cubs,109,413,469,98,59,21,2,16,51,55,44,0,129,6,3,3,3,1
21622,Jake McCarthy,OF,371.7099914550781,ARI,Diamondbacks,79,307,343,79,54,14,4,7,41,37,27,0,71,5,3,2,21,6
9627,Yan Gomes,C,358.54998779296875,CHC,Cubs,99,361,392,91,61,17,1,11,42,45,19,1,76,6,3,3,2,1
24273,Liover Peguero,2B/SS,417.5199890136719,PIT,Pirates,99,390,427,97,65,19,2,11,46,48,27,0,97,3,3,3,12,5
14366,Joey Meneses,1B/DH,360.6499938964844,WSN,Nationals,143,566,616,151,99,31,1,20,69,79,40,1,132,5,4,1,1,0
18795,Ramón Urías,3B,710.6099853515625,BAL,Orioles,70,270,301,67,45,14,1,7,32,32,23,0,73,5,2,2,2,1
15429,Kris Bryant,3B/OF,290.7099914550781,COL,Rockies,128,491,553,132,83,28,1,20,69,74,50,1,114,7,4,1,2,1
13499,Tom Murphy,C,506.67999267578125,SFG,Giants,75,268,304,65,41,13,1,11,34,36,29,0,83,3,2,2,2,1
11615,Brandon Drury,2B/3B,230.25999450683594,LAA,Angels,134,533,581,133,78,28,2,25,71,80,35,0,144,7,4,1,3,1
16442,Ryan O'Hearn,1B,419.19000244140625,BAL,Orioles,100,400,434,103,65,19,1,17,51,61,26,1,104,4,3,1,3,2
22168,Akil Baddoo,OF,653.3200073242188,DET,Tigers,70,261,301,63,41,12,2,8,36,31,34,1,73,2,2,2,12,4
17988,Tyler Stephenson,C,227.80999755859375,CIN,Reds,97,341,385,87,58,17,1,11,45,44,35,1,93,4,3,2,2,1
15679,Rowdy Tellez,1B,417.9700012207031,PIT,Pirates,91,345,392,85,50,16,1,18,48,54,39,4,83,3,3,2,1,1
5343,Brandon Crawford,SS,750.3900146484375,,,91,349,392,83,55,16,1,11,42,43,33,2,91,5,3,2,3,1
sa3019868,Jakob Marsee,OF,999.0,SDP,Padres,63,234,273,54,37,10,1,6,30,26,32,0,62,3,2,2,8,3
10028,Christian Bethancourt,C,473.8699951171875,MIA,Marlins,68,250,269,61,39,13,0,9,29,32,13,0,66,2,2,2,2,1
15672,Austin Meadows,DH/OF,999.0,,,57,217,245,56,34,12,1,10,32,32,23,0,47,3,2,1,2,1
12979,Javier Báez,2B/SS,401.1300048828125,DET,Tigers,117,465,504,112,73,21,3,15,54,58,24,1,127,8,4,3,9,3
13590,Jesse Winker,OF,750.3900146484375,,,83,299,357,74,49,15,1,10,44,39,50,0,71,4,3,2,1,1
16530,Mauricio Dubón,2B/OF,487.1000061035156,HOU,Astros,75,297,322,78,55,14,1,8,38,35,18,0,49,3,2,2,5,2
15464,Hunter Renfroe,OF,373.1300048828125,KCR,Royals,97,380,420,95,55,21,1,18,51,57,33,0,92,3,3,1,1,0
8709,Elvis Andrus,SS,687.6099853515625,,,73,288,315,72,50,15,1,6,34,31,20,0,54,3,2,2,9,3
2396,Carlos Santana,1B,427.1600036621094,,,123,464,532,111,70,21,1,19,63,67,61,1,96,3,4,1,3,1
15674,Reese McGuire,C,726.0,BOS,Red Sox,65,235,256,58,39,14,1,4,26,25,15,0,59,3,2,2,2,1
22542,Lawrence Butler,OF,608.8699951171875,OAK,Athletics,76,300,329,73,47,15,1,9,34,35,22,1,83,2,2,2,6,2
26365,Jonny DeLuca,OF,519.3200073242188,TBR,Rays,75,289,322,67,39,15,1,11,37,39,25,1,70,4,2,2,5,2
22266,Xavier Edwards,2B,504.67999267578125,MIA,Marlins,52,198,224,55,42,9,1,2,24,20,21,1,28,2,2,1,7,2
11281,Whit Merrifield,2B/OF,260.54998779296875,,,121,482,525,124,88,25,1,10,58,51,33,1,90,3,4,3,20,6
11368,Yasmani Grandal,C,672.1900024414062,,,52,175,205,41,28,7,0,6,22,22,25,0,45,2,2,1,1,0
10472,Enrique Hernández,2B/OF,570.0,,,96,371,413,90,58,21,1,10,45,44,32,0,79,4,3,3,3,1
23818,Ji Hwan Bae,2B/OF,476.8399963378906,PIT,Pirates,70,267,301,69,48,15,2,4,34,28,27,0,64,3,2,2,15,6
27555,Garrett Mitchell,OF,373.7699890136719,MIL,Brewers,78,298,336,70,47,13,2,9,35,36,30,0,99,3,2,2,10,3
12532,Kolten Wong,2B,749.3900146484375,,,65,249,280,62,42,13,1,6,32,29,21,0,52,6,2,2,7,2
13675,Tyrone Taylor,OF,518.77001953125,NYM,Mets,81,319,350,76,45,16,2,13,41,44,20,0,83,6,3,2,7,2
21837,Jonathan Aranda,1B/2B,567.47998046875,TBR,Rays,45,170,196,44,29,9,1,6,23,22,21,1,48,3,1,1,1,0
14712,Manuel Margot,OF,612.6099853515625,LAD,Dodgers,63,248,273,67,46,13,1,6,32,31,19,0,47,2,2,2,7,3
13770,Rob Refsnyder,OF,750.739990234375,BOS,Red Sox,65,240,280,62,41,14,1,6,34,28,32,0,65,4,2,2,5,2
15878,Miguel Andujar,3B/OF,665.6500244140625,OAK,Athletics,65,255,280,68,46,13,1,8,30,33,20,2,45,2,2,1,3,1
29976,Jordan Lawlar,SS,309.1000061035156,ARI,Diamondbacks,63,243,273,57,38,11,1,6,30,28,23,0,67,4,2,2,9,3
5452,Ji Man Choi,1B,999.0,,,91,337,392,79,47,16,1,14,47,47,48,1,112,3,3,1,1,0
8623,Donovan Solano,2B,730.8099975585938,,,84,325,364,89,64,19,1,5,40,36,27,1,77,8,3,2,1,0
22650,Jordan Diaz,2B/3B,551.969970703125,OAK,Athletics,47,188,203,49,31,10,0,7,22,24,11,0,40,2,2,1,1,0
19455,Andruw Monasterio,2B/3B,571.0999755859375,MIL,Brewers,76,287,329,70,50,14,1,5,34,31,34,0,75,3,3,2,6,3
27577,Casey Schmitt,3B/SS,660.3900146484375,SFG,Giants,73,290,315,71,47,15,1,7,32,33,17,0,72,3,2,2,3,1
7802,Miguel Rojas,SS,734.22998046875,LAD,Dodgers,58,230,252,59,42,12,1,5,28,26,15,0,33,3,2,2,5,2
19151,Estevan Florial,OF,631.0,CLE,Guardians,62,233,266,53,32,11,1,8,30,29,28,1,86,2,2,2,9,3
9368,Evan Longoria,3B,999.0,,,81,312,350,71,43,14,1,14,40,43,31,1,103,2,3,1,1,0
20505,Drew Waters,OF,404.6099853515625,KCR,Royals,65,248,280,60,37,12,3,7,32,31,25,0,82,3,2,2,9,3
23359,Nelson Velázquez,OF,287.7099914550781,KCR,Royals,102,396,441,94,54,19,1,20,52,58,35,1,128,4,3,2,7,3
18819,Andy Ibáñez,2B,644.5800170898438,DET,Tigers,52,203,224,53,35,12,1,6,25,25,16,0,39,2,2,1,2,1
16572,Connor Joe,1B/OF,606.4199829101562,PIT,Pirates,83,307,357,75,47,17,2,9,43,37,41,0,81,5,3,2,4,2
6184,J.D. Martinez,DH/OF,234.0,,,126,492,546,122,70,27,2,23,67,76,45,1,154,4,4,1,1,0
14387,Harold Ramírez,DH/OF,597.3200073242188,TBR,Rays,55,220,238,62,43,12,1,6,27,29,12,0,44,3,2,1,3,1
10264,Brandon Belt,1B,568.1900024414062,,,99,362,427,81,48,16,1,17,53,52,56,1,135,5,3,2,1,1
sa3017170,Colson Montgomery,SS,999.0,CHW,White Sox,50,187,217,42,29,8,1,5,23,20,23,1,53,4,2,1,1,1
29715,Hunter Goodman,1B/OF,430.0299987792969,COL,Rockies,118,466,511,119,65,26,3,25,63,74,33,1,132,5,4,3,3,1
19339,Nicky Lopez,2B/SS,668.4199829101562,CHW,White Sox,83,317,357,79,61,13,2,2,34,29,30,0,54,4,3,3,10,3
19392,Zach McKinstry,2B/3B/OF,414.32000732421875,DET,Tigers,81,311,350,74,49,15,3,7,37,35,30,0,78,3,3,2,9,4
5038,Josh Donaldson,3B,750.1300048828125,,,60,225,259,50,29,11,0,10,30,32,28,0,68,3,2,1,1,0
13768,Travis Jankowski,OF,743.8099975585938,,,66,246,287,61,46,11,1,3,31,24,34,0,54,3,2,2,11,4
10059,Max Stassi,C,633.4199829101562,CHW,White Sox,65,226,256,46,30,8,1,8,25,26,24,0,76,3,2,1,1,1
18042,Dylan Moore,2B/OF,702.77001953125,SEA,Mariners,62,229,266,47,28,11,1,8,30,27,28,1,81,5,2,2,13,5
9847,Andrew McCutchen,OF,583.1300048828125,PIT,Pirates,113,419,490,103,67,21,1,14,59,57,62,1,108,4,3,1,8,3
14128,Joey Gallo,OF,684.6799926757812,,,94,339,406,65,34,11,1,19,49,49,58,1,153,4,3,2,3,1
10815,Jurickson Profar,OF,747.1599731445312,,,89,334,385,81,54,17,1,9,47,36,42,0,67,4,3,3,3,1
26438,Dominic Canzone,DH/OF,639.77001953125,SEA,Mariners,44,171,189,44,27,9,0,7,22,24,13,0,40,2,1,1,2,1
2136,David Peralta,OF,999.0,,,76,300,329,79,52,18,1,8,36,37,22,1,65,3,2,1,3,1
14130,Daniel Vogelbach,1B/DH,999.0,,,63,229,273,54,33,9,0,11,34,34,39,1,67,2,2,1,1,0
18289,Brian Anderson,3B/OF,999.0,,,68,258,294,59,38,11,1,8,32,32,28,1,82,4,2,1,2,1
21716,Enmanuel Valdez,2B,650.8400268554688,BOS,Red Sox,52,198,224,48,29,11,1,7,27,27,21,1,51,2,2,2,3,1
31166,Heston Kjerstad,DH/OF,567.3499755859375,BAL,Orioles,52,203,224,53,34,11,1,7,26,27,15,1,50,4,2,1,2,1
13602,Patrick Wisdom,3B,550.3499755859375,CHC,Cubs,97,369,420,77,39,14,1,23,51,57,40,0,150,5,3,2,6,2
11737,Nick Castellanos,3B/OF,113.94000244140625,PHI,Phillies,151,601,651,156,96,35,2,24,78,90,39,1,162,5,5,1,7,3
15653,Dominic Smith,1B/OF,731.0,,,71,275,308,71,47,14,1,8,34,35,25,1,58,5,2,1,1,1
17766,DJ Stewart,OF,615.9400024414062,NYM,Mets,68,252,294,56,32,10,0,13,35,36,34,1,83,5,2,1,2,1
22532,Tyler Freeman,3B,725.5800170898438,CLE,Guardians,28,106,119,29,21,6,0,2,13,12,8,0,18,3,1,1,2,1
21635,Nick Maton,2B/3B,999.0,DET,Tigers,63,234,273,52,33,12,1,6,29,27,32,0,68,3,2,1,2,1
18551,Ali Sánchez,C,999.0,PIT,Pirates,53,190,211,46,32,9,0,4,22,21,17,0,48,1,2,1,2,1
12158,Austin Barnes,C,741.260009765625,LAD,Dodgers,37,129,147,29,19,5,0,4,17,16,14,0,32,2,1,1,2,1
24589,Richie Palacios,OF,581.260009765625,TBR,Rays,49,182,210,45,30,11,1,4,23,21,23,0,37,3,1,1,4,1
12859,James McCann,C,651.9000244140625,BAL,Orioles,44,160,175,38,25,7,0,5,18,19,10,0,45,2,1,1,2,1
10243,Randal Grichuk,OF,585.6799926757812,,,112,445,483,109,69,22,2,17,54,59,28,1,109,5,4,2,3,1
22277,Nick Allen,SS,749.6500244140625,OAK,Athletics,39,152,168,37,26,7,1,3,17,15,12,0,29,1,1,1,4,1
19698,Edward Olivares,OF,430.0,PIT,Pirates,63,247,273,65,42,13,2,8,32,33,18,1,50,4,2,1,7,3
sa3016951,Ryan Bliss,2B/SS,999.0,SEA,Mariners,62,242,266,55,36,11,1,6,28,27,18,0,64,3,2,2,11,5
19318,Matt Thaiss,C/3B,676.4199829101562,LAA,Angels,47,161,187,36,23,6,0,6,21,20,22,1,48,2,1,1,1,1
23296,Jacob Amaya,2B/SS,999.0,MIA,Marlins,55,209,238,48,32,10,1,5,25,22,24,0,51,2,2,2,2,1
10655,Rob Brantly,C,999.0,TBR,Rays,34,120,134,28,20,6,0,2,13,12,9,0,26,3,1,1,1,0
15937,Aledmys Díaz,SS,742.4500122070312,OAK,Athletics,65,257,280,62,41,14,1,7,28,29,15,1,53,4,2,1,1,1
14813,Kyle Farmer,SS,498.4800109863281,MIN,Twins,49,191,210,47,32,9,1,5,23,23,12,0,43,5,2,1,2,1
21270,Sean Bouchard,OF,622.5800170898438,COL,Rockies,50,187,217,47,28,11,1,8,28,27,25,0,58,2,2,1,4,2
23985,Osleivis Basabe,SS,999.0,TBR,Rays,28,109,119,29,20,7,1,1,12,12,7,0,21,1,1,1,2,1
26477,Spencer Horwitz,1B/DH,718.969970703125,TOR,Blue Jays,39,143,168,37,25,8,0,4,20,18,21,1,34,2,1,1,1,1
25353,Michael Stefanic,2B,999.0,LAA,Angels,28,103,119,28,21,5,0,1,13,11,13,0,16,2,1,1,2,1
15279,Garrett Cooper,1B,573.6099853515625,,,105,406,455,100,64,20,1,15,53,54,39,0,125,5,3,2,1,0
27467,Tyler Soderstrom,C/DH,496.6099853515625,OAK,Athletics,89,335,365,73,44,14,1,13,37,42,22,1,103,3,3,2,1,1
13355,Luke Maile,C,739.7100219726562,CIN,Reds,60,209,237,48,31,11,0,6,26,24,21,0,63,4,2,2,2,1
2829,Manny Piña,C,999.0,,,26,92,102,21,13,4,0,4,11,12,8,0,22,1,1,1,1,0
13769,Adalberto Mondesi,SS,608.4199829101562,,,63,251,273,58,38,12,1,7,29,29,15,0,79,3,2,2,12,3
19293,Nick Senzel,OF,419.05999755859375,WSN,Nationals,105,409,455,98,67,19,1,11,45,46,36,0,90,5,3,3,9,4
13324,Ildemaro Vargas,2B/3B,750.6500244140625,WSN,Nationals,50,199,217,52,36,11,1,4,22,22,14,0,26,2,2,1,2,1
18015,Paul DeJong,SS,602.739990234375,CHW,White Sox,70,270,301,56,33,11,0,11,31,34,22,0,88,4,2,2,4,2
21501,Trevor Larnach,OF,744.4500122070312,MIN,Twins,45,169,196,38,23,8,1,6,22,22,22,1,63,2,1,1,1,0
18054,Sam Haggerty,OF,748.3900146484375,SEA,Mariners,37,142,161,34,23,7,1,3,18,16,14,0,37,2,1,1,8,2
10950,Adam Duvall,OF,381.45001220703125,,,120,471,518,102,56,20,2,25,60,70,35,1,164,6,4,2,4,2
19901,Gavin Sheets,OF,682.030029296875,CHW,White Sox,86,334,371,82,52,15,0,15,42,46,30,1,77,3,3,2,1,1
13853,Joey Wendle,2B/3B/SS,739.5499877929688,NYM,Mets,66,266,287,65,44,15,2,4,29,27,13,0,59,4,2,2,6,2
6153,Eduardo Escobar,3B,750.8699951171875,,,87,345,378,81,52,14,3,11,40,43,26,1,90,2,3,2,2,1
17022,Edmundo Sosa,3B/SS,738.5800170898438,PHI,Phillies,44,174,189,43,29,8,1,5,21,21,8,0,45,5,1,1,3,1
25493,Joey Ortiz,2B/3B,692.8099975585938,BAL,Orioles,21,83,91,22,15,5,1,2,10,10,6,0,17,1,1,1,1,0
26396,Josh H. Smith,3B/OF,744.22998046875,TEX,Rangers,29,108,126,26,17,5,1,3,15,13,13,0,28,3,1,1,2,1
18887,Seby Zavala,C,750.1300048828125,SEA,Mariners,32,114,128,22,14,5,0,3,12,12,11,0,47,1,1,1,1,0
5254,Robbie Grossman,OF,746.77001953125,,,96,353,413,80,52,17,1,10,47,41,51,0,105,4,3,2,4,2
22896,Lenyn Sosa,2B,739.0999755859375,CHW,White Sox,37,150,161,37,24,7,0,6,17,19,8,0,34,1,1,1,1,0
28080,Jasson Domínguez,OF,434.54998779296875,NYY,Yankees,36,135,154,31,20,6,1,4,18,17,16,1,42,1,1,1,5,2
23986,Curtis Mead,3B,466.54998779296875,TBR,Rays,24,93,105,23,14,6,0,3,12,12,9,0,22,1,1,1,1,0
25807,Jared Triolo,3B,556.0999755859375,PIT,Pirates,37,141,161,35,25,8,1,2,17,15,17,0,41,1,1,1,3,1
12546,C.J. Cron,1B,514.5499877929688,,,110,427,476,101,61,19,1,20,56,64,39,2,125,6,3,1,1,0
19964,Eguy Rosario,3B,742.5800170898438,SDP,Padres,28,106,119,25,16,5,1,3,13,13,10,0,28,1,1,1,3,1
17273,Jorge Mateo,SS,526.969970703125,BAL,Orioles,29,116,126,27,17,6,1,3,14,13,7,0,32,1,1,1,9,3
25660,Will Brennan,OF,583.969970703125,CLE,Guardians,31,122,133,34,24,7,0,2,14,14,8,0,19,1,1,1,3,1
20220,Jo Adell,OF,526.7100219726562,LAA,Angels,94,368,406,82,46,17,2,18,47,53,29,1,132,5,3,2,7,3
12155,Eddie Rosario,OF,466.3900146484375,,,120,474,518,118,76,22,2,18,58,64,35,1,114,3,4,3,6,2
23733,Ezequiel Duran,3B,362.5799865722656,TEX,Rangers,49,193,210,50,31,11,1,7,25,26,12,0,53,2,2,2,5,2
22169,Cal Mitchell,OF,999.0,SDP,Padres,87,340,378,83,54,17,1,11,40,42,28,0,94,4,3,3,4,2
25479,Brenton Doyle,OF,417.1300048828125,COL,Rockies,133,530,574,122,78,22,4,17,63,63,30,0,186,5,4,5,22,7
19508,Kyle Lewis,OF,999.0,,,32,123,140,29,19,5,0,5,17,16,14,0,39,1,1,1,1,0
7859,Charlie Blackmon,OF,418.94000244140625,COL,Rockies,126,486,546,135,92,25,5,13,72,54,42,1,91,9,4,5,5,2
sa3014485,Tyler Gentry,OF,999.0,KCR,Royals,36,134,154,33,22,7,0,4,18,16,16,0,38,2,1,1,2,1
