playerid,PlayerName,ADP,Team,ShortName,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,HBP
13164,Eduardo Rodriguez,194.6999969482422,ARI,Diamondbacks,27.9704,27.9704,0.0,0.0,,162.649,684.797,155.499,76.9168,70.7635,19.3719,153.692,52.9606,4.65641
21844,Braxton Garrett,181.57000732421875,MIA,Marlins,28.4665,28.4665,0.0,0.0,,156.578,658.595,154.521,72.8978,67.066,19.5736,152.979,40.5518,9.4453
24586,Kyle Bradish,87.11000061035156,BAL,Orioles,28.5781,28.5781,0.0,0.0,,166.842,693.773,150.832,74.0124,68.0914,19.5378,164.016,51.7476,7.35007
12304,Chris Bassitt,136.72999572753906,TOR,Blue Jays,28.9074,28.9074,0.0,0.0,,180.101,752.477,167.495,86.9073,79.9547,24.6012,162.302,51.8612,10.8282
19853,Michael King,144.24000549316406,SDP,Padres,22.9663,29.8023,0.226332,0.761721,,134.212,558.246,117.507,58.1193,53.4698,15.6817,147.915,45.077,6.32144
21390,Joe Ryan,84.16000366210938,MIN,Twins,27.7401,27.7401,0.0,0.0,,162.01,661.888,143.785,77.3693,71.1798,25.7392,180.074,41.0586,7.21505
8700,Justin Verlander,125.56999969482422,HOU,Astros,25.5142,25.5142,0.0,0.0,,157.853,652.188,144.957,74.7304,68.752,22.2542,147.074,43.6134,5.84217
16137,Carlos Rodón,151.0500030517578,NYY,Yankees,24.9061,24.9061,0.0,0.0,,138.12,571.277,117.837,67.8036,62.3793,19.4719,157.345,46.3845,6.21821
10603,Chris Sale,139.9499969482422,ATL,Braves,23.0246,23.0246,0.0,0.0,,123.83,512.874,109.054,57.6335,53.0228,17.0227,146.834,36.038,8.67494
11156,Merrill Kelly,149.19000244140625,ARI,Diamondbacks,29.2874,29.2874,0.0,0.0,,179.115,752.189,166.845,86.1142,79.2251,22.8375,170.245,60.9076,5.00375
22182,Hunter Greene,143.24000549316406,CIN,Reds,26.8128,26.8128,0.0,0.0,,148.621,626.315,129.766,76.1184,70.0289,24.854,186.702,56.543,9.00331
17277,Ranger Suárez,344.5899963378906,PHI,Phillies,26.5217,26.5217,0.202117,0.0,,149.756,639.919,146.29,72.8428,67.0154,16.412,132.217,54.5979,4.73892
14168,José Berríos,171.02999877929688,TOR,Blue Jays,29.2618,29.2618,0.0,0.0,,173.968,728.531,167.318,87.2096,80.2328,24.9651,163.379,47.4277,9.2791
13074,Yu Darvish,203.3800048828125,SDP,Padres,23.572,23.572,0.0,0.0,,144.375,596.777,130.9,71.2673,65.5659,20.7166,145.758,39.3484,7.84135
19479,Aaron Civale,203.77999877929688,TBR,Rays,25.509,25.509,0.0,0.0,,142.03,588.701,133.272,68.9446,63.4291,19.602,133.499,36.8395,6.70234
27468,Reid Detmers,229.86000061035156,LAA,Angels,27.3108,27.3108,0.0,0.0,,152.993,649.736,139.663,78.8147,72.5096,21.2741,163.988,56.9991,9.39368
27768,Eury Pérez,79.37999725341797,MIA,Marlins,25.4333,25.4333,0.0,0.0,,134.172,552.799,114.241,61.0265,56.1444,19.8674,152.263,44.1643,5.25289
23920,Brayan Bello,235.13999938964844,BOS,Red Sox,27.7706,27.7706,0.0,0.0,,159.846,685.864,164.24,82.6737,76.0598,18.7208,138.959,51.7741,6.29687
25880,Hunter Brown,172.6999969482422,HOU,Astros,26.3116,28.7556,0.0,0.229727,,147.199,621.076,134.219,71.0866,65.3997,18.0194,158.592,53.7583,6.22045
9132,Nathan Eovaldi,205.6199951171875,TEX,Rangers,25.1524,25.1524,0.0,0.0,,151.055,632.907,145.334,73.6963,67.8006,20.6192,140.028,43.5619,5.95064
13431,Marcus Stroman,271.5899963378906,NYY,Yankees,26.5161,26.5161,0.0,0.0,,151.356,638.604,145.927,73.005,67.1646,17.0093,128.62,48.7181,5.02713
21224,Bailey Ober,147.0,MIN,Twins,27.1358,27.1358,0.0,0.0,,151.431,622.567,143.988,74.1551,68.2227,24.1285,147.864,33.7403,5.68794
19447,Patrick Sandoval,431.0299987792969,LAA,Angels,26.8646,26.8646,0.0,0.0,,151.21,653.995,145.136,74.644,68.6725,16.7204,140.196,64.9296,5.41945
29911,Andrew Abbott,273.2200012207031,CIN,Reds,24.3384,24.3384,0.0,0.0,,132.12,561.81,123.379,69.4085,63.8558,21.3199,143.868,51.2007,4.08132
15474,Lucas Giolito,219.67999267578125,BOS,Red Sox,28.4558,28.4558,0.0,0.0,,167.149,712.962,160.122,92.0911,84.7238,27.2206,175.049,61.8913,6.21567
20778,Cristopher Sánchez,239.35000610351562,PHI,Phillies,24.001,29.4993,0.00466318,0.233349,,137.158,578.241,133.119,68.5378,63.0548,17.0327,120.95,40.884,6.48093
17874,Nestor Cortes,264.19000244140625,NYY,Yankees,22.7228,26.9198,0.0,0.224741,,129.266,529.838,113.834,61.7902,56.847,20.418,132.178,36.7929,4.3398
14916,Jon Gray,316.4599914550781,TEX,Rangers,27.298,27.298,0.0,0.0,,155.31,657.403,147.447,80.3423,73.9149,22.4624,149.375,51.8114,7.74498
15873,Sean Manaea,323.29998779296875,NYM,Mets,21.4527,30.8516,0.179991,1.11059,,137.426,577.502,129.419,69.8184,64.2329,19.6161,142.477,43.4176,6.1297
15454,Nick Pivetta,167.75999450683594,BOS,Red Sox,25.222,30.4656,0.249504,0.418936,,154.634,649.627,137.192,79.88,73.4896,23.9178,175.906,55.7562,6.07053
25377,Brady Singer,453.8900146484375,KCR,Royals,27.5487,27.5487,0.0,0.0,,161.092,692.133,167.835,87.305,80.3206,20.2748,136.636,47.8554,9.27654
4676,Charlie Morton,237.5399932861328,ATL,Braves,26.0743,26.0743,0.0,0.0,,149.806,645.915,136.757,74.8762,68.8861,18.6149,162.687,63.5921,11.1287
19867,Griffin Canning,272.8399963378906,LAA,Angels,24.8564,24.8564,0.0,0.0,,139.981,586.119,130.752,70.2824,64.6598,22.4237,149.277,43.5788,5.84366
20633,Yusei Kikuchi,240.0800018310547,TOR,Blue Jays,27.9733,27.9733,0.00199454,0.0,,147.641,623.756,136.655,74.6383,68.6672,22.9144,157.037,52.8188,6.12288
10123,Kyle Gibson,439.2200012207031,STL,Cardinals,28.978,28.978,0.0,0.0,,170.853,734.544,176.82,92.4674,85.07,22.2192,136.278,54.61,7.63864
18498,Kenta Maeda,248.22000122070312,DET,Tigers,24.0665,28.6953,0.0,0.229235,,129.399,536.634,120.099,65.3004,60.0764,18.7131,133.845,36.2212,5.05698
11423,José Quintana,415.0,NYM,Mets,26.4766,26.4766,0.0,0.0,,149.162,638.333,150.716,74.8982,68.9064,17.4818,124.938,51.2077,3.84145
19374,Walker Buehler,131.5399932861328,LAD,Dodgers,21.8366,21.8366,0.0,0.0,,125.365,519.317,116.95,59.3202,54.5746,16.9146,116.567,34.0356,4.77423
9803,Miles Mikolas,414.510009765625,STL,Cardinals,28.4506,28.4506,0.0,0.0,,171.9,724.823,182.035,92.2474,84.8676,25.1737,120.164,37.2794,6.99922
12447,Seth Lugo,261.6199951171875,KCR,Royals,25.8811,25.8811,0.0090057,0.0,,143.479,609.468,147.204,75.445,69.4094,19.88,126.465,40.7785,5.39648
6562,Alex Cobb,451.5899963378906,SFG,Giants,18.4825,18.4825,0.0,0.0,,103.938,440.161,105.658,48.3895,44.5184,10.3368,92.7457,29.3523,3.7285
sa3023346,Shota Imanaga,999.0,CHC,Cubs,24.7474,24.7474,0.0,0.0,,142.444,592.953,133.378,67.5663,62.161,22.104,141.078,41.1553,5.33246
2520,Lance Lynn,307.8599853515625,STL,Cardinals,27.1063,27.1063,0.0,0.0,,159.822,676.651,156.204,86.1977,79.3019,25.5827,151.684,49.1171,7.84586
30279,Bryan Woo,181.6199951171875,SEA,Mariners,24.0483,30.375,0.0,0.244822,,130.734,543.36,114.184,61.7669,56.8256,17.7378,140.05,41.9892,8.05838
20099,Chris Paddack,297.9200134277344,MIN,Twins,20.0459,27.061,0.0,0.210036,,114.618,479.763,116.923,60.7239,55.866,16.0082,104.372,26.9488,3.49836
18000,Triston McKenzie,236.22000122070312,CLE,Guardians,24.9978,24.9978,0.0,0.0,,141.486,585.768,124.342,70.0668,64.4614,22.0554,141.286,46.9865,4.13052
14309,Frankie Montas,336.8399963378906,CIN,Reds,22.1314,22.5458,0.0,0.0,,125.146,530.395,123.051,67.1398,61.7686,19.1596,122.193,40.0347,4.38678
19409,Dane Dunning,370.8399963378906,TEX,Rangers,26.5936,28.9716,0.0,0.246971,,156.289,675.461,158.987,82.7313,76.1128,20.5524,132.878,54.1218,9.1146
19899,Clarke Schmidt,356.760009765625,NYY,Yankees,27.1635,27.1635,0.00669985,0.0,,142.049,604.865,140.529,75.1573,69.1447,20.5573,128.641,44.2611,8.13206
22264,Shane Baz,195.16000366210938,TBR,Rays,19.6075,23.3159,0.0,0.710342,,102.744,424.663,90.2414,46.7724,43.0306,13.6827,111.432,31.7655,4.6983
11836,Taijuan Walker,429.1600036621094,PHI,Phillies,27.4932,27.4932,0.0,0.0,,158.144,678.417,156.313,87.565,80.5598,22.1617,124.319,56.4044,7.0807
27552,Graham Ashcraft,391.5899963378906,CIN,Reds,24.5949,24.5949,0.0,0.0,,143.394,625.516,152.233,82.7919,76.1685,19.8091,110.497,48.8391,8.60013
13361,Steven Matz,357.0,STL,Cardinals,20.0164,26.9374,0.0,0.755915,,115.924,489.23,114.569,56.6544,52.1221,15.094,109.476,34.1753,4.30557
26378,Nick Lodolo,247.49000549316406,CIN,Reds,20.233,25.6092,0.0,0.236127,,111.181,475.511,104.003,56.5189,51.9974,17.0089,131.517,37.2212,11.8634
24968,Reese Olson,281.4100036621094,DET,Tigers,24.5777,24.5777,0.0,0.00375688,,133.15,563.623,124.101,68.7975,63.2937,17.0948,127.773,48.7557,4.63226
22201,MacKenzie Gore,288.4599914550781,WSN,Nationals,26.1376,26.1376,0.0,0.0412685,,140.081,598.417,130.109,72.4178,66.6244,21.4303,148.763,57.2242,4.84855
30122,Gavin Williams,165.6199951171875,CLE,Guardians,26.1249,26.1249,0.0,0.0,,141.477,595.127,123.066,67.3735,61.9837,18.0683,144.467,55.0156,6.76272
29837,Bryce Miller,182.0,SEA,Mariners,25.2436,25.2436,0.0,0.0,,139.396,576.868,131.899,69.4442,63.8886,20.3983,127.249,34.1177,6.60462
20531,Kutter Crawford,269.760009765625,BOS,Red Sox,23.2237,28.146,0.0,0.424833,,124.471,523.747,119.999,68.2433,62.7838,19.507,122.563,37.9049,4.87765
11674,Jameson Taillon,314.29998779296875,CHC,Cubs,26.0491,26.0491,0.16751,0.0,,145.826,613.228,146.983,80.0955,73.6879,23.6618,125.894,37.9629,5.38762
22286,Trevor Rogers,346.3800048828125,MIA,Marlins,21.8926,21.8926,0.0,0.0,,114.643,489.364,109.077,57.8085,53.1839,14.0167,114.869,40.4002,7.42142
14078,Michael Wacha,286.7300109863281,KCR,Royals,25.1951,25.1951,0.0,0.0,,141.222,597.68,141.594,75.0203,69.0187,21.3638,119.41,41.6203,4.92248
27589,Logan Allen,344.57000732421875,CLE,Guardians,25.4273,25.4273,0.0,0.0,,138.717,587.067,131.502,69.2164,63.6791,19.3505,131.762,49.2323,4.05237
27782,Brandon Pfaadt,210.35000610351562,ARI,Diamondbacks,25.2423,25.2423,0.0,0.0,,140.855,588.12,138.642,73.6017,67.7136,23.3488,134.298,35.0233,5.97392
17606,Cristian Javier,179.6199951171875,HOU,Astros,28.3005,28.3005,0.0,0.170118,,155.446,650.79,132.763,80.2719,73.8502,25.6918,164.919,60.0361,7.19843
19879,Tanner Houck,410.70001220703125,BOS,Red Sox,23.1021,32.0456,0.716462,0.540668,,128.02,549.511,123.894,65.7702,60.5086,15.1295,120.27,46.1657,8.19238
27758,Kyle Harrison,272.0,SFG,Giants,22.5282,22.5282,0.0,0.0,,118.099,503.966,102.125,58.107,53.4584,16.1818,131.273,51.376,7.97718
21690,Edward Cabrera,294.4599914550781,MIA,Marlins,24.9336,24.9336,0.0,0.0,,129.282,558.074,109.99,62.9067,57.8742,15.5814,140.643,65.112,8.05276
12049,Kyle Hendricks,437.04998779296875,CHC,Cubs,24.5128,24.5128,0.0,0.0,,139.828,595.053,150.066,77.1774,71.0032,20.5672,99.4522,33.5563,5.929
22543,Taj Bradley,253.50999450683594,TBR,Rays,19.952,34.5986,0.0,0.359995,,115.296,482.557,105.858,58.7553,54.0549,18.3829,121.973,38.4351,3.90584
2036,Clayton Kershaw,464.29998779296875,LAD,Dodgers,14.7022,14.7022,0.0,0.0716978,,83.8313,346.377,76.2344,37.0965,34.1288,10.6267,83.081,24.7648,2.34378
27691,Louie Varland,313.1099853515625,MIN,Twins,20.0141,32.5349,0.0,0.315226,,127.817,536.605,125.31,64.1476,59.0158,18.1784,123.359,36.1394,4.48613
6902,Martín Pérez,589.4099731445312,PIT,Pirates,26.0665,26.0893,0.0,0.163103,,151.133,663.232,163.272,82.5663,75.961,18.4605,107.928,55.6098,6.06415
26221,Ryan Pepiot,192.50999450683594,TBR,Rays,23.4729,27.0679,0.0,0.25565,,131.164,548.613,114.179,64.2761,59.134,19.7976,131.989,46.1465,7.91067
23499,Keaton Winn,414.6499938964844,SFG,Giants,16.8798,34.4021,0.0143285,0.80619,,111.356,472.498,110.305,56.1621,51.6691,13.1785,97.6504,32.427,6.83439
15423,Andrew Heaney,361.8900146484375,TEX,Rangers,24.5046,29.1272,0.0,0.438877,,129.175,550.59,122.86,68.1572,62.7047,21.5163,137.238,45.0598,8.06402
14710,Edwin Díaz,42.15999984741211,NYM,Mets,0.0,60.279,31.8195,0.681835,,61.6896,247.698,44.2255,20.1443,18.5327,5.68113,96.4192,21.0275,3.5449
19350,Dean Kremer,339.2200012207031,BAL,Orioles,27.3071,27.3071,0.0,0.0,,155.656,660.823,154.424,80.7574,74.2968,23.0104,134.067,49.1562,5.83973
13273,Ross Stripling,512.5399780273438,OAK,Athletics,20.7158,25.1192,0.00123261,0.0,,121.755,511.687,128.195,64.9381,59.743,18.8984,97.9801,26.9833,3.41811
16269,John Means,275.9200134277344,BAL,Orioles,23.5854,25.7055,0.0,0.228499,,130.2,535.858,123.854,65.1673,59.9539,21.497,102.651,29.65,4.77479
23429,JP Sears,382.42999267578125,OAK,Athletics,28.3163,28.3163,0.0,0.0,,160.921,678.548,153.331,83.7668,77.0654,25.9281,146.958,49.0217,9.52608
15823,Zack Littell,375.2200012207031,TBR,Rays,21.2843,30.9583,0.00394875,0.195938,,128.727,541.617,131.411,67.8403,62.4131,19.7859,106.49,31.7381,5.16064
12880,Tyler Anderson,585.8900146484375,LAA,Angels,26.6606,26.6606,0.0,0.0,,153.719,659.951,156.006,87.8969,80.8652,24.4606,123.566,51.7625,6.3965
17479,Jack Flaherty,379.0799865722656,DET,Tigers,24.893,24.893,0.0,0.266936,,135.556,591.74,133.15,73.5087,67.628,17.8007,132.936,56.1166,9.36201
3137,Max Scherzer,308.7799987792969,TEX,Rangers,12.4295,12.7884,0.0,0.0,,71.0881,290.791,62.436,33.1279,30.4776,11.5338,80.3613,18.9649,3.23507
12808,Mike Clevinger,408.1600036621094,,,21.7004,21.7004,0.0,0.0,,120.511,514.446,119.97,67.5762,62.1701,19.0934,102.496,38.2036,6.79067
19618,Jordan Hicks,320.9700012207031,SFG,Giants,12.1244,41.225,0.332053,1.58707,,86.1069,370.078,75.2181,39.3995,36.2476,7.46876,94.7656,39.7119,5.23921
27779,Bryce Elder,401.239990234375,ATL,Braves,23.5216,23.5216,0.0,0.0,,136.415,590.41,138.337,72.6164,66.8071,17.2221,105.942,49.8944,6.5759
15890,Luis Severino,301.67999267578125,NYM,Mets,22.4748,22.4748,0.0,0.0,,119.096,509.18,117.202,65.9302,60.6558,18.5064,111.84,40.8046,5.79359
23550,Aaron Ashby,402.4599914550781,MIL,Brewers,10.7975,35.764,0.00109609,1.78807,,83.3481,358.567,75.5354,39.123,35.9932,9.12771,92.7616,37.406,3.91648
22207,DL Hall,397.32000732421875,MIL,Brewers,2.60684,59.269,0.817924,8.90576,,73.3023,306.067,59.9259,31.9251,29.3711,7.36637,94.4487,31.0067,2.558
8779,Wade Miley,467.42999267578125,MIL,Brewers,23.93,23.93,0.0,0.0,,131.979,567.303,134.504,67.8222,62.3965,18.1781,93.7022,45.0192,5.04022
14739,Paul Blackburn,541.0499877929688,OAK,Athletics,24.6874,24.6874,0.0,0.0,,134.483,582.489,141.205,73.1634,67.3103,17.1781,111.675,45.8613,5.42275
11828,James Paxton,310.32000732421875,LAD,Dodgers,16.8638,19.7762,0.0,0.18262,,89.6496,380.672,85.7057,47.3773,43.5871,14.1389,94.0397,32.2236,2.75831
21029,Jhoan Duran,51.27000045776367,MIN,Twins,0.0,61.1265,32.2759,3.36144,,65.5687,268.192,51.7242,22.3612,20.5723,5.30074,87.7101,22.8466,3.47202
12317,Colin Rea,517.27001953125,MIL,Brewers,22.139,28.6308,0.0,0.24283,,127.093,539.015,126.384,71.2138,65.5167,21.5462,109.483,39.1648,4.89755
30074,Chase Silseth,337.1400146484375,LAA,Angels,20.144,26.0484,0.0,1.01706,,111.288,478.212,104.069,58.3997,53.7278,15.6138,109.792,46.5597,4.85687
30094,Jordan Wicks,447.67999267578125,CHC,Cubs,21.354,23.443,0.0,0.242013,,111.422,475.711,111.564,59.1782,54.444,15.462,93.8398,37.4925,3.52885
19312,Cal Quantrill,713.7000122070312,COL,Rockies,26.473,26.473,0.0,0.0,,149.347,662.868,172.953,97.2648,89.4836,24.0599,94.0453,48.2245,8.58354
12730,Nick Martinez,443.2200012207031,CIN,Reds,13.7495,41.1758,1.58915,3.10235,,104.22,450.472,104.439,54.897,50.5052,15.1232,97.282,39.5652,4.22961
16256,Kyle Freeland,729.6799926757812,COL,Rockies,28.0605,28.0605,0.0,0.0,,159.626,708.3,191.496,104.914,96.5211,27.9712,104.473,47.3448,6.54447
17998,Pete Fairbanks,90.94999694824219,TBR,Rays,0.0,54.3571,29.2831,3.02728,,54.0272,219.027,39.2194,18.604,17.1157,4.61828,75.0902,20.5361,2.5924
19569,David Bednar,62.220001220703125,PIT,Pirates,0.0,61.1525,30.9179,2.29267,,63.6126,261.865,54.2035,24.8137,22.8286,6.12371,75.9069,20.7737,2.41125
12718,Adrian Houser,536.2999877929688,NYM,Mets,19.6675,29.8215,0.0,1.33452,,113.245,492.121,117.162,61.2346,56.3359,13.4498,85.3716,42.4454,4.10271
29839,Emmet Sheehan,261.57000732421875,LAD,Dodgers,18.1714,31.7246,0.00976872,0.603035,,108.199,456.026,91.6421,56.5996,52.0716,16.9428,118.909,46.0127,4.59239
17149,Domingo Germán,557.8400268554688,,,16.492,16.5239,0.0,0.0,,93.0516,388.495,86.3583,49.3283,45.382,15.0357,88.7184,27.96,4.32755
sa3023079,Paul Skenes,333.4100036621094,PIT,Pirates,10.3325,10.3325,0.0,0.0,,54.4556,227.992,50.7036,27.5346,25.3319,5.70627,53.2079,19.3671,0.0
21446,Ryan Feltner,747.6500244140625,COL,Rockies,19.9006,19.9006,0.0,0.0,,101.529,451.667,108.009,66.7684,61.4269,15.3917,85.6761,44.3296,4.89385
21032,Emmanuel Clase,52.08000183105469,CLE,Guardians,0.0,65.0776,34.0873,0.933256,,65.9502,265.645,57.924,23.3775,21.5073,4.50619,64.671,14.5718,1.89356
17780,José Alvarado,173.77999877929688,PHI,Phillies,0.0,62.053,22.8647,8.1923,,62.1618,260.3,48.4828,23.2957,21.4321,5.10801,85.0752,29.0942,2.45384
17586,Tanner Scott,98.19000244140625,MIA,Marlins,0.0,66.2485,25.2619,7.56548,,67.6656,282.911,53.3963,26.0006,23.9205,5.16586,89.4933,29.2096,3.93127
27474,Max Meyer,423.04998779296875,MIA,Marlins,16.1775,16.5898,0.0,0.401894,,82.7707,354.823,80.9864,43.7834,40.2808,10.647,75.894,30.6115,3.18972
16561,Austin Gomber,744.8099975585938,COL,Rockies,25.7803,25.9539,0.0,0.0,,138.579,609.931,159.696,91.6988,84.3629,25.1121,96.8472,44.1172,4.23963
15816,Devin Williams,40.08000183105469,MIL,Brewers,0.0,60.8127,32.3292,2.24848,,60.5799,248.408,41.9557,20.6417,18.9903,5.26786,86.4498,28.3916,2.37937
24719,Randy Vásquez,563.1099853515625,SDP,Padres,18.45,21.3033,0.0,0.0,,102.902,444.982,97.3122,52.1999,48.0239,13.7623,88.6061,42.219,7.03532
13050,Anthony DeSclafani,553.1400146484375,MIN,Twins,16.6384,33.2166,0.0,1.36169,,107.887,453.72,109.992,58.0531,53.4089,16.2052,88.7954,26.8165,4.0392
18655,A.J. Minter,468.95001220703125,ATL,Braves,0.0,62.9483,4.71882,18.0138,,61.2661,252.099,52.5172,25.5358,23.493,6.30945,76.0002,20.0603,1.80018
14444,Hyun Jin Ryu,486.57000732421875,,,16.0009,16.5522,0.0,0.124633,,81.8104,346.712,86.5408,42.7589,39.3381,11.9851,59.8242,20.8013,2.11969
20191,Garrett Whitlock,375.7300109863281,BOS,Red Sox,4.09656,52.2699,1.80649,10.8012,,79.0597,326.985,77.4057,37.511,34.5101,10.4039,80.6624,17.2216,3.08441
26410,Alek Manoah,371.95001220703125,TOR,Blue Jays,21.395,22.899,0.0,0.0,,119.607,517.249,111.283,65.6116,60.3627,17.4318,107.941,49.3516,9.75237
18138,Ryan Helsley,93.43000030517578,STL,Cardinals,0.0,57.3314,26.2449,4.70515,,61.7124,253.737,46.8184,23.1052,21.2568,6.08698,80.9548,26.04,1.91297
20070,Bailey Falter,723.0800170898438,PIT,Pirates,16.4605,36.9818,0.0,0.449388,,106.315,453.722,113.318,60.2967,55.473,17.564,82.9238,28.4388,3.65181
13619,Jakob Junis,607.1900024414062,MIL,Brewers,14.4913,18.6263,0.18807,0.186677,,72.3145,307.872,75.1531,38.7172,35.6198,10.6947,67.6511,19.6685,3.33838
1943,Zack Greinke,747.27001953125,,,19.5236,19.5236,0.0,0.0,,105.018,446.227,116.56,59.2679,54.5265,16.7249,71.5984,21.9743,3.14082
20302,David Peterson,626.4099731445312,NYM,Mets,11.0308,24.9311,0.0,0.811346,,70.5447,305.014,66.5605,34.7965,32.0128,8.11769,76.5707,30.2702,3.60402
21992,Camilo Doval,55.540000915527344,SFG,Giants,0.0,63.1429,30.8309,2.24679,,64.1,269.544,52.7867,25.5823,23.5357,4.95023,78.2271,26.7581,4.1088
20369,Matt Manning,436.9200134277344,DET,Tigers,19.9607,21.7822,0.0,0.150878,,103.164,439.153,102.638,56.3698,51.8602,14.5359,75.5786,32.9588,4.37969
17425,Erick Fedde,402.7300109863281,CHW,White Sox,23.4589,23.4589,0.0,0.0,,129.64,562.122,136.12,79.5458,73.1821,20.9181,105.227,45.8018,4.24351
sa3017310,Robert Gasser,999.0,MIL,Brewers,14.7575,20.0983,0.0,0.906869,,84.7728,363.583,82.0377,45.9468,42.271,12.6512,80.4962,30.4401,5.26461
20373,Andrés Muñoz,89.05000305175781,SEA,Mariners,0.0,56.1726,25.9729,3.56109,,56.4877,231.216,43.2203,20.0857,18.4788,4.57477,75.5183,20.7772,3.40442
21504,Jake Irvin,999.0,WSN,Nationals,22.9081,22.9081,0.0,0.0,,121.354,528.657,122.585,71.003,65.3227,19.1949,97.5599,47.0433,7.1026
24580,Josiah Gray,401.0799865722656,WSN,Nationals,28.2457,28.2457,0.0,0.0,,159.774,697.676,154.542,94.1529,86.6207,28.9788,147.037,71.7902,7.99795
21741,Javier Assad,501.3500061035156,CHC,Cubs,13.6299,38.2633,0.0,2.40003,,101.903,441.051,102.117,52.694,48.4785,13.2809,85.2556,39.0364,4.37974
14843,Michael Lorenzen,514.239990234375,,,19.6217,23.2182,0.21081,0.398792,,112.426,482.618,111.998,62.6668,57.6535,15.9693,88.5862,40.6762,3.90758
25756,Matt Brash,252.49000549316406,SEA,Mariners,0.295875,58.2051,11.5963,13.606,,59.65,250.736,48.0077,23.7609,21.86,4.83783,82.1915,26.5569,3.18666
16609,Bryan Abreu,364.1099853515625,HOU,Astros,0.0,61.4464,6.82094,17.2851,,63.9774,265.134,48.3636,23.3543,21.486,5.80574,86.0471,27.7041,3.5325
25386,Jhony Brito,554.9500122070312,SDP,Padres,12.8614,37.4396,0.00399889,1.0144,,94.4937,399.426,92.6355,47.3084,43.5238,12.8333,75.8663,28.447,4.15592
20492,Casey Mize,445.9200134277344,DET,Tigers,17.6396,17.6396,0.0,0.0,,95.6391,406.733,96.663,51.6673,47.534,13.723,73.9941,27.4446,5.27188
31757,Mason Miller,211.19000244140625,OAK,Athletics,2.28923,51.0855,10.2234,8.34376,,63.2163,260.888,47.8758,25.9371,23.8622,6.67316,81.161,26.2516,3.43282
14212,Josh Hader,46.04999923706055,HOU,Astros,0.0,59.5851,33.8609,2.13933,,58.9387,242.413,42.4767,21.9647,20.2075,6.82863,85.4636,25.9524,3.06173
13799,Matt Strahm,481.8900146484375,PHI,Phillies,1.12836,58.7464,1.41833,9.39996,,65.2844,267.416,56.4395,28.5973,26.3095,8.71334,77.0095,18.3932,3.25837
25385,Drew Rasmussen,603.4099731445312,TBR,Rays,5.84586,19.8938,0.0,0.720591,,44.8712,182.893,39.5184,18.1963,16.7406,4.3727,44.5723,12.0287,1.39695
9323,Patrick Corbin,725.5399780273438,WSN,Nationals,27.7654,27.7654,0.0,0.0,,159.521,703.171,183.12,100.069,92.0637,27.7116,115.706,52.3902,5.04884
18383,Michael Soroka,530.0800170898438,CHW,White Sox,18.2846,28.5577,0.0,0.789289,,105.322,450.271,103.022,59.2279,54.4897,15.4737,92.3432,34.5181,7.2968
21537,Daniel Lynch IV,730.8900146484375,KCR,Royals,16.1881,25.0967,0.0,0.380632,,92.3729,401.965,98.3224,54.0494,49.7255,14.1475,74.6333,32.3359,3.42582
21584,Tristan Beck,681.1099853515625,SFG,Giants,9.93397,37.2374,0.453987,1.4382,,90.5468,387.835,93.4529,48.5715,44.6858,12.1393,74.4099,28.1968,3.59992
sa3020678,Drew Thorpe,999.0,SDP,Padres,10.2118,11.6083,0.0,0.0,,59.624,250.851,55.9199,29.2975,26.9537,7.96508,55.7355,19.8718,2.14962
17722,Trevor Megill,675.1900024414062,MIL,Brewers,0.342962,51.3049,0.259354,8.99433,,55.2074,233.181,49.9797,26.0112,23.9303,6.60225,71.334,20.8949,2.20463
13781,Alex Wood,575.0,OAK,Athletics,21.4091,25.1238,0.0,0.405699,,117.455,506.89,117.768,64.2335,59.0949,15.8636,96.9516,39.6601,8.84271
10954,Jacob deGrom,446.6499938964844,TEX,Rangers,3.92392,7.09524,0.0,0.245242,,25.141,96.7354,18.5427,8.91834,8.20488,2.82033,34.5084,4.9645,0.617144
20000,Tyler Wells,353.2699890136719,BAL,Orioles,15.9522,35.2834,0.510552,2.20061,,109.572,452.883,98.8757,56.357,51.8484,19.1501,101.356,32.4908,3.7571
sa3023348,Yuki Matsui,999.0,SDP,Padres,0.0,57.62,12.1617,12.2735,,58.8195,246.44,48.3953,25.0817,23.0752,5.7627,74.8875,25.4663,2.00223
19343,A.J. Puk,386.6499938964844,MIA,Marlins,0.0,61.5971,6.52906,12.6854,,64.7183,269.908,58.207,28.8925,26.5811,8.20034,77.7938,20.1654,3.85242
21649,Luis Medina,999.0,OAK,Athletics,22.8413,22.9983,0.0,0.0,,123.309,545.82,116.955,70.018,64.4165,15.1376,115.635,63.7901,7.47865
10233,Aroldis Chapman,360.19000244140625,PIT,Pirates,0.127287,57.9742,5.1335,12.6674,,58.0169,246.798,41.6836,23.6138,21.7247,5.54711,87.1012,34.6586,2.20659
13649,Clay Holmes,108.23999786376953,NYY,Yankees,0.0,61.3512,29.1595,3.52754,,62.9422,264.111,54.1612,25.3428,23.3154,4.50502,66.1882,23.1071,4.31048
17130,Raisel Iglesias,57.68000030517578,ATL,Braves,0.0,59.1329,29.7875,2.31445,,60.3001,245.002,52.9475,24.1436,22.2121,7.70527,72.1954,15.3669,1.81671
