"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","% Rostered"
"*03dgc*","Bobby Boyd","HOU","OF","2057","FA","29","","0","0%","-","0%"
"*02bqi*","Hudson Boyd","MIN","SP,RP","2058","FA","29","","0","0%","-","0%"
"*02hgq*","Jayce Boyd","NYM","3B,INF","2059","FA","31","","0","0%","-","0%"
"*03qvg*","Logan Boyd","BOS","SP,RP","2060","FA","28","","0","0%","-","0%"
"*05188*","Logan Boyer","LAD","SP,RP","2061","FA","24","","0","0%","-","0%"
"*0317p*","Rod Boykin","SD","OF","2062","FA","26","","0","0%","-","0%"
"*05jpk*","Joe Boyle","CIN","SP,RP","2063","FA","22","","0","0%","-","2%"
"*04q78*","Sean Boyle","NYY","SP,RP","2064","FA","25","","0","0%","-","0%"
"*03133*","Ty Boyles","CIN","SP,RP","2065","FA","26","","0","0%","-","0%"
"*0516t*","Evan Brabrand","MIA","SP,RP","2066","FA","26","","0","0%","-","0%"
"*02has*","Brett Brach","CLE","SP,RP","2067","FA","33","","0","0%","-","0%"
"*04l97*","Aaron Bracho","CLE","2B,INF","2068","FA","20","","0","0%","-","25%"
"*03mos*","Didimo Bracho","ARI","2B,INF","2069","FA","25","","0","0%","-","0%"
"*0055d*","Andrew Brackman","CHW","RP","2071","FA","36","","0","0%","-","0%"
"*0514o*","Cody Bradford","TEX","SP,RP","2073","FA","24","","0","0%","-","2%"
"*02hy8*","Jared Bradford","STL","SP,RP","2074","FA","35","","0","0%","-","0%"
"*04pq4*","Kyle Bradish","BAL","SP","2075","FA","25","","0","2%","928.23","13%"
"*024mk*","J.R Bradley","ARI","SP","2076","FA","29","","0","0%","-","0%"
"*026ka*","Jed Bradley","BAL","RP","2077","FA","31","","0","0%","-","0%"
"*04pr8*","Taj Bradley","TB","SP","2078","FA","20","","0","2%","801.93","41%"
"*05ogt*","Tucker Bradley","KC","OF","2079","FA","23","","0","0%","-","1%"
"*04pvf*","Davis Bradshaw","MIA","OF","2080","FA","23","","0","0%","-","0%"
"*04eih*","Denny Brady","LAA","SP","2081","FA","25","","0","0%","-","0%"
"*02c3d*","Kevin Brady","PHI","RP","2082","FA","31","","0","0%","-","0%"
"*031b9*","Sean Brady","CLE","SP,RP","2083","FA","27","","0","0%","-","0%"
"*031ff*","Sam Bragg","OAK","SP,RP","2084","FA","28","","0","0%","-","0%"
"*03qt4*","Marcus Brakeman","BOS","SP,RP","2085","FA","27","","0","0%","-","0%"
"*04eht*","Taylor Braley","MIA","SP,RP","2086","FA","26","","0","0%","-","0%"
"*04ao8*","Geoff Bramblett","KC","SP","2087","FA","26","","0","0%","-","0%"
"*03qy5*","Brady Bramlett","BOS","SP,RP","2088","FA","28","","0","0%","-","0%"
"*05ogu*","Stevie Branche","CIN","SP","2089","FA","24","","0","0%","-","0%"
"*04ef4*","Cole Brannen","BOS","OF","2090","FA","23","","0","0%","-","1%"
"*03drr*","Cliff Brantley","TOR","OF","2091","FA","29","","0","0%","-","0%"
"*05138*","Matt Brash","SEA","RP","2093","FA","23","","0","31%","533.06","51%"
"*03qrt*","Tyler Brashears","TB","SP,RP","2094","FA","28","","0","0%","-","0%"
"*04ejg*","Jared Brasher","WSH","SP,RP","2095","FA","27","","0","0%","-","0%"
"*03ztq*","Yimmi Brasoban","SD","RP","2096","FA","27","","0","0%","-","0%"
"*05xq2*","Mitch Bratt","TEX","SP","2097","FA","18","","0","0%","-","1%"
"*0312n*","Scott Brattvet","CIN","SP,RP","2098","FA","30","","0","0%","-","0%"
"*000q0*","Ryan Braun","LAA","RP","2099","FA","41","","0","0%","-","0%"
"*05g2p*","Jose Bravo","HOU","SP","2100","FA","24","","0","0%","-","0%"
"*03127*","Colin Bray","ARI","OF","2101","FA","28","","0","0%","-","0%"
"*04q1k*","Datren Bray","LAA","OF","2102","FA","22","","0","0%","-","0%"
"*031dl*","Jacob Bray","BAL","SP,RP","2103","FA","29","","0","0%","-","0%"
"*04ao4*","Tyler Bray","STL","RP","2104","FA","30","","0","0%","-","0%"
"*0421n*","Ben Braymer","WSH","RP","2105","FA","27","","0","0%","-","1%"
"*05yii*","Amell Brazoban","TOR","OF","2106","FA","20","","0","0%","-","0%"
"*04ykl*","Fernando Brazoban","STL","OF","2107","FA","19","","0","0%","-","0%"
"*060ml*","Huascar Brazoban","MIA","RP","2108","FA","32","","0","0%","-","0%"
"*04pmj*","Josh Breaux","NYY","C","2109","FA","24","","0","0%","-","3%"
"*04eim*","Ben Breazeale","BAL","C","2110","FA","27","","0","0%","-","0%"
"*0513t*","Ben Brecht","TB","SP,RP","2111","FA","24","","0","0%","-","1%"
"*04zb1*","Donny Breek","MIN","SP","2112","FA","22","","0","0%","-","0%"
"*02n4c*","Christopher Breen","NYY","C","2113","FA","27","","0","0%","-","0%"
"*04ehe*","Noah Bremer","TEX","SP,RP","2114","FA","25","","0","0%","-","0%"
"*021jd*","Michael Brenly","CHC","C","2115","FA","35","","0","0%","-","0%"
"*04psf*","Tim Brennan","TEX","SP,RP","2117","FA","25","","0","0%","-","0%"
"*05165*","Will Brennan","CLE","OF","2118","FA","24","","0","0%","-","1%"
"*024mn*","Ryan Brett","CHW","2B,INF","2119","FA","30","","0","0%","-","0%"
"*04pya*","Mike Brettell","STL","SP,RP","2120","FA","24","","0","0%","-","0%"
"*021jf*","Daniel Brewer","NYY","OF","2122","FA","34","","0","0%","-","0%"
"*05130*","Jordan Brewer","HOU","OF","2123","FA","24","","0","0%","-","6%"
"*056j9*","Michael Brewer","TEX","RP","2124","FA","21","","0","0%","-","0%"
"*03amr*","Endrys Briceno","DET","SP","2125","FA","30","","0","0%","-","0%"
"*02bs3*","Bryan Brickhouse","SF","SP","2126","FA","29","","0","0%","-","0%"
"*03qso*","Cody Brickhouse","SF","C","2127","FA","25","","0","0%","-","0%"
"*0515b*","Spencer Brickhouse","ARI","1B,INF","2128","FA","23","","0","0%","-","1%"
"*04q5b*","Jonah Bride","OAK","3B,INF","2129","FA","26","","0","0%","-","2%"
"*031g2*","Drew Bridges","NYY","1B,3B,INF","2130","FA","27","","0","0%","-","0%"
"*05t6u*","Beau Brieske","DET","SP","2131","FA","23","","0","0%","-","2%"
"*051db*","Trevor Brigden","TB","SP,RP","2132","FA","26","","0","0%","-","0%"
"*04z3u*","Austin Briggs","OAK","RP","2133","FA","26","","0","0%","-","0%"
"*041qn*","Bryson Brigman","MIA","SS,INF","2135","FA","26","","0","0%","-","1%"
"*0319n*","Matt Brill","ARI","SP,RP","2136","FA","27","","0","0%","-","0%"
"*03ati*","Zach Brill","TEX","RP","2137","FA","28","","0","0%","-","0%"
"*03dit*","Jordan Brink","SD","SP,RP","2138","FA","28","","0","0%","-","0%"
"*04odd*","Ryan Brinley","WSH","RP","2139","FA","28","","0","0%","-","0%"
"*02hsi*","Markus Brisker","TOR","OF","2140","FA","31","","0","0%","-","0%"
"*0425q*","Braden Bristo","NYY","RP","2141","FA","27","","0","0%","-","0%"
"*02hry*","Justin Bristow","CHC","SP,RP","2142","FA","35","","0","0%","-","0%"
"*03nes*","Daniel Brito","PHI","2B,INF","2143","FA","24","","0","0%","-","1%"
"*00550*","Eude Brito","WSH","SP,RP","2144","FA","0","","0","0%","-","0%"
"*03o42*","Gabriel Brito","PIT","C","2145","FA","24","","0","0%","-","0%"
"*01dkt*","Javier Brito","STL","1B,INF","2146","FA","38","","0","0%","-","0%"
"*021jh*","Jesus Brito","PIT","3B,INF","2147","FA","34","","0","0%","-","0%"
"*050ih*","Jhony Brito","NYY","SP","2148","FA","24","","0","0%","-","1%"
"*0156i*","Juan Brito","WSH","C","2149","FA","0","","0","0%","-","0%"
"*02n3r*","Kristian Brito","SEA","1B,INF","2150","FA","27","","0","0%","-","0%"
"*04aj7*","Marcos Brito","OAK","2B,INF","2151","FA","22","","0","0%","-","1%"
"*05aoa*","Peniel Brito","TOR","OF","2152","FA","19","","0","0%","-","1%"
"*04040*","Raider Brito","TB","OF","2153","FA","22","","0","0%","-","0%"
"*05n3w*","Richard Brito","NYM","SP","2154","FA","23","","0","0%","-","1%"
"*059c4*","Serafino Brito","CLE","RP","2155","FA","24","","0","0%","-","0%"
"*03cad*","Buck Britton","BAL","2B,INF","2156","FA","35","","0","0%","-","0%"
"*01uc4*","Drake Britton","DET","RP","2158","FA","32","","0","0%","-","0%"
"*0425p*","Tyler Britton","HOU","SP,RP","2159","FA","28","","0","0%","-","0%"
"*05jr7*","Zach Britton","TOR","C","2160","FA","23","","0","0%","-","1%"
"*03dp6*","Jose Brizuela","OAK","3B,INF","2162","FA","29","","0","0%","-","0%"
"*05162*","Kyle Brnovich","BAL","SP,RP","2163","FA","24","","0","0%","-","2%"
"*05y9p*","Taylor Broadway","CHW","RP","2164","FA","24","","0","0%","-","0%"
"*0313s*","Cael Brockmeyer","CHC","C","2165","FA","30","","0","0%","-","0%"
"*03qog*","Andrew Brodbeck","STL","2B,SS,INF","2166","FA","29","","0","0%","-","0%"
"*04efg*","Quinn Brodey","NYM","OF,SP,RP","2167","FA","26","","0","0%","-","0%"
"*04naw*","Jake Brodt","TOR","1B,INF","2168","FA","26","","0","0%","-","0%"
"*03dix*","Greg Brody","SF","SP,RP","2169","FA","30","","0","0%","-","0%"
"*03qmo*","Craig Brooks","CHC","SP,RP","2170","FA","29","","0","0%","-","0%"
"*025ke*","Gavin Brooks","NYY","RP","2171","FA","34","","0","0%","-","0%"
"*0420f*","Trenton Brooks","CLE","OF","2172","FA","26","","0","0%","-","0%"
"*03192*","Chase Brookshire","STL","SP,RP","2173","FA","31","","0","0%","-","0%"
"*04q8o*","Robert Broom","CLE","SP,RP","2174","FA","25","","0","0%","-","0%"
"*03au3*","Brandon Brosher","NYM","OF","2175","FA","27","","0","0%","-","0%"
"*04eti*","Christian Broussard","MIN","SP,RP","2176","FA","25","","0","0%","-","0%"
"*03doj*","Joe Broussard","LAD","SP,RP","2177","FA","31","","0","0%","-","0%"
"*02c3r*","Aaron Brown","OAK","OF,RP","2178","FA","29","","0","0%","-","0%"
"*05yc7*","Aaron Brown","HOU","SP","2179","FA","22","","0","0%","-","0%"
"*046y3*","Andrew Brown","PHI","RP","2181","FA","24","","0","0%","-","0%"
"*04o2w*","Ben Brown","PHI","RP","2182","FA","22","","0","0%","-","0%"
"*02mz0*","Blake Brown","ATL","OF","2183","FA","30","","0","0%","-","0%"
"*05r5i*","Blake Brown","PHI","RP","2184","FA","23","","0","0%","-","0%"
"*04ptn*","Brian Brown","BOS","SP,RP","2185","FA","25","","0","0%","-","0%"
"*04eo4*","Bryce Brown","TB","OF","2186","FA","25","","0","0%","-","0%"
"*041ws*","Cassidy Brown","CIN","C","2187","FA","27","","0","0%","-","0%"
"*01siv*","Corey Brown","LAD","OF","2188","FA","36","","0","0%","-","0%"
"*041tc*","Daniel Brown","MIL","SP,RP","2189","FA","26","","0","0%","-","0%"
"*0512s*","Dasan Brown","TOR","OF","2190","FA","20","","0","0%","-","4%"
"*03dw4*","Dawson Brown","OAK","SP,RP","2191","FA","28","","0","0%","-","0%"
"*04254*","Garrett Brown","PIT","OF","2192","FA","28","","0","0%","-","0%"
"*024mo*","Gary Brown","LAA","OF","2193","FA","33","","0","0%","-","0%"
"*05144*","Hunter Brown","HOU","SP,RP","2194","FA","23","","0","1%","1108.7","28%"
"*04eqq*","Jacob Brown","BAL","OF","2195","FA","23","","0","0%","-","0%"
"*05153*","Jordan Brown","CLE","3B,SS,INF","2196","FA","20","","0","0%","-","0%"
"*03qp7*","Kep Brown","STL","OF","2197","FA","24","","0","0%","-","0%"
"*0527j*","Logan Brown","ATL","C","2198","FA","25","","0","0%","-","1%"
"*051jl*","Luke Brown","PIT","OF","2199","FA","23","","0","0%","-","0%"
"*05rg5*","McCade Brown","COL","SP","2200","FA","21","","0","0%","-","2%"
"*02mwz*","Mitch Brown","CLE","SP,RP","2201","FA","27","","0","0%","-","0%"
"*03atd*","Rashad Brown","DET","OF","2202","FA","28","","0","0%","-","0%"
"*03yt8*","Tyler Brown","SF","SS,INF","2204","FA","27","","0","0%","-","0%"
"*05jpg*","Tyler Brown","HOU","SP,RP","2205","FA","23","","0","0%","-","2%"
"*041rx*","Zack Brown","MIL","SP","2206","FA","27","","0","0%","-","4%"
"*04q5w*","Logan Browning","BOS","SP,RP","2207","FA","26","","0","0%","-","0%"
"*02n5m*","Shane Broyles","COL","SP,RP","2208","FA","30","","0","0%","-","0%"
"*05189*","Tanner Brubaker","MIN","SP,RP","2209","FA","23","","0","0%","-","0%"
"*05k3i*","Justin Bruihl","LAD","RP","2210","FA","24","","0","0%","-","1%"
"*021jm*","Tyson Brummett","LAD","RP","2211","FA","37","","0","0%","-","0%"
"*04yaa*","Beau Brundage","TB","OF","2212","FA","24","","0","0%","-","0%"
"*02n0h*","Stephen Bruno","CHC","3B,INF","2213","FA","31","","0","0%","-","0%"
"*05t9h*","Maddux Bruns","LAD","SP","2214","FA","19","","0","0%","-","14%"
"*03adv*","Gio Brusa","SF","OF","2215","FA","28","","0","0%","-","0%"
"*03aub*","Vaughn Bryan","STL","OF","2216","FA","28","","0","0%","-","0%"
"*02bwz*","Adam Bryant","MIN","SS,INF","2217","FA","32","","0","0%","-","0%"
"*051iz*","Chad Bryant","ATL","SP,RP","2218","FA","22","","0","0%","-","0%"
"*0484d*","Garrison Bryant","NYM","RP","2219","FA","23","","0","0%","-","0%"
"*021jo*","Brian Bryles","TB","OF","2220","FA","32","","0","0%","-","0%"
"*02i16*","Rob Bryson","CLE","RP","2221","FA","34","","0","0%","-","0%"
"*02n5j*","Anthony Bucciferro","CHW","SP,RP","2222","FA","32","","0","0%","-","0%"
"*02411*","Ryan Buch","COL","SP,RP","2223","FA","34","","0","0%","-","0%"
"*03146*","Chuck Buchanan","ATL","SP,RP","2224","FA","31","","0","0%","-","0%"
"*05r3u*","Jacob Buchberger","STL","3B,INF","2225","FA","24","","0","0%","-","0%"
"*021jp*","Alex Buchholz","CIN","2B,INF","2226","FA","34","","0","0%","-","0%"
"*03diw*","Connor Buchmann","NYM","SP,RP","2227","FA","28","","0","0%","-","0%"
"*01shr*","Dallas Buck","CIN","SP","2228","FA","37","","0","0%","-","0%"
"*024ms*","Cody Buckel","TEX","SP","2230","FA","29","","0","0%","-","0%"
"*02bua*","Sean Buckley","CIN","3B,INF","2231","FA","32","","0","0%","-","0%"
"*057z9*","Brayan Buelvas","OAK","OF","2232","FA","19","","0","0%","-","12%"
"*0511n*","Asdrubal Bueno","SEA","SS,INF","2233","FA","20","","0","0%","-","0%"
"*031f4*","Hever Bueno","TEX","SP,RP","2235","FA","27","","0","0%","-","0%"
"*041to*","Tyler Buffett","CIN","SP,RP","2236","FA","26","","0","0%","-","0%"
"*04is6*","Maverik Buffo","TOR","RP","2237","FA","26","","0","0%","-","0%"
"*04840*","Parker Bugg","MIA","RP","2238","FA","27","","0","0%","-","0%"
"*03dsj*","J.B. Bukauskas","ARI","RP","2239","FA","25","","0","4%","872.73","16%"
"*01sfp*","Billy Bullock","MIN","RP","2240","FA","34","","0","0%","-","0%"
"*04eow*","Justin Bullock","MIL","SP,RP","2241","FA","22","","0","0%","-","1%"
"*02hbq*","Steve Bumbry","BAL","OF","2242","FA","33","","0","0%","-","0%"
"*0319h*","Gaither Bumgardner","NYM","SP,RP","2243","FA","31","","0","0%","-","0%"
"*024mt*","Robert Bundy","BAL","SP","2244","FA","32","","0","0%","-","0%"
"*02hlo*","Danny Burawa","ATL","RP","2245","FA","33","","0","0%","-","0%"
"*04ek2*","Luke Burch","DET","OF","2246","FA","27","","0","0%","-","0%"
"*05uk0*","Tyler Burch","PHI","RP","2247","FA","24","","0","0%","-","0%"
"*04esb*","Dylan Burdeaux","DET","1B,INF","2248","FA","28","","0","0%","-","0%"
"*03qwd*","Tyler Burden","TOR","SP,RP","2249","FA","27","","0","0%","-","0%"
"*03adx*","Nick Burdi","SD","RP","2250","FA","29","","0","0%","-","3%"
"*0512l*","Peyton Burdick","MIA","OF","2251","FA","25","","0","1%","885.5","30%"
"*02xi2*","Alex Burg","SF","C","2252","FA","34","","0","0%","-","0%"
"*05t2a*","Brent Burgess","ATL","RP","2253","FA","24","","0","0%","-","0%"
"*01c90*","Michael Burgess","CHC","OF","2254","FA","33","","0","0%","-","0%"
"*0513q*","Josh Burgmann","CHC","SP,RP","2255","FA","24","","0","0%","-","1%"
"*03qnf*","Aldemar Burgos","SD","OF","2256","FA","25","","0","0%","-","0%"
"*02hhr*","Alex Burgos","DET","SP,RP","2257","FA","31","","0","0%","-","0%"
"*04sxs*","Diowill Burgos","STL","OF","2258","FA","21","","0","0%","-","1%"
"*05uy6*","Jorge Burgos","CLE","OF","2259","FA","20","","0","0%","-","0%"
"*0421m*","Raymond Burgos","CLE","SP,RP","2260","FA","23","","0","0%","-","1%"
"*05yc2*","Garrett Burhenn","DET","SP","2261","FA","22","","0","0%","-","0%"
"*03dap*","Brock Burke","TEX","SP","2262","FA","25","","0","0%","-","4%"
"*01sih*","Kyler Burke","CHC","OF","2264","FA","33","","0","0%","-","0%"
"*05xod*","Sean Burke","CHW","SP","2265","FA","22","","0","0%","-","4%"
"*03df6*","David Burkhalter","MIL","SP,RP","2266","FA","26","","0","0%","-","0%"
"*02hke*","Dan Burkhart","SF","C","2267","FA","33","","0","0%","-","0%"
"*0312p*","Charcer Burks","CHC","OF","2268","FA","27","","0","0%","-","0%"
"*04pt4*","Jeremiah Burks","CHW","2B,SS,INF","2269","FA","25","","0","0%","-","0%"
"*04q4a*","Gage Burland","TOR","SP,RP","2270","FA","26","","0","0%","-","0%"
"*05jr0*","Alec Burleson","STL","1B,INF","2271","FA","23","","0","1%","1029.65","21%"
"*02bvg*","Jake Burnette","PIT","SP,RP","2272","FA","29","","0","0%","-","0%"
"*02byz*","Andy Burns","LAD","2B,INF","2273","FA","31","","0","0%","-","0%"
"*05yb7*","Collin Burns","BAL","SS,INF","2274","FA","21","","0","0%","-","0%"
"*04eqb*","Colton Burns","MIN","OF","2275","FA","26","","0","0%","-","0%"
"*029up*","Cory Burns","NYM","RP","2276","FA","34","","0","0%","-","0%"
"*05nim*","Jake Burns","STL","C","2277","FA","19","","0","0%","-","0%"
"*05y0x*","Nathan Burns","LAA","RP","2278","FA","22","","0","0%","-","0%"
"*04mtq*","Tanner Burns","CLE","SP,RP","2279","FA","23","","0","0%","-","26%"
"*03pj3*","Beau Burrows","LAD","RP","2281","FA","25","","0","0%","-","6%"
"*04pvl*","Michael Burrows","PIT","SP,RP","2282","FA","22","","0","0%","-","5%"
"*041ri*","Thomas Burrows","ATL","SP,RP","2283","FA","27","","0","0%","-","1%"
"*03dbp*","D.J. Burt","CHW","2B,INF","2284","FA","26","","0","0%","-","0%"
"*0429u*","Joe Burton","NYY","OF","2286","FA","26","","0","0%","-","0%"
"*04efk*","Dylan Busby","PIT","3B,INF","2287","FA","26","","0","0%","-","0%"
"*021jt*","Matt Buschmann","ARI","RP","2289","FA","38","","0","0%","-","0%"
"*041t9*","JD Busfield","TB","SP,RP","2290","FA","26","","0","0%","-","0%"
"*04eo5*","Austin Bush","ATL","1B,INF","2291","FA","26","","0","0%","-","0%"
"*04tly*","Bryce Bush","CHW","3B,INF","2292","FA","22","","0","0%","-","2%"
"*05tpz*","Ky Bush","LAA","SP","2293","FA","22","","0","0%","-","17%"
"*04ptf*","Nick Bush","COL","SP,RP","2294","FA","25","","0","0%","-","0%"
"*01sxz*","Tanner Bushue","HOU","SP","2295","FA","30","","0","0%","-","0%"
"*03qsi*","Blake Butler","CIN","2B,INF","2296","FA","28","","0","0%","-","0%"
"*05y4a*","Cameron Butler","CHW","OF","2297","FA","19","","0","0%","-","1%"
"*02zou*","Keith Butler","STL","RP","2298","FA","33","","0","0%","-","0%"
"*04prt*","Lawrence Butler","OAK","OF","2299","FA","21","","0","0%","-","8%"
"*031eq*","Ryan Butler","SD","RP","2300","FA","30","","0","0%","-","0%"
"*02pjy*","Saxon Butler","NYY","1B,INF","2301","FA","31","","0","0%","-","0%"
"*01tj5*","Tony Butler","BAL","RP","2302","FA","34","","0","0%","-","0%"
"*05oz7*","Jose Butto","NYM","SP","2303","FA","23","","0","0%","-","5%"
"*024mu*","Brett Butts","ATL","RP","2304","FA","35","","0","0%","-","0%"
"*03dh4*","Austin Byler","ARI","1B,INF","2305","FA","29","","0","0%","-","0%"
"*051i6*","Grayson Byrd","CHC","1B,3B,SS,INF","2306","FA","25","","0","0%","-","0%"
"*04en3*","Vincent Byrd","TB","1B,INF","2307","FA","24","","0","0%","-","0%"
"*04pxh*","Michael Byrne","CIN","SP,RP","2308","FA","24","","0","0%","-","0%"
"*04tpz*","Elixon Caballero","TOR","RP","2309","FA","21","","0","0%","-","0%"
"*04eig*","Jose Caballero","SEA","2B,SS,INF","2310","FA","25","","0","0%","-","1%"
"*04anv*","Luis Caballero","SEA","SS,INF","2311","FA","29","","0","0%","-","0%"
"*03qko*","Trey Cabbage","LAA","3B,INF","2312","FA","24","","0","0%","-","1%"
"*04pxy*","Elijah Cabell","MIL","OF","2313","FA","22","","0","0%","-","0%"
"*04mit*","Antonio Cabello","TEX","C,OF","2314","FA","21","","0","0%","-","7%"
"*04q0g*","Andrew Cabezas","MIN","SP,RP","2315","FA","25","","0","0%","-","0%"
"*02i2t*","Cesar Cabral","BOS","RP","2316","FA","33","","0","0%","-","0%"
"*03qpc*","Edgar Cabral","PHI","C","2317","FA","26","","0","0%","-","0%"
"*02j7a*","Alberto Cabrera","DET","RP","2318","FA","33","","0","0%","-","0%"
"*05gcu*","Daniel Cabrera","DET","OF","2319","FA","23","","0","0%","-","14%"
"*027d1*","Edwar Cabrera","HOU","SP","2320","FA","34","","0","0%","-","0%"
"*0408s*","Eleardo Cabrera","TB","OF","2321","FA","26","","0","0%","-","0%"
"*02j7n*","Gustavo Cabrera","SF","OF","2323","FA","26","","0","0%","-","0%"
"*05ww7*","Jean Cabrera","PHI","SP","2324","FA","20","","0","0%","-","0%"
"*0558s*","Jeisson Cabrera","LAD","SP","2325","FA","23","","0","0%","-","0%"
"*05ryp*","Jhonnys Cabrera","MIL","C","2326","FA","19","","0","0%","-","0%"
"*04ml3*","Jose Cabrera","SD","SP","2327","FA","23","","0","0%","-","0%"
"*0510e*","Marcos Cabrera","NYY","SS,INF","2328","FA","20","","0","0%","-","1%"
"*042no*","Oswaldo Cabrera","NYY","2B,INF","2330","FA","23","","0","1%","1070.3","21%"
"*05rjo*","Ricardo Cabrera","CIN","SS,INF","2332","FA","17","","0","0%","-","21%"
"*05rcx*","Romtres Cabrera","STL","OF","2333","FA","18","","0","0%","-","0%"
"*049sz*","Sandro Cabrera","SF","RP","2334","FA","26","","0","0%","-","0%"
"*04v6s*","Walking Cabrera","COL","OF","2335","FA","21","","0","0%","-","0%"
"*03o3x*","Wander Cabrera","CHC","RP","2336","FA","24","","0","0%","-","0%"
"*024mw*","Willie Cabrera","ATL","OF","2337","FA","35","","0","0%","-","0%"
"*01ubq*","Yordy Cabrera","OAK","SS,INF","2338","FA","31","","0","0%","-","0%"
"*052hv*","Jim Caceres","MIN","2B,INF","2339","FA","21","","0","0%","-","0%"
"*03mws*","Oriel Caicedo","ATL","SP","2340","FA","28","","0","0%","-","0%"
"*01sy6*","Colton Cain","PIT","SP","2341","FA","31","","0","0%","-","0%"
"*0513m*","Christian Cairo","CLE","SS,INF","2342","FA","20","","0","0%","-","1%"
"*05jsg*","Owen Caissie","CHC","OF","2343","FA","19","","0","0%","655.1","33%"
"*05js2*","David Calabrese","LAA","OF","2344","FA","19","","0","0%","-","9%"
"*04ekq*","Rob Calabrese","SF","C","2345","FA","26","","0","0%","-","0%"
"*03rn0*","Jhoan Calderon","LAD","OF","2346","FA","24","","0","0%","-","0%"
"*025k3*","Yeicok Calderon","NYY","OF","2347","FA","30","","0","0%","-","0%"
"*036e4*","Yordi Calderon","SEA","3B,INF,OF","2348","FA","28","","0","0%","-","0%"
"*02n6t*","Bruce Caldwell","STL","SS,INF","2349","FA","30","","0","0%","-","0%"
"*024mx*","David Cales","CHC","RP","2350","FA","34","","0","0%","-","0%"
"*02n7v*","Andrew Calica","CLE","OF","2351","FA","28","","0","0%","-","0%"
"*03qvh*","Frank Califano","CHW","OF","2352","FA","27","","0","0%","-","0%"
"*02i69*","Orlando Calixte","NYM","SS,INF","2353","FA","30","","0","0%","-","0%"
"*041qv*","Alex Call","CLE","OF","2354","FA","27","","0","0%","-","1%"
"*05y78*","Austin Callahan","CIN","1B,3B,INF","2355","FA","20","","0","0%","-","0%"
"*02mww*","Jamie Callahan","SF","RP","2356","FA","27","","0","0%","-","0%"
"*04y9i*","Tyler Callihan","CIN","2B,INF","2357","FA","21","","0","0%","-","14%"
"*041ut*","Justin Calomeni","COL","SP,RP","2358","FA","26","","0","0%","-","0%"
"*051hf*","Blair Calvo","COL","SP,RP","2359","FA","26","","0","0%","-","0%"
"*04y6p*","Abraham Calzadilla","ARI","SP","2360","FA","20","","0","0%","-","0%"
"*05xzu*","Samuel Camacaro","NYM","SS,INF","2361","FA","18","","0","0%","-","0%"
"*0516b*","Angel Camacho","TOR","3B,INF","2362","FA","24","","0","0%","-","0%"
"*03yne*","Juan Camacho","SEA","C","2363","FA","25","","0","0%","-","0%"
"*03qpj*","Kerby Camacho","MIN","C","2364","FA","24","","0","0%","-","0%"
"*02c65*","Daniel Camarena","SD","RP","2365","FA","29","","0","0%","-","0%"
"*05ge4*","Jair Camargo","MIN","C","2366","FA","22","","0","0%","-","0%"
"*040q2*","Jesus Camargo","CHC","SP","2367","FA","26","","0","0%","-","0%"
"*05xch*","Junior Caminero","TB","SS,INF","2369","FA","18","","0","0%","-","7%"
"*04208*","Holden Cammack","CHC","SP,RP","2370","FA","28","","0","0%","-","0%"
"*03zbi*","Marino Campana","BOS","OF","2371","FA","24","","0","0%","-","0%"
"*04ym5*","Sergio Campana","PIT","OF","2372","FA","19","","0","0%","-","1%"
"*0375a*","Eddie Campbell","SEA","SP,RP","2373","FA","30","","0","0%","-","0%"
"*04q6c*","Isaiah Campbell","SEA","SP","2375","FA","24","","0","0%","-","7%"
"*03dhl*","Matt Campbell","LAD","SP,RP","2376","FA","30","","0","0%","-","0%"
"*04er6*","Noah Campbell","MIL","2B,SS,INF","2377","FA","22","","0","0%","-","0%"
"*04eso*","Paul Campbell","MIA","RP","2378","FA","26","","0","0%","-","1%"
"*04pr4*","Ryan Campbell","CIN","SP,RP","2379","FA","26","","0","0%","-","0%"
"*04b3m*","Alexander Campos","OAK","SS,INF","2380","FA","22","","0","0%","-","1%"
"*050yl*","Dyron Campos","NYM","OF","2381","FA","21","","0","0%","-","0%"
"*05r61*","Elio Campos","LAD","SS,INF","2382","FA","0","","0","0%","-","0%"
"*059c1*","Raul Campos","MIA","2B,INF","2383","FA","20","","0","0%","-","0%"
"*059tv*","Roberto Campos","DET","OF","2384","FA","18","","0","0%","-","11%"
"*027h3*","Vicente Campos","PIT","RP","2385","FA","29","","0","0%","-","0%"
"*04hi6*","Alexander Canario","CHC","OF","2386","FA","21","","0","1%","819.7","27%"
"*03qmu*","Gabriel Cancel","KC","2B,SS,INF","2387","FA","25","","0","0%","-","1%"
"*04mmj*","Stir Candelario","TB","OF","2388","FA","21","","0","0%","-","0%"
"*04nau*","Wilmin Candelario","KC","SS,INF","2389","FA","20","","0","0%","-","2%"
"*03vdu*","Kevin Canelon","NYM","SP","2390","FA","28","","0","0%","-","0%"
"*021k6*","Mitch Canham","SD","C","2391","FA","37","","0","0%","-","0%"
"*04pqu*","Gage Canning","WSH","OF","2392","FA","24","","0","0%","-","1%"
"*031f5*","Garrett Cannizaro","LAA","2B,3B,INF","2393","FA","31","","0","0%","-","0%"
