"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","% Rostered"
"*05u3n*","Andrew McInvale","MIA","SP","1202","FA","25","","0","0%","-","0%"
"*04yb4*","Sam McWilliams","LAD","2B","1205","FA","23","","0","0%","-","0%"
"*05a06*","Nick Mears","PIT","RP","1206","FA","25","","0","0%","-","3%"
"*03dau*","Trevor Megill","MIN","RP","1208","W (Sun)","28","","0","0%","-","1%"
"*03ytp*","Humberto Mejia","ARI","SP","1209","FA","24","","0","0%","-","4%"
"*02br2*","Anthony Meo","ARI","SP,RP","1210","FA","31","","0","0%","-","0%"
"*02buf*","Brandon Meredith","HOU","OF","1211","FA","32","","0","0%","-","0%"
"*01sfq*","Brad Meyers","WSH","RP","1214","FA","36","","0","0%","-","0%"
"*03pjb*","Jalen Miller","ATL","2B","1215","W (Tue)","25","","0","0%","-","2%"
"*0420t*","Wyatt Mills","SEA","RP","1217","W (Mon)","26","","0","0%","-","3%"
"*02n0v*","Hoby Milner","MIL","RP","1218","W (Mon)","30","","0","0%","-","0%"
"*0311r*","Sam Moll","OAK","RP","1221","FA","30","","0","0%","-","1%"
"*000dh*","Craig Monroe","PIT","OF","1223","FA","44","","0","0%","-","0%"
"*0436o*","Francisco Morales","PHI","SP","1225","W (Mon)","22","","0","0%","-","9%"
"*01sl8*","Brian Moran","LAA","RP","1226","W (Mon)","33","","0","0%","-","0%"
"*03qmm*","Jovani Moran","MIN","RP","1227","FA","24","","0","0%","-","3%"
"*043ia*","Adrian Morejon","SD","SP","1228","FA","22","","0","0%","-","20%"
"*04pbp*","Christopher Morel","CHC","SS","1229","W (Mon)","22","","0","0%","-","6%"
"*041r8*","Scott Moss","PHI","SP","1233","W (Sat)","27","","0","0%","-","4%"
"*041wa*","Zach Muckenhirn","CHW","SP,RP","1234","FA","26","","0","0%","-","0%"
"*02mwu*","Jose Munoz","ARI","SS","1236","FA","28","","0","0%","-","0%"
"*031au*","Patrick Murphy","WSH","RP","1237","FA","26","","0","0%","-","4%"
"*026ke*","Hiroyuki Nakajima","OAK","SS","1239","FA","39","","0","0%","-","0%"
"*05rcp*","Tommy Nance","CHC","RP","1240","FA","30","","0","0%","-","0%"
"*04ejl*","Packy Naughton","LAA","SP","1241","W (Mon)","25","","0","0%","-","5%"
"*026jz*","Zach Neal","LAD","RP","1243","FA","33","","0","0%","-","0%"
"*03pp0*","Nick Neidert","MIA","SP","1244","W (Mon)","25","","0","0%","-","8%"
"*04eny*","Kyle Nelson","ARI","RP","1245","W (Sun)","25","","0","0%","-","2%"
"*041r9*","Nick Nelson","PHI","RP","1246","W (Sun)","26","","0","0%","-","4%"
"*03dfs*","James Norwood","SD","RP","1249","FA","28","","0","0%","-","1%"
"*03xla*","Darien Nunez","LAD","RP","1251","W (Mon)","28","","0","0%","-","1%"
"*050vo*","Dedniel Nunez","NYM","SP","1252","FA","25","","0","0%","-","3%"
"*02n6c*","Scott Oberg","COL","RP","1257","FA","31","","0","0%","-","4%"
"*04ej3*","Riley O'Brien","CIN","SP","1253","W (Mon)","26","","0","0%","-","4%"
"*01vve*","Justin O'Conner","TB","C","1254","FA","29","","0","0%","-","0%"
"*03nzq*","Seunghwan Oh","COL","RP","1258","FA","39","","0","0%","-","0%"
"*000wu*","Ross Ohlendorf","CIN","RP","1259","FA","39","","0","0%","-","0%"
"*03dg6*","Brian O'Keefe","SEA","C","1256","W (Tue)","28","","0","0%","-","0%"
"*02myt*","Steven Okert","MIA","RP","1260","FA","30","","0","0%","-","1%"
"*04yjb*","Helcris Olivarez","COL","SP","1261","W (Mon)","21","","0","0%","-","5%"
"*016gb*","Justin Orenduff","LAD","RP","1263","FA","38","","0","0%","-","0%"
"*050ig*","Oliver Ortega","LAA","RP","1264","FA","25","","0","0%","-","4%"
"*03sgb*","Jhailyn Ortiz","PHI","OF","1265","W (Mon)","23","","0","0%","-","7%"
"*0264x*","Wilberto Ortiz","LAD","3B","1266","FA","36","","0","0%","-","0%"
"*03zuo*","Luis Oviedo","PIT","RP","1270","FA","22","","0","0%","-","5%"
"*05y0s*","Freddy Pacheco","STL","SP,RP","1271","W (Mon)","23","","0","0%","-","0%"
"*03deh*","Kevin Padlo","SEA","3B","1272","W (Mon)","25","","0","0%","-","4%"
"*000jy*","Angel Pagan","SF","OF","1274","FA","40","","0","0%","-","0%"
"*041ra*","Josh Palacios","TOR","OF","1275","W (Mon)","26","","0","0%","-","6%"
"*02hqd*","Daniel Palka","NYM","OF","1277","W (Sat)","30","","0","0%","-","0%"
"*000bq*","Jonathan Papelbon","WSH","RP","1278","FA","41","","0","0%","-","0%"
"*04ywp*","Enoli Paredes","HOU","RP","1279","W (Fri)","26","","0","0%","-","6%"
"*04euc*","Matt Peacock","ARI","SP,RP","1281","W (Mon)","27","","0","0%","-","3%"
"*000py*","Jake Peavy","SF","SP","1282","FA","40","","0","0%","-","0%"
"*05uk1*","Elvis Peguero","LAA","RP","1283","W (Mon)","24","","0","0%","-","0%"
"*025h8*","Martin Esteilon Peguero","SEA","SS","1285","FA","28","","0","0%","-","0%"
"*050k3*","Erick Pena","KC","OF","1286","99 prob","18","","0","0%","-","24%"
"*01chu*","Ramiro Pena","SF","2B","1299","FA","36","","0","0%","-","0%"
"*03mhv*","Angel Perdomo","MIL","RP","1290","FA","27","","0","0%","-","3%"
"*04yd8*","Jhonny Pereda","SF","C","1291","W (Tue)","25","","0","0%","-","1%"
"*02431*","Carlos Perez","ATL","SP","1293","FA","30","","0","0%","-","0%"
"*03zo6*","Cionel Perez","BAL","RP","1294","W (Sat)","25","","0","0%","-","3%"
"*04al9*","Francisco Perez","WSH","RP","1295","W (Mon)","24","","0","0%","-","1%"
"*03ml1*","Franklin Perez","DET","SP","1296","FA","24","","0","0%","-","4%"
"*04eez*","Joe Perez","HOU","3B","1297","W (Mon)","22","","0","0%","-","10%"
"*03pp5*","Blake Perkins","NYY","OF","1298","W (Sun)","25","","0","0%","-","0%"
"*03qto*","Evan Phillips","LAD","RP","1300","FA","27","","0","0%","-","2%"
"*02zod*","Ivan Pineyro","WSH","SP","1302","FA","30","","0","0%","-","0%"
"*040fw*","Rene Pinto","TB","C","1303","W (Fri)","25","","0","0%","-","0%"
"*02mz1*","Colin Poche","TB","RP","1305","FA","27","","0","0%","-","4%"
"*0422f*","Sean Poppen","ARI","RP","1306","FA","27","","0","0%","-","2%"
"*01c0q*","Aaron Poreda","TEX","RP","1307","FA","35","","0","0%","-","0%"
"*02b2k*","Cody Poteet","MIA","SP","1308","FA","27","","0","0%","-","6%"
"*041m6*","Hudson Potts","BOS","3B","1309","W (Mon)","23","","0","0%","-","5%"
"*04pph*","Ford Proctor","TB","SS","1311","W (Mon)","25","","0","0%","-","4%"
"*01sro*","Cesar Puello","NYM","OF","1312","FA","30","","0","0%","-","0%"
"*03atm*","Johan Quezada","STL","RP","1313","W (Fri)","27","","0","0%","-","0%"
"*04k0x*","Jose Quijada","LAA","RP","1314","FA","26","","0","0%","-","4%"
"*041ts*","Luke Raley","LAD","OF","1316","W (Mon)","27","","0","0%","-","4%"
"*04otv*","Alan Rangel","ATL","RP","1318","W (Tue)","24","","0","0%","-","2%"
"*02ytp*","Cory Rasmus","LAA","RP","1319","FA","34","","0","0%","-","0%"
"*03ytc*","Corey Ray","MIL","OF","1320","W (Mon)","27","","0","0%","-","6%"
"*02ob8*","Jake Reed","NYM","RP","1321","W (Mon)","29","","0","0%","-","1%"
"*04eks*","Zach Reks","TEX","OF","1322","W (Thu)","28","","0","0%","-","4%"
"*040fv*","Denyi Reyes","BAL","SP","1324","W (Sun)","25","","0","0%","-","2%"
"*03azu*","Pablo Reyes","MIL","3B","1325","W (Mon)","28","","0","0%","-","2%"
"*021xl*","D`Vontrey Richardson","MIL","OF","1326","FA","33","","0","0%","-","0%"
"*02hbg*","Ronnie Richardson","MIN","OF","1327","FA","31","","0","0%","-","0%"
"*041uj*","Stephen Ridings","NYY","RP","1328","W (Mon)","26","","0","0%","-","4%"
"*02nex*","Wendell Rijo","PHI","2B","1329","W (Sat)","26","","0","0%","-","0%"
"*03qvs*","Emmanuel Rivera","KC","3B","1331","W (Mon)","25","","0","0%","-","4%"
"*02hjn*","Yadiel Rivera","HOU","3B","1332","FA","29","","0","0%","-","0%"
"*04aod*","Sebastian Rivero","KC","C","1333","FA","23","","0","0%","-","2%"
"*04pql*","Ethan Roberts","CHC","SP","1334","W (Mon)","24","","0","0%","-","0%"
"*04g7l*","Kristian Robinson","ARI","OF","1335","sfernand","21","","0","0%","-","29%"
"*01vjc*","Aderlin Rodriguez","SD","1B","1337","W (Sun)","30","","0","0%","-","0%"
"*04pht*","Alberto Rodriguez","SEA","OF","1338","W (Sun)","21","","0","0%","-","6%"
"*04avf*","Elvin Rodriguez","DET","SP","1340","W (Wed)","23","","0","0%","-","2%"
"*027c4*","Luigi Rodriguez","CLE","OF","1342","FA","29","","0","0%","-","0%"
"*05ad7*","Manuel Rodriguez","CHC","RP","1343","FA","25","","0","0%","-","4%"
"*05w9g*","Randy Rodriguez","SF","SP","1344","W (Mon)","22","","0","0%","-","1%"
"*04qot*","Yerry Rodriguez","TEX","SP","1345","Hit","24","","0","0%","-","9%"
"*027vl*","Jason Rogers","PIT","1B","1347","FA","33","","0","0%","-","0%"
"*04odc*","Jhon Romero","WSH","RP","1349","FA","26","","0","0%","-","0%"
"*041rj*","JoJo Romero","PHI","RP","1350","FA","25","","0","0%","-","4%"
"*04z9j*","Miguel Romero","OAK","RP","1351","W (Mon)","27","","0","0%","-","2%"
"*04eea*","Seth Romero","WSH","RP","1352","W (Mon)","25","","0","0%","-","6%"
"*04qp1*","Angel Rondon","STL","RP","1354","W (Fri)","24","","0","0%","-","6%"
"*041q7*","Ben Rortvedt","MIN","C","1355","W (Mon)","24","","0","0%","-","3%"
"*045oe*","Jeisson Rosario","BOS","OF","1357","W (Mon)","22","","0","0%","-","4%"
"*02i1m*","Daniel Rosenbaum","WSH","SP","1358","FA","34","","0","0%","-","0%"
"*01s8w*","Tyson Ross","TEX","SP","1360","FA","34","","0","0%","-","0%"
"*03f26*","Drew Rucinski","MIA","RP","1361","FA","33","","0","0%","-","0%"
"*0429q*","Michael Rucker","CHC","RP","1362","FA","27","","0","0%","-","2%"
"*05y15*","Toby Rumfield","NYY","3B","1363","W (Mon)","21","","0","0%","-","0%"
"*01u5n*","Sam Runion","KC","SP","1364","FA","33","","0","0%","-","0%"
"*022vs*","Chris Rusin","COL","RP","1365","FA","35","","0","0%","-","0%"
"*03zce*","Blake Rutherford","CHW","OF","1366","W (Mon)","24","","0","0%","-","6%"
"*04yte*","Jackson Rutledge","WSH","SP","1367","Scavenge","22","","0","0%","-","23%"
"*02hlf*","Kyle Ryan","STL","RP","1368","W (Mon)","30","","0","0%","-","2%"
"*000th*","Jae Kuk Ryu","SD","RP","1369","FA","38","","0","0%","-","0%"
"*01ska*","Keyvius Sampson","CHW","RP","1370","FA","31","","0","0%","-","0%"
"*033lr*","Ali Sanchez","STL","C","1371","W (Fri)","24","","0","0%","-","3%"
"*052c8*","Cristopher Sanchez","PHI","RP","1372","FA","25","","0","0%","-","3%"
"*058hq*","Miguel Sanchez","MIL","RP","1373","W (Mon)","28","","0","0%","-","2%"
"*04pmm*","Nick Sandlin","CLE","RP","1374","SLG","25","","0","0%","-","8%"
"*039w1*","Rylan Sandoval","NYM","2B","1375","FA","34","","0","0%","-","0%"
"*03qxr*","Cole Sands","MIN","SP","1376","W (Mon)","24","","0","0%","-","7%"
"*03qnj*","Donny Sands","PHI","C","1377","W (Fri)","25","","0","0%","-","0%"
"*046td*","Antonio Santos","NYM","RP","1378","W (Sat)","25","","0","0%","-","3%"
"*03qx9*","Tayler Saucedo","TOR","RP","1379","W (Mon)","28","","0","0%","-","2%"
"*0410x*","Warwick Saupold","DET","RP","1380","FA","31","","0","0%","-","0%"
"*0008v*","Nate Schierholtz","DET","OF","1381","FA","37","","0","0%","-","0%"
"*02sll*","A.J. Schugel","NYM","RP","1383","FA","32","","0","0%","-","0%"
"*0315p*","Jaime Schultz","SEA","RP","1384","FA","30","","0","0%","-","1%"
"*02btg*","Tayler Scott","BAL","SP,RP","1385","FA","29","","0","0%","-","0%"
"*04eld*","J.P. Sears","NYY","SP","1386","W (Tue)","25","","0","0%","-","4%"
"*01she*","Ross Seaton","HOU","SP","1387","FA","32","","0","0%","-","0%"
"*03qyw*","Eric Senior","WSH","OF","1388","FA","24","","0","0%","-","0%"
"*02i41*","Andres Serrano","STL","SP","1389","FA","27","","0","0%","-","0%"
"*05r0t*","Anderson Severino","CHW","SP","1390","W (Mon)","27","","0","0%","-","0%"
"*03dg9*","Justin Shafer","CHC","RP","1391","FA","29","","0","0%","-","0%"
"*02z0u*","Jordan Sheffield","COL","RP","1392","FA","26","","0","0%","-","3%"
"*03aog*","Ryan Sherriff","PHI","RP","1393","W (Mon)","31","","0","0%","-","2%"
"*021z9*","Brandon Short","CHW","OF","1394","FA","33","","0","0%","-","0%"
"*0420g*","Zack Short","DET","SS","1395","FA","26","","0","0%","-","3%"
"*02i6a*","Brandon Sisk","KC","RP","1397","FA","36","","0","0%","-","0%"
"*04pv0*","Kevin Smith","BAL","SP","1399","W (Mon)","24","","0","0%","-","5%"
"*0374f*","Tyler Smith","ATL","SS","1400","FA","30","","0","0%","-","0%"
"*04egd*","Canaan Smith-Njigba","PIT","OF","1401","W (Mon)","22","","0","0%","-","12%"
"*041vf*","Kirby Snead","TOR","RP","1402","W (Mon)","27","","0","0%","-","1%"
"*05y18*","Collin Snider","KC","SP","1403","W (Mon)","26","","0","0%","-","0%"
"*00qrf*","Travis Snider","ATL","OF","1404","FA","33","","0","0%","-","0%"
"*02ncj*","Michael Snyder","ATL","3B","1405","FA","31","","0","0%","-","0%"
"*04ern*","Nick Snyder","TEX","RP","1406","FA","26","","0","0%","-","0%"
"*04k5y*","Jairo Solis","HOU","SP","1408","W (Fri)","22","","0","0%","-","6%"
"*04el5*","Jared Solomon","CIN","SP","1409","W (Mon)","24","","0","0%","-","4%"
"*03dt9*","Peter Solomon","HOU","RP","1410","W (Tue)","25","","0","0%","-","4%"
"*04puc*","Bennett Sousa","CHW","RP","1411","W (Mon)","26","","0","0%","-","0%"
"*01uuh*","Justin Souza","OAK","RP","1412","FA","36","","0","0%","-","0%"
"*02bq1*","Cory Spangenberg","MIL","3B","1413","FA","30","","0","0%","-","0%"
"*031fj*","Gabe Speier","KC","RP","1414","FA","26","","0","0%","-","2%"
"*01uve*","Cody Stanley","STL","C","1416","FA","33","","0","0%","-","0%"
"*03qr4*","Cody Stashak","MIN","RP","1417","W (Tue)","27","","0","0%","-","5%"
"*04pqt*","Jonathan Stiever","CHW","RP","1418","W (Mon)","24","","0","0%","-","7%"
"*02bsi*","John Stilson","TOR","SP,RP","1419","FA","31","","0","0%","-","0%"
"*03dne*","Eric Stout","MIA","RP","1420","FA","28","","0","0%","-","0%"
"*04eg8*","Drew Strotman","MIN","SP","1422","W (Mon)","25","","0","0%","-","6%"
"*03qtv*","Brett Sullivan","MIL","C","1423","W (Thu)","27","","0","0%","-","2%"
"*01sux*","Eric Surkamp","TEX","SP,RP","1424","FA","34","","0","0%","-","0%"
"*041z2*","Jack Suwinski","PIT","OF","1425","W (Mon)","23","","0","0%","-","5%"
"*025ek*","Kellen Sweeney","TOR","3B","1428","FA","30","","0","0%","-","0%"
"*03qlb*","Thomas Szapucki","NYM","RP","1429","W (Fri)","25","","0","0%","-","6%"
"*04efr*","Freddy Tarnok","ATL","SP","1430","W (Mon)","23","","0","0%","-","10%"
"*00qrj*","Taylor Teagarden","CHC","C","1431","FA","38","","0","0%","-","0%"
"*025gm*","Tomas Telis","LAD","C","1432","W (Sat)","30","","0","0%","-","0%"
"*04sxv*","Jose Tena","CLE","SS","1433","W (Mon)","20","","0","0%","-","12%"
"*03qr3*","Curtis Terry","MIN","UT","1434","W (Mon)","25","","0","0%","-","4%"
"*04hy7*","Juan Then","SEA","SP","1436","W (Mon)","21","","0","0%","-","7%"
"*0373v*","Jeff Thompson","DET","SP,RP","1438","FA","30","","0","0%","-","0%"
"*041qz*","Mason Thompson","WSH","RP","1439","FA","23","","0","0%","-","4%"
"*02yop*","Lewis Thorpe","MIN","SP","1440","FA","26","","0","0%","-","4%"
"*04efj*","Daniel Tillo","KC","SP","1441","W (Mon)","25","","0","0%","-","3%"
"*02hhl*","Andrew Toles","LAD","OF","1442","FA","29","","0","0%","-","0%"
"*0318i*","Justin Topa","MIL","RP","1443","FA","30","","0","0%","-","2%"
"*04mra*","Ezequiel Tovar","COL","SS","1444","W (Mon)","20","","0","0%","-","16%"
"*04eoq*","Alan Trejo","COL","2B","1445","W (Mon)","25","","0","0%","-","3%"
"*056c8*","Chadwick Tromp","ATL","C","1446","FA","26","","0","0%","-","3%"
"*0150z*","Chris Truby","PIT","3B","1447","FA","0","","0","0%","-","0%"
"*04q2b*","Kyle Tyler","LAA","RP","1449","FA","25","","0","0%","-","3%"
"*04tji*","Edwin Uceta","ARI","RP","1450","W (Mon)","24","","0","0%","-","3%"
"*05y16*","Joel Valdez","NYY","SP","1451","W (Mon)","21","","0","0%","-","0%"
"*040bu*","Phillips Valdez","BOS","RP","1452","FA","30","","0","0%","-","4%"
"*04pqy*","Chris Vallimont","MIN","SP","1454","W (Mon)","24","","0","0%","-","6%"
"*0001t*","Jose Valverde","WSH","RP","1455","FA","43","","0","0%","-","0%"
"*04eoi*","Ricky Vanasco","TEX","SP","1456","W (Mon)","23","","0","0%","-","9%"
"*0316q*","Nick Vander Tuig","SF","SP,RP","1457","FA","30","","0","0%","-","0%"
"*04rhl*","Carlos Vargas","CLE","SP","1458","W (Mon)","22","","0","0%","-","3%"
"*04xon*","Terrin Vavra","BAL","SS","1460","W (Mon)","24","","0","0%","-","8%"
"*02n0e*","Andrew Velazquez","LAA","SS","1462","FA","27","","0","0%","-","2%"
"*01ucc*","Drew Vettleson","TB","OF","1463","FA","30","","0","0%","-","0%"
"*03nsb*","Kevin Vicuna","PHI","SS","1464","W (Sun)","23","","0","0%","-","1%"
"*0008r*","Carlos Villanueva","SD","RP","1468","FA","38","","0","0%","-","0%"
"*05a1t*","Jorbit Vivas","LAD","2B","1469","W (Mon)","20","","0","0%","-","16%"
"*04zax*","Alexander Vizcaino","CHC","SP","1470","W (Mon)","24","","0","0%","-","6%"
"*05gvy*","Anthony Vizcaya","LAD","RP","1471","FA","28","","0","0%","-","0%"
"*03qlh*","Brandon Waddell","STL","RP","1474","W (Fri)","27","","0","0%","-","0%"
"*041s3*","Jeremy Walker","SF","RP","1475","FA","26","","0","0%","-","2%"
"*02bqg*","Keenyn Walker","CHW","OF","1477","FA","31","","0","0%","-","0%"
"*01c1w*","Brett Wallace","SD","3B","1478","FA","35","","0","0%","-","0%"
"*04ep2*","Jake Walsh","STL","SP","1479","W (Mon)","26","","0","0%","-","0%"
"*03a1v*","Brenden Webb","BAL","OF","1483","FA","31","","0","0%","-","0%"
"*04y76*","Jacob Webb","ATL","RP","1484","W (Thu)","28","","0","0%","-","4%"
"*04aqj*","Nathan Webb","KC","SP","1485","W (Mon)","24","","0","0%","-","1%"
"*041pr*","Joey Wentz","DET","SP","1489","W (Mon)","24","","0","0%","-","8%"
"*02n7x*","Aaron West","HOU","SP,RP","1490","FA","31","","0","0%","-","0%"
"*02n4b*","Rob Whalen","MIN","RP","1491","FA","27","","0","0%","-","0%"
"*02bw5*","Jason Wheeler","BAL","SP,RP","1492","FA","31","","0","0%","-","0%"
"*041w3*","Eli White","TEX","OF","1493","FA","27","","0","0%","-","5%"
"*041m3*","Forrest Whitley","HOU","SP","1495","METS","24","","0","0%","-","28%"
"*059zn*","Kodi Whitley","STL","RP","1496","FA","26","","0","0%","-","4%"
"*03dfo*","Brad Wieck","CHC","RP","1497","FA","30","","0","0%","-","3%"
"*04evh*","Brooks Wilson","ATL","SP","1499","W (Mon)","25","","0","0%","-","1%"
"*04psv*","Steven Wilson","SD","SP","1500","W (Mon)","27","","0","0%","-","1%"
"*041ze*","Josh Winckowski","BOS","SP","1501","W (Mon)","23","","0","0%","-","5%"
"*03qtp*","Trey Wingenter","CIN","RP","1502","W (Sun)","27","","0","0%","-","3%"
"*027ri*","Travis Witherspoon","LAA","OF","1503","FA","32","","0","0%","-","0%"
"*0003j*","Kerry Wood","CHC","RP","1505","FA","44","","0","0%","-","0%"
"*04q5a*","William Woods","ATL","SP","1506","W (Mon)","23","","0","0%","-","3%"
"*04pmp*","Simeon Woods-Richardson","MIN","SP","1507","La Maqui","21","","0","0%","-","30%"
"*0154u*","Tim Worrell","SF","SP,RP","1508","FA","0","","0","0%","-","0%"
"*01uha*","Danny Worth","HOU","2B,SS","1509","FA","36","","0","0%","-","0%"
"*02yqz*","Gabriel Ynoa","BAL","RP","1514","FA","28","","0","0%","-","0%"
"*04akh*","Aneurys Zabala","MIA","SP","1515","W (Mon)","25","","0","0%","-","0%"
"*05qzx*","Angel Zerpa","KC","SP","1516","FA","22","","0","0%","-","7%"
"*04ehi*","Tyler Zuber","KC","RP","1517","W (Mon)","26","","0","0%","-","5%"
