"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","% Rostered"
"*05ahg*","Austin Wells","NYY","C","1487","CALIXTO","22","","0","3%","633.7","29%"
"*05mre*","Spencer Strider","ATL","RP","731","W (Thu)","23","","22.36","28%","633.71","37%"
"*05249*","Austin Martin","MIN","SS,OF","1183","lasmimis","22","","0","22%","633.89","43%"
"*03d7m*","Brent Honeywell Jr.","OAK","SP","1090","METS","26","","0","32%","634.2","38%"
"*01cg1*","Daniel Bard","COL","RP","525","FA","36","","41.39","31%","634.42","24%"
"*02hgr*","Ryan Tepera","(N/A)","RP","429","sfernand","34","","50.68","27%","635.48","21%"
"*02brk*","Austin Hedges","CLE","C","640","FA","29","","30.71","29%","635.68","19%"
"*01sex*","Mychal Givens","(N/A)","RP","550","La Maqui","31","","39.18","26%","637.4","17%"
"*03yug*","Zack Collins","CHW","C","779","FA","26","","17.88","32%","640.24","20%"
"*02mzx*","Brett Phillips","TB","OF","796","FA","27","","16.16","31%","640.42","19%"
"*0429h*","Bryse Wilson","PIT","SP","320","FA","24","","60.58","34%","642.19","32%"
"*041qa*","Mitch White","LAD","RP","423","W (Mon)","27","","51.12","29%","647.18","23%"
"*04y4e*","Corbin Carroll","ARI","OF","906","Canha Ge","21","","0","8%","647.27","36%"
"*01cde*","Jason Castro","HOU","C","696","FA","34","","25.59","26%","648.4","14%"
"*03sef*","Seth Lugo","NYM","RP","380","Pinstrip","32","","54.31","31%","649.33","30%"
"*04azt*","Riley Adams","WSH","C","815","FA","25","","0","27%","649.43","16%"
"*03atj*","Aristides Aquino","CIN","OF","597","FA","27","","34.63","30%","651.83","24%"
"*04ylg*","Mike Brosseau","MIL","2B,3B","708","W (Mon)","27","","24.81","27%","651.95","18%"
"*02hka*","Ben Gamel","PIT","OF","532","FA","29","","40.92","21%","652.2","15%"
"*03dez*","Greg Allen","PIT","OF","747","W (Mon)","28","","20.95","25%","653.26","14%"
"*04azv*","Jake Burger","CHW","3B","721","W (Mon)","25","","23.42","30%","655.13","29%"
"*05gbg*","Zac Veen","COL","OF","1461","Scavenge","20","","0","8%","655.43","37%"
"*03poq*","Tony Santillan","CIN","RP","664","FA","24","","28.62","32%","656.36","24%"
"*03aab*","Steven Duggar","SF","OF","588","FA","28","","35.13","27%","661.57","18%"
"*03mwy*","Yonathan Daza","COL","OF","692","FA","27","","25.63","22%","662.08","16%"
"*0406o*","Deivi Garcia","NYY","SP","1014","miche","22","","0","28%","663.33","38%"
"*02zma*","Harold Castro","DET","2B,SS","610","Scavenge","28","","33.18","27%","666.1","19%"
"*04sxl*","Nick Anderson","TB","RP","828","FA","31","","0","21%","668.95","26%"
"*02i2r*","Stephen Piscotty","OAK","OF","686","FA","30","","26.49","23%","669.92","21%"
"*041ql*","Tom Hatch","TOR","SP","802","FA","27","","15.61","3%","670.5","8%"
"*0321h*","Luis Garcia","SD","RP","586","SLG","34","","35.35","17%","673.66","14%"
"*01sfv*","Wily Peralta","(N/A)","SP","619","99 prob","32","","32.31","19%","679.53","14%"
"*02hhj*","Ryne Stanek","HOU","RP","407","Hit","30","","52.08","26%","679.6","25%"
"*04p9m*","Josh VanMeter","ARI","2B,3B","780","FA","26","","17.83","25%","680.88","15%"
"*049dt*","Josh James","HOU","RP","622","W (Tue)","28","","32.2","28%","681.52","21%"
"*03344*","Johan Camargo","PHI","1B,2B,3B","776","W (Sat)","28","","18.26","19%","682.13","14%"
"*0510l*","Emerson Hancock","SEA","SP","1055","Pinstrip","22","","0","5%","682.4","36%"
"*025ey*","Luke Jackson","ATL","RP","443","FA","30","","49.73","21%","682.95","27%"
"*000y0*","J.A. Happ","(N/A)","SP","196","Scavenge","39","","72.23","22%","686.48","24%"
"*03zu0*","Yonny Chirinos","TB","SP","777","FA","28","","18.22","19%","686.73","21%"
"*04q05*","Alex Vesia","LAD","RP","501","METS","25","","44.13","23%","688.09","22%"
"*03mky*","Hoy Park","PIT","2B","1280","FA","25","","0","19%","689.47","15%"
"*03d6q*","Derek Hill","DET","OF","709","FA","26","","24.8","18%","689.99","15%"
"*04eer*","Drew Waters","ATL","OF","693","W (Mon)","23","","25.62","22%","690.83","40%"
"*0597k*","Nick Gonzales","PIT","SS","1032","Scavenge","22","","0","11%","691.83","38%"
"*02bxm*","Curt Casali","SF","C","755","FA","33","","19.82","23%","693.31","12%"
"*04ppk*","Richie Palacios","CLE","SS","1276","W (Mon)","24","","0","21%","707.31","26%"
"*01uut*","Dan Straily","PHI","SP","1421","FA","33","","0","9%","711.67","7%"
"*04eg3*","Kevin Smith","TOR","3B","1398","W (Mon)","25","","0","18%","712.13","15%"
"*03seg*","Elehuris Montero","COL","3B","1224","W (Mon)","23","","0","19%","715.4","23%"
"*03da6*","Isan Diaz","MIA","2B,3B","775","W (Mon)","25","","18.29","19%","715.93","17%"
"*03d75*","Spencer Turnbull","DET","SP","1448","FA","29","","0","6%","716.1","24%"
"*02brf*","Jorge Lopez","BAL","SP,RP","263","FA","28","","66.66","4%","717.67","10%"
"*040cf*","Genesis Cabrera","STL","RP","458","Hit","25","","47.97","21%","723.83","25%"
"*01vxp*","Brooks Raley","TB","RP","560","W (Fri)","33","","37.52","18%","725.7","13%"
"*02bvh*","Matt Wisler","TB","RP","453","FA","29","","48.7","21%","727.58","18%"
"*0423i*","Wil Crowe","PIT","SP","347","FA","27","","57.64","14%","729.83","16%"
"*030x2*","Jose Leclerc","TEX","RP","1143","FA","28","","0","18%","732.56","17%"
"*0414h*","Gabriel Arias","CLE","SS","772","W (Mon)","21","","18.43","8%","732.6","25%"
"*04t9b*","Michael Busch","LAD","2B","895","Canha Ge","24","","0","8%","733.43","32%"
"*02vmh*","Hansel Robles","(N/A)","RP","506","Hit","31","","43.37","18%","736.27","14%"
"*03dsj*","J.B. Bukauskas","ARI","RP","888","W (Mon)","25","","0","13%","739","16%"
"*04g7n*","Oswald Peraza","NYY","SS","1289","W (Fri)","21","","0","9%","739.61","34%"
"*0414s*","Yermin Mercedes","CHW","UT","806","W (Mon)","28","","14.61","18%","740.56","18%"
"*04t41*","Tucupita Marcano","PIT","2B","1172","W (Mon)","22","","0","12%","740.99","16%"
"*041e3*","Braxton Garrett","MIA","SP","1022","W (Mon)","24","","0","1%","742","15%"
"*04ru7*","Miguel Vargas","LAD","3B","1459","sfernand","22","","0","9%","743.19","33%"
"*04pqf*","Nick Fortes","MIA","C","791","FA","25","","16.94","18%","750.27","12%"
"*04pq2*","Dylan Coleman","KC","RP","924","FA","25","","0","19%","753.8","13%"
"*041wv*","Michael King","NYY","SP,RP","659","FA","26","","28.93","17%","754.35","17%"
"*04ywo*","Joan Adon","WSH","SP","817","FA","23","","0","13%","756.8","15%"
"*041t8*","Andrew Knizner","STL","C","724","FA","26","","22.98","14%","757.55","14%"
"*03aaa*","Jarlin Garcia","SF","RP","497","FA","28","","44.19","16%","758.2","15%"
"*04egr*","Bruce Zimmermann","BAL","SP","624","FA","26","","32.12","16%","758.28","17%"
"*041sc*","Jordan Balazovic","MIN","SP","783","Scavenge","23","","17.64","17%","759.35","36%"
"*03aay*","Thairo Estrada","SF","SS","786","W (Mon)","25","","17.38","14%","761.55","12%"
"*02mx4*","J.T. Chargois","TB","RP","536","FA","31","","40.58","16%","761.78","13%"
"*03nud*","Kelvin Gutierrez","BAL","3B","595","FA","27","","34.72","14%","762.28","13%"
"*04ak3*","Hans Crouse","PHI","SP","455","FA","23","","48.53","12%","764.32","24%"
"*04eew*","Ryan Vilade","COL","OF","1467","W (Mon)","22","","0","16%","766.03","22%"
"*03qkr*","Austin Allen","OAK","C","767","W (Mon)","27","","18.96","16%","768.62","11%"
"*03qnb*","Logan Allen","CLE","SP","591","FA","24","","34.96","14%","772.01","20%"
"*03avk*","Luis Rengifo","LAA","SS","1323","FA","24","","0","14%","773.46","12%"
"*04eia*","Jared Oliva","PIT","OF","798","W (Mon)","26","","16.03","14%","775.46","15%"
"*04eru*","Jake Cousins","MIL","RP","581","FA","27","","35.66","18%","781.49","19%"
"*050vn*","Quinn Priester","PIT","SP","1310","Scavenge","21","","0","4%","781.5","34%"
"*03pj8*","DJ Stewart","BAL","OF","590","FA","28","","35.07","16%","783.2","16%"
"*03qyv*","Jake McCarthy","ARI","OF","725","FA","24","","22.81","12%","783.54","14%"
"*04mn3*","Travis Swaggerty","PIT","OF","1426","W (Mon)","24","","0","16%","784.6","26%"
"*04is5*","Everson Pereira","NYY","OF","1292","W (Mon)","20","","0","3%","784.7","24%"
"*03yth*","Estevan Florial","NYY","OF","1003","W (Fri)","24","","0","11%","788.7","23%"
"*04qp0*","Miguel Yajure","PIT","SP","1511","METS","23","","0","14%","788.83","20%"
"*03dag*","Jordan Luplow","ARI","OF","643","W (Mon)","28","","30.32","16%","792.78","18%"
"*031dd*","Tim Mayza","TOR","RP","520","SLG","29","","42.26","14%","793.46","15%"
"*03pje*","Taylor Ward","LAA","OF","1481","FA","28","","0","8%","794.6","12%"
"*03drx*","Connor Seabold","BOS","SP","683","W (Mon)","25","","26.72","14%","797.66","17%"
"*04eoc*","Tommy Romero","TB","SP","1353","W (Mon)","24","","0","11%","798.45","19%"
"*03pok*","Tyler Nevin","BAL","OF","1247","FA","24","","0","9%","800.53","12%"
"*021iu*","Richard Bleier","MIA","RP","516","FA","34","","42.44","4%","802.33","10%"
"*04ek8*","Connor Brogdon","PHI","RP","523","FA","26","","41.59","16%","804.2","15%"
"*02nbw*","Tejay Antone","CIN","RP","831","FA","28","","0","6%","805.1","21%"
"*04psd*","Josh Winder","MIN","SP","698","W (Mon)","25","","25.33","14%","806.57","23%"
"*04coa*","Trevor Richards","TOR","RP","388","FA","28","","53.37","16%","807.53","15%"
"*042c1*","Rodolfo Castro","PIT","2B","912","W (Mon)","22","","0","5%","810.85","12%"
"*03ppa*","A.J. Minter","ATL","RP","546","FA","28","","39.51","16%","810.87","20%"
"*047sh*","Wandy Peralta","NYY","RP","631","FA","30","","31.61","1%","812","8%"
"*0311b*","Trevor Williams","NYM","SP,RP","460","FA","29","","47.82","14%","813.01","16%"
"*0403l*","Rafael Marchan","PHI","C","1173","W (Mon)","22","","0","6%","815.5","10%"
"*04mlh*","Ryan Rolison","COL","SP","1348","W (Mon)","24","","0","3%","817.2","19%"
"*04q0o*","Romy Gonzalez","CHW","3B","785","W (Mon)","25","","17.4","9%","817.67","11%"
"*02yoi*","Alex Jackson","MIA","C","1096","FA","26","","0","3%","818","7%"
"*03pp9*","Josh Sborz","TEX","RP","571","FA","28","","36.85","8%","818.77","11%"
"*04ef9*","Zac Lowther","BAL","SP","364","FA","25","","56.09","8%","820.43","14%"
"*04eh9*","Nelson Velazquez","CHC","OF","757","W (Mon)","23","","19.73","11%","821.2","22%"
"*025dj*","Anthony Bass","MIA","RP","522","FA","34","","42.01","8%","830.27","9%"
"*04afi*","Brendan McKay","TB","SP","1203","sfernand","26","","0","9%","830.67","30%"
"*045on*","Eguy Rosario","SD","3B","1356","W (Mon)","22","","0","1%","831.8","8%"
"*04053*","Matt Thaiss","LAA","1B","1435","FA","26","","0","13%","832.5","11%"
"*03qpd*","Josh Rogers","WSH","SP","370","METS","27","","55.73","8%","832.6","10%"
"*05tux*","Dauri Moreta","CIN","RP","1231","FA","25","","0","10%","832.98","9%"
"*03dpa*","Jason Vosler","SF","3B","1473","W (Mon)","28","","0","4%","833","7%"
"*04afj*","Corbin Martin","ARI","SP","1184","W (Mon)","26","","0","12%","834.77","15%"
"*03vlg*","Jack Mayfield","LAA","3B","764","FA","31","","19.2","13%","834.8","10%"
"*03qzx*","Demarcus Evans","TEX","RP","537","W (Mon)","25","","40.36","6%","835.5","12%"
"*000sw*","Yusmeiro Petit","(N/A)","RP","383","Scavenge","37","","54.15","6%","835.9","13%"
"*03pol*","Jake Woodford","STL","SP,RP","345","miche","25","","57.87","8%","839.43","15%"
"*04en7*","Garrett Mitchell","MIL","OF","1220","99 prob","23","","0","5%","840.9","35%"
"*04efs*","Nick Allen","OAK","SS","820","W (Mon)","23","","0","7%","842.8","15%"
"*02bq7*","Robert Stephenson","COL","RP","639","FA","28","","30.88","12%","843.77","10%"
"*02c5u*","Dillon Peters","PIT","SP","310","FA","29","","61.32","9%","844.39","12%"
"*02yhc*","Luis Barrera","OAK","OF","808","FA","26","","13.79","5%","846.35","9%"
"*041r6*","Khalil Lee","NYM","OF","1146","W (Mon)","23","","0","10%","849.73","18%"
"*03am2*","Luis Cessa","CIN","RP","541","FA","29","","40.3","6%","850.5","10%"
"*043r7*","Caleb Ferguson","LAD","RP","995","FA","25","","0","3%","850.5","8%"
"*02yxi*","Austin Adams","SD","RP","565","FA","30","","37.09","12%","851.21","13%"
"*03qwa*","Phil Maton","HOU","RP","463","FA","28","","47.59","6%","851.9","13%"
"*04auk*","Seranthony Dominguez","PHI","RP","965","FA","27","","0","10%","852.6","13%"
"*059qm*","Asa Lacy","KC","SP,RP","1137","Pinstrip","22","","0","8%","854.1","37%"
"*0317q*","Griffin Jax","MIN","SP","374","FA","27","","55.25","10%","854.98","16%"
"*04pse*","Brendan Donovan","STL","3B","968","W (Mon)","24","","0","1%","855.8","9%"
"*04fyo*","Ronny Mauricio","NYM","SS","1195","W (Mon)","20","","0","3%","857.2","31%"
"*021jb*","Ryan Brasier","BOS","RP","464","FA","34","","47.5","8%","858.1","11%"
"*04efc*","Tyler Freeman","CLE","SS","782","W (Mon)","22","","17.64","5%","861.4","31%"
"*04tjl*","Otto Lopez","TOR","2B","1161","W (Mon)","23","","0","3%","863","12%"
"*04anu*","Andrew Young","ARI","2B","792","METS","27","","16.42","6%","864.9","9%"
"*043pf*","Josh Taylor","BOS","RP","654","METS","28","","29.23","3%","866","9%"
"*0512m*","Ryan Pepiot","LAD","SP","1288","lasmimis","24","","0","8%","866.77","34%"
"*01di3*","Craig Stammen","SD","RP","361","FA","37","","56.44","10%","868.98","11%"
"*03anj*","Casey Sadler","SEA","RP","603","FA","31","","33.88","3%","869.5","8%"
"*04muw*","Konnor Pilkington","CLE","SP","1301","W (Mon)","24","","0","1%","870.8","12%"
"*05t9v*","Jonathan Aranda","TB","2B","835","W (Mon)","23","","0","4%","873.17","18%"
"*03ysq*","Jaime Barria","LAA","SP","576","FA","25","","36.6","1%","874","12%"
"*04psq*","Andrew Wantz","LAA","RP","1480","FA","26","","0","1%","875","3%"
"*03qqq*","Max Schrock","CIN","OF","1382","FA","27","","0","8%","879.77","8%"
"*03dbs*","Brett Martin","TEX","RP","584","FA","26","","35.47","3%","880","7%"
"*02yh9*","Sergio Alcantara","CHC","2B,SS","605","FA","25","","33.71","6%","883.3","9%"
"*032lk*","Sean Newcomb","ATL","RP","761","W (Thu)","28","","19.29","1%","883.8","9%"
"*0421c*","Cooper Hummel","ARI","OF","1092","W (Mon)","27","","0","3%","885.2","7%"
"*02bze*","Joey Krehbiel","BAL","RP","758","FA","29","","19.66","1%","886","2%"
"*03zcy*","Mark Vientos","NYM","3B","1465","W (Tue)","22","","0","8%","886.6","29%"
"*03dgq*","Ryan O'Hearn","KC","1B,OF","1255","FA","28","","0","6%","886.9","8%"
"*02n9l*","Dietrich Enns","(N/A)","RP","983","SLG","30","","0","4%","888.67","4%"
"*03av1*","Jake Rogers","DET","C","1346","FA","26","","0","3%","889","6%"
"*03jvx*","Spencer Patton","TEX","RP","647","FA","33","","30.05","9%","889.1","9%"
"*03mp0*","Michael Hermosillo","CHC","OF","797","FA","26","","16.13","3%","891.5","3%"
"*0506h*","Randy Dobnak","MIN","SP,RP","457","FA","26","","47.99","5%","894.1","13%"
"*04prz*","Austin Warren","LAA","RP","718","FA","25","","24.16","3%","894.5","6%"
"*02n7j*","Dominic Leone","SF","RP","627","CALIXTO","30","","32.04","6%","896.3","7%"
"*04ddz*","Yohan Ramirez","SEA","RP","1317","FA","26","","0","9%","897.96","10%"
"*03dfa*","Tanner Scott","BAL","RP","569","FA","27","","36.86","3%","898","10%"
"*04eel*","Stuart Fairchild","ARI","OF","989","W (Mon)","25","","0","3%","899","9%"
"*03pox*","Andrew Stevenson","WSH","OF","557","FA","27","","38.04","4%","899.67","9%"
"*02bsm*","Noe Ramirez","ARI","RP","672","FA","32","","27.7","1%","900","4%"
"*04aeh*","DL Hall","BAL","SP","1054","Scavenge","23","","0","5%","902.4","34%"
"*04efi*","Connor Wong","BOS","C","1504","W (Mon)","25","","0","3%","903.2","9%"
"*04elo*","Andre Jackson","LAD","RP","751","FA","25","","20.26","5%","904.9","15%"
"*01sc0*","Deolis Guerra","OAK","RP","405","FA","32","","52.15","3%","905.5","6%"
"*04axv*","Yoelkis Cespedes","CHW","OF","917","La Maqui","24","","0","3%","906.7","30%"
"*03109*","Phil Bickford","LAD","RP","509","miche","26","","43.12","8%","907.43","15%"
"*04etg*","Janson Junk","LAA","SP","741","W (Mon)","25","","21.47","3%","908","9%"
"*04pq6*","Alfonso Rivas","CHC","1B,OF","1330","FA","25","","0","3%","908","8%"
"*031bm*","Jacob Nottingham","BAL","UT","1250","W (Sat)","26","","0","4%","908.17","6%"
"*0310a*","Reese McGuire","TOR","C","1201","FA","26","","0","5%","909.35","9%"
"*03pp6*","Jahmai Jones","BAL","2B","1107","FA","24","","0","3%","910","10%"
"*04pq4*","Kyle Bradish","BAL","SP","877","W (Mon)","25","","0","1%","910.8","10%"
"*041py*","Keegan Akin","BAL","SP","426","FA","26","","50.91","4%","912.33","12%"
"*04efv*","Tyler Ivey","HOU","SP","1095","W (Wed)","25","","0","3%","914.7","10%"
"*03dv0*","Zachery Pop","MIA","RP","628","FA","25","","32.01","1%","916","7%"
"*03ysp*","Jay Groome","BOS","SP","1045","W (Mon)","23","","0","1%","916.8","20%"
"*03pj1*","Nick Plummer","NYM","OF","1304","W (Sat)","25","","0","3%","921.7","10%"
"*02hfr*","Caleb Thielbar","MIN","RP","478","FA","34","","46.13","6%","924.3","10%"
"*04ei5*","Nick Maton","PHI","2B,SS","1192","W (Mon)","24","","0","6%","927.1","11%"
"*04ep8*","Kutter Crawford","BOS","SP","934","W (Mon)","25","","0","3%","928.7","8%"
"*0317b*","Luis Guillorme","NYM","3B","793","FA","27","","16.41","1%","935","6%"
"*02n1i*","Tomas Nido","NYM","C","759","FA","27","","19.63","5%","935.1","7%"
"*03p9d*","Dillon Tate","BAL","RP","548","FA","27","","39.33","3%","935.5","8%"
"*03178*","Adam Cimber","TOR","RP","519","FA","31","","42.27","6%","935.7","9%"
"*03bam*","Domingo Acevedo","OAK","RP","663","FA","27","","28.77","3%","936.5","7%"
"*02brd*","Cam Gallagher","KC","C","727","FA","29","","22.67","3%","936.5","4%"
"*03ani*","Joely Rodriguez","NYY","RP","701","W (Sun)","30","","25.17","1%","938","6%"
"*04eiz*","Rylan Bannon","BAL","3B","844","W (Mon)","25","","0","3%","938.5","4%"
"*04psu*","James Outman","LAD","OF","1268","W (Mon)","24","","0","1%","938.8","6%"
"*02i1q*","Orlando Arcia","ATL","OF","641","FA","27","","30.6","6%","941.5","10%"
"*04674*","Johan Oviedo","STL","SP","1269","W (Fri)","23","","0","3%","942.2","12%"
"*03qkw*","Ryan McKenna","BAL","OF","753","FA","24","","20.02","4%","942.33","7%"
"*05t64*","Felix Bautista","BAL","SP","850","W (Mon)","26","","0","5%","942.65","4%"
"*0412z*","Dalton Kelly","OAK","1B","1119","W (Tue)","27","","0","1%","942.8","3%"
"*04ysx*","Luis Frias","ARI","RP","1011","FA","23","","0","1%","944","12%"
"*031d4*","Zack Littell","SF","RP","561","FA","26","","37.43","1%","949","7%"
"*045gu*","TJ Friedl","CIN","OF","1012","FA","26","","0","4%","952.67","8%"
"*02jmi*","Jose Cisnero","DET","RP","468","FA","32","","47.05","4%","954.67","12%"
"*04efn*","Keegan Thompson","CHC","SP,RP","564","FA","26","","37.13","4%","955","12%"
"*03cah*","Monte Harrison","MIA","OF","750","W (Mon)","26","","20.35","4%","956","14%"
"*02t1d*","Will Harris","WSH","RP","1060","FA","37","","0","4%","958.67","6%"
"*03dgs*","Erik Swanson","SEA","RP","1427","FA","28","","0","1%","960","5%"
"*041e2*","Mickey Moniak","PHI","OF","1222","Hit","23","","0","1%","961","13%"
"*03zlf*","Luis Medina","NYY","SP","1207","W (Fri)","22","","0","1%","970.8","25%"
"*03djm*","Jordan Yamamoto","NYM","SP,RP","1512","W (Mon)","25","","0","1%","971","7%"
"*04q5u*","Jonathan Bermudez","HOU","SP","859","W (Mon)","26","","0","3%","972.2","6%"
"*04ef6*","Cory Abbott","CHC","RP","809","FA","26","","0","1%","974","6%"
"*03wkr*","Alejo Lopez","CIN","2B,3B","1160","W (Mon)","25","","0","3%","974","7%"
"*03duu*","Ryan Thompson","TB","RP","582","FA","29","","35.63","4%","975.33","10%"
"*03ded*","Sam Coonrod","PHI","RP","674","FA","29","","27.65","4%","977.33","8%"
"*03as0*","Joe Jimenez","DET","RP","645","FA","26","","30.15","3%","977.5","7%"
"*01sha*","Anthony Gose","CLE","RP","1038","FA","31","","0","4%","980","3%"
"*04mlr*","Jeffrey Springs","TB","RP","1415","FA","29","","0","4%","980.67","9%"
"*0316l*","Austin Voth","WSH","RP","575","FA","29","","36.68","1%","982","7%"
"*04o64*","Jean Carlos Mejia","MIL","SP","784","W (Thu)","25","","17.56","1%","983","6%"
"*03vuk*","Yusniel Diaz","BAL","OF","962","W (Mon)","25","","0","4%","983.67","14%"
"*041xd*","Cody Thomas","OAK","OF","1437","W (Mon)","27","","0","3%","985.2","6%"
"*02na8*","Jharel Cotton","MIN","RP","930","FA","29","","0","1%","986","3%"
"*01srk*","Jon Singleton","MIL","1B","1396","W (Sun)","30","","0","1%","987","2%"
"*058lu*","Shogo Akiyama","CIN","OF","749","FA","33","","20.37","4%","989.67","6%"
"*041sz*","Tobias Myers","CLE","SP","1238","W (Mon)","23","","0","3%","992.2","10%"
"*03dbu*","Sam Hentges","CLE","SP,RP","677","FA","25","","27.42","4%","996","9%"
"*021sx*","Lucas Luetge","NYY","RP","438","FA","34","","50.02","4%","998","8%"
"*04apj*","Jhoan Duran","MIN","SP","975","Hit","24","","0","3%","1000.5","24%"
"*04nqx*","Ezequiel Duran","TEX","SS","974","W (Mon)","22","","0","1%","1002.8","18%"
"*02ccf*","Tommy Kahnle","LAD","RP","1113","FA","32","","0","3%","1003.5","6%"
"*04022*","Tim Hill","SD","RP","547","METS","31","","39.38","4%","1013","12%"
"*04nx1*","Sean Hjelle","SF","SP","781","W (Mon)","24","","17.8","3%","1017.7","13%"
"*04cdd*","Adam Haseley","PHI","OF","1062","W (Mon)","25","","0","4%","1018.67","10%"
"*04mkz*","Jose Devers","MIA","2B","957","FA","22","","0","1%","1022","8%"
"*041rn*","Joey Lucchesi","NYM","SP","1164","FA","28","","0","3%","1027.5","10%"
"*03qs8*","Scott Effross","CHC","RP","684","FA","28","","26.67","3%","1044.5","3%"
"*04pyv*","Bryan Lavastida","CLE","C","1141","W (Mon)","23","","0","1%","1060.8","9%"
"*031d3*","Jake Brentz","KC","RP","479","FA","27","","46.07","3%","1067","11%"
"*04ol2*","Liover Peguero","PIT","SS","1284","W (Mon)","21","","0","1%","1071.8","25%"
"*04390*","Brailyn Marquez","CHC","SP","1177","W (Mon)","22","","0","1%","1120","28%"
"*0422w*","Adam Oller","NYM","SP","1262","W (Tue)","27","","0","1%","1131.8","4%"
"*041qm*","Shaun Anderson","TOR","RP","829","W (Mon)","27","","0","1%","1142","4%"
"*03qxt*","Danny Mendick","CHW","2B,SS","739","W (Mon)","28","","21.58","1%","1150","5%"
"*05r9n*","Ray Kerr","SD","RP","1121","W (Sun)","27","","0","1%","1152.8","3%"
"*02mwx*","Duane Underwood Jr.","PIT","RP","545","FA","27","","39.54","1%","1163","8%"
"*04pq7*","Ryan Weiss","ARI","SP","1486","W (Mon)","25","","0","1%","1172.8","3%"
"*03qk3*","Luke Williams","PHI","OF","1498","W (Mon)","25","","0","1%","1186","5%"
"*051z4*","Chris Mazza","TB","RP","389","W (Tue)","32","","53.32","0%","-","5%"
"*0484h*","Nabil Crismatt","SD","RP","446","FA","27","","49.45","0%","-","7%"
"*0351m*","Miguel Castro","NYM","RP","449","Scavenge","27","","49.11","0%","-","9%"
"*04efe*","Mike Baumann","BAL","RP","475","W (Mon)","26","","46.26","0%","-","10%"
"*0313t*","Tyler Kinley","COL","RP","498","FA","30","","44.19","0%","-","6%"
"*03ann*","Jeff Hoffman","CIN","SP,RP","502","FA","29","","43.91","0%","-","7%"
"*021hr*","Jose Alvarez","SF","RP","531","FA","32","","41.03","0%","-","4%"
"*0421j*","Trevor Stephan","CLE","RP","549","FA","26","","39.21","0%","-","6%"
"*02i45*","Jose Ruiz","CHW","RP","553","FA","27","","38.51","0%","-","6%"
"*03nqh*","Kyle Funkhouser","DET","RP","555","FA","27","","38.08","0%","-","6%"
"*03quj*","Anthony Misiewicz","SEA","RP","559","FA","27","","37.6","0%","-","7%"
"*03qjz*","Taylor Clarke","KC","RP","609","W (Sat)","28","","33.26","0%","-","7%"
"*01cgs*","Jhoulys Chacin","COL","RP","613","W (Sun)","34","","32.76","0%","-","3%"
"*03ql5*","Ryan Helsley","STL","RP","614","FA","27","","32.72","0%","-","6%"
"*02jhl*","Rafael Montero","HOU","RP","620","FA","31","","32.3","0%","-","8%"
"*02nho*","T.J. McFarland","STL","RP","630","W (Thu)","32","","31.83","0%","-","4%"
"*0404q*","Alexander Wells","BAL","SP","650","W (Mon)","24","","29.57","0%","-","6%"
"*04el1*","Brandon Bielak","HOU","RP","652","W (Tue)","25","","29.36","0%","-","8%"
"*03mlu*","Guillermo Heredia","ATL","OF","655","FA","30","","29.18","0%","-","6%"
"*046yd*","Dennis Santana","TEX","RP","656","FA","25","","29.03","0%","-","6%"
"*03ywk*","Darwinzon Hernandez","BOS","RP","662","FA","25","","28.87","0%","-","10%"
"*05rbx*","Hirokazu Sawamura","BOS","RP","665","sfernand","33","","28.57","0%","-","6%"
"*03dad*","Sam Howard","PIT","RP","666","FA","28","","28.49","0%","-","5%"
"*031ez*","Paul Fry","BAL","RP","667","W (Mon)","29","","28.34","0%","-","8%"
"*03yui*","Alex Lange","DET","RP","668","FA","26","","28.29","0%","-","6%"
"*03qln*","Jimmy Herget","LAA","RP","680","FA","28","","27.23","0%","-","4%"
"*05r1t*","Kervin Castro","SF","RP","681","FA","22","","26.98","0%","-","6%"
"*02myl*","Austin Dean","SF","OF","688","W (Mon)","28","","26.14","0%","-","4%"
"*0524m*","Brett de Geus","ARI","RP","697","W (Tue)","24","","25.5","0%","-","4%"
"*03116*","Blake Taylor","HOU","RP","700","FA","26","","25.22","0%","-","6%"
"*03qkc*","Drew Smith","NYM","RP","704","FA","28","","24.94","0%","-","4%"
"*03xmd*","John Brebbia","SF","RP","707","W (Mon)","31","","24.81","0%","-","3%"
"*01sdu*","Pedro Baez","HOU","RP","711","FA","33","","24.6","0%","-","5%"
"*02n0s*","Corey Oswalt","NYM","RP","713","FA","28","","24.38","0%","-","3%"
"*03day*","Sam Clay","WSH","RP","719","W (Mon)","28","","24.12","0%","-","3%"
"*04km8*","Andres Machado","WSH","RP","720","FA","28","","23.86","0%","-","2%"
"*03mle*","Joe Mantiply","ARI","RP","726","FA","30","","22.8","0%","-","3%"
"*025ko*","Justin Wilson","CIN","RP","734","FA","34","","21.95","0%","-","5%"
"*02i66*","Domingo Tapia","KC","RP","735","FA","30","","21.95","0%","-","3%"
"*031k3*","Trent Thornton","TOR","RP","738","W (Mon)","28","","21.7","0%","-","6%"
"*03aru*","Joel Payamps","KC","RP","743","FA","27","","21.36","0%","-","3%"
"*04ei1*","Lucas Gilbreath","COL","RP","744","FA","25","","21.34","0%","-","4%"
"*03qkx*","Ryan Burr","CHW","RP","748","FA","27","","20.64","0%","-","4%"
