playerid,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,K,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1.1,WAR,-1.2,ADP,playerid,NSB,K%,BB%,SF,SH,TB,wAVG,wOBP,wSLG,wOPS,rR,rRBI,rH,rHR,rK%,rBB%,rNSB,rwAVG,rwOBP,rwSLG,rwOPS,POINTS
17982,Ty France,SEA,142,590,522,138,26,1,19,69,70,43,105,20,1,0,,0.264,0.34,0.427,0.768,0.333,116,,2.2,,150.7,17982,1,0.20114942528735633,0.07288135593220339,0,0,223,0.1136607574697579,0.14278125533905284,-0.0006750053680316115,0.14210624997102123,5.301204819277109,5.764705882352941,6.744186046511628,3.902439024390244,6.580373545322679,2.03460338108538,0.29411764705882354,5.165506063450385,3.610760406708982,3.3575225029448053,3.582392942525178,46.33781226162815
7802,Miguel Rojas,MIA,130,541,491,132,24,2,9,61,52,37,75,6,11,3,,0.269,0.327,0.38,0.707,0.309,96,,2.2,,418.1,7802,8,0.15274949083503056,0.06839186691312385,0,0,187,0.1504673523988087,-0.03014725875605806,-0.005086528842236371,-0.03523378759829443,4.337349397590361,3.6470588235294117,6.27906976744186,1.4634146341463414,8.065253830685913,1.7370462452932423,2.3529411764705883,5.541205124071893,2.6730324571112085,1.6924747324006388,2.6283901798400966,40.417236368581555
18607,Jared Walsh,LAA,142,585,525,136,28,1,30,77,85,50,153,7,2,1,,0.259,0.33,0.49,0.82,0.347,120,,2.2,,117.5,18607,1,0.2914285714285714,0.08547008547008547,0,0,256,0.06001699114478454,0.03279821427412122,0.005479897556112001,0.03827811183023322,6.265060240963855,7.529411764705882,6.589147286821706,6.585365853658536,3.8106647471308053,2.868966999892508,0.29411764705882354,4.617943523222438,3.014362686367604,5.680576534434116,3.0238482845426615,50.27946556879893
13066,Teoscar Hernández,TOR,142,601,544,143,28,2,31,86,86,47,159,6,10,4,,0.263,0.325,0.494,0.819,0.347,117,,2.2,,30.6,13066,6,0.2922794117647059,0.07820299500831947,0,0,268,0.1021600961046254,-0.005696326176524158,0.006186464755204679,0.0004901385786805212,7.349397590361446,7.647058823529412,7.131782945736434,6.829268292682927,3.7845614877893636,2.3873142741244435,1.7647058823529411,5.048114392752914,2.805620902652059,5.947257227955978,2.820567449755646,53.51564926969356
17901,Andrew Benintendi,KCR,132,558,497,132,28,4,16,68,65,50,102,5,12,3,,0.266,0.336,0.437,0.772,0.332,109,,2.2,,195.7,17901,9,0.2052313883299799,0.08960573476702509,0,0,216,0.12063807182542408,0.08195362539693551,7.260874043191201e-05,0.08202623413736743,5.180722891566265,5.176470588235294,6.27906976744186,3.1707317073170733,6.455141424325833,3.1430721272707727,2.6470588235294117,5.236726192727157,3.2809144642801824,3.639695591630217,3.259191809419146,47.46879538774321
19844,Abraham Toro,SEA,119,477,423,104,22,2,14,55,53,41,84,8,6,2,,0.245,0.321,0.407,0.728,0.316,104,,2.2,,275.3,19844,4,0.19858156028368795,0.0859538784067086,0,0,172,-0.061139082142658285,-0.049748817731876116,-0.0022823848542748992,-0.052031202586151015,3.6144578313253013,3.764705882352941,4.108527131782946,2.682926829268293,6.6591540677049395,2.9010321280009084,1.1764705882352942,3.3812569182695853,2.566740387214603,2.750846907623335,2.538028293578967,36.144146965357116
9256,AJ Pollock,LAD,112,440,399,107,22,1,22,64,67,32,90,6,6,2,,0.268,0.329,0.499,0.828,0.349,121,,2.1,,215.7,9256,4,0.22556390977443608,0.07272727272727272,0,0,197,0.11920267837186582,0.02242255099232371,0.004754789105484325,0.027177340097808034,4.698795180722891,5.411764705882353,4.341085271317829,4.634146341463414,5.831352144728009,2.0243909589282043,1.1764705882352942,5.222074580070141,2.9580992673133837,5.406897789170726,2.9641315559018957,44.669208383734144
19470,Tommy Edman,STL,141,609,559,149,30,5,11,77,58,38,92,7,22,5,,0.266,0.318,0.397,0.715,0.309,96,,2.1,,86.9,19470,17,0.16457960644007155,0.06239737274220033,0,0,222,0.1443494297267256,-0.08514387996054751,-0.003959414941246964,-0.08910329490179447,6.265060240963855,4.352941176470588,7.596899224806202,1.951219512195122,7.702313144210475,1.3397394452448994,5.0,5.478757136006512,2.3748059378656508,2.1178829839865725,2.338598548483663,46.51821735023354
13145,Josh Bell,WSN,145,605,528,140,25,2,28,80,85,68,114,4,1,0,,0.266,0.351,0.483,0.834,0.354,120,,2.1,,126.6,13145,1,0.2159090909090909,0.11239669421487604,0,0,253,0.12286280692757612,0.24754215846185534,0.004642006930925591,0.25218416539278093,6.626506024096385,7.529411764705882,6.89922480620155,6.097560975609756,6.127556062235902,4.653625463393574,0.29411764705882354,5.259434918965521,4.178840387025739,5.364330247729729,4.174558348951954,57.20516664597482
5760,Avisaíl García,MIA,137,565,509,135,21,2,24,72,71,42,136,10,10,3,,0.266,0.331,0.454,0.785,0.335,113,,2.1,,173.3,5760,7,0.26719056974459726,0.0743362831858407,0,0,232,0.11961764054626567,0.042169782723733285,0.0021746531729665564,0.04434443589669984,5.662650602409639,5.882352941176471,6.511627906976744,5.121951219512195,4.554271763635859,2.1310339513659593,2.0588235294117645,5.2263102584700585,3.065181267171094,4.43307330262778,3.0564821443189123,47.70375888707648
4314,Joey Votto,CIN,139,591,503,129,25,2,28,81,81,78,131,5,2,1,,0.256,0.358,0.477,0.836,0.357,118,,2.1,,137.9,4314,1,0.26043737574552683,0.1319796954314721,0,0,242,0.03238124726762659,0.3271529448358401,0.0046347010765278585,0.331787645912368,6.746987951807229,7.0588235294117645,6.046511627906977,6.097560975609756,4.761455611009254,5.951559755572543,0.29411764705882354,4.335854863996048,4.61054050231895,5.36157278839669,4.602786183883764,55.8677714369718
15362,Jeff McNeil,NYM,129,515,461,125,25,2,11,61,57,38,72,12,4,1,,0.271,0.34,0.405,0.745,0.324,108,,2.1,,328.4,15362,3,0.1561822125813449,0.07378640776699029,0,0,187,0.1630485003905502,0.11840449423644595,-0.002557611303482088,0.11584688293296386,4.337349397590361,4.235294117647059,5.736434108527132,1.951219512195122,7.959940034212479,2.0945889675425713,0.8823529411764706,5.669625737039454,3.4785741659019283,2.646967785518057,3.4411303768686405,42.433477144219275
19734,Josh Rojas,ARI,130,541,479,121,27,4,13,69,56,54,123,3,14,4,,0.252,0.33,0.405,0.735,0.32,97,,2.1,,241.7,19734,10,0.2567849686847599,0.09981515711645102,0,0,195,-0.00516244970966695,0.022133463266171827,-0.0025112653967911958,0.01962219786938063,5.301204819277109,4.117647058823529,5.426356589147287,2.4390243902439024,4.873509218106519,3.819738549546655,2.9411764705882355,3.952631919471648,2.9565316505318666,2.6644601890064976,2.923488581776094,41.41576943651934
15223,Adam Frazier,SEA,141,589,530,140,27,3,8,65,53,46,77,8,7,4,,0.264,0.331,0.371,0.702,0.308,99,,2.1,,364.3,15223,3,0.14528301886792452,0.07809847198641766,0,0,197,0.11299406812568247,0.027475206389498963,-0.00639042142121421,0.021084784968284753,4.819277108433735,3.764705882352941,6.89922480620155,1.2195121951219512,8.294320608371192,2.38038663249546,0.8823529411764706,5.158700909081221,2.985497965616032,1.2003446452888398,2.9313565858215798,40.53568027996097
19566,Nathaniel Lowe,TEX,144,596,518,134,26,2,20,75,68,70,147,4,4,1,,0.258,0.349,0.429,0.778,0.337,115,,2.0,,246.9,19566,3,0.28378378378378377,0.1174496644295302,0,0,224,0.05566813650019764,0.22963051159556325,-0.00014369984365236732,0.22948681175191088,6.024096385542169,5.529411764705882,6.434108527131783,4.146341463414634,4.045202140372837,4.9885293551116865,0.8823529411764706,4.573553092434145,4.081712091106827,3.5580539257102552,4.052457675151392,48.31581936185809
12144,Max Kepler,MIN,132,553,480,112,25,2,23,72,67,61,104,7,6,2,,0.233,0.325,0.441,0.766,0.329,108,,2.0,,289.3,12144,4,0.21666666666666667,0.11030741410488246,0,0,210,-0.1864026830846799,-0.011303819814911797,0.00034229024331566826,-0.01096152957159613,5.662650602409639,5.411764705882353,4.728682170542636,4.878048780487805,6.104314102927022,4.515150861327472,1.1764705882352942,2.102643199866634,2.7752135199284917,3.741481876517785,2.75896306981721,43.855383477942354
10556,César Hernández,WSN,134,582,520,135,22,3,15,70,63,53,121,5,3,1,,0.26,0.333,0.404,0.737,0.32,98,,2.0,,394.0,10556,2,0.2326923076923077,0.09106529209621993,0,0,208,0.06524102696695011,0.04977276189054303,-0.003421832922631096,0.04635092896791193,5.421686746987952,4.9411764705882355,6.511627906976744,2.926829268292683,5.612657271393046,3.239809572568875,0.5882352941176471,4.6712672646558415,3.1064094365232338,2.320783353170789,3.067276096770268,42.407758682045326
16578,Yandy Díaz,TBR,112,461,399,106,18,1,11,55,50,56,75,3,2,1,,0.267,0.359,0.401,0.76,0.333,116,,1.9,,406.8,16578,1,0.18796992481203006,0.12147505422993492,0,0,159,0.0992999557241303,0.25456425962854246,-0.0028082455006542273,0.25175601412788823,3.6144578313253013,3.411764705882353,4.263565891472868,1.951219512195122,6.984712531484404,5.255326635239769,0.29411764705882354,5.0189198406279765,4.21691866788857,2.5523705531415875,4.17225510432004,41.73562892063681
15112,Ryan McMahon,COL,145,588,522,134,29,2,25,78,79,57,151,4,5,2,,0.257,0.333,0.465,0.798,0.34,99,,1.9,,160.3,15112,3,0.289272030651341,0.09693877551020408,0,0,242,0.035952199487382375,0.050411929935462174,0.0030161511361310733,0.05342808107159325,6.385542168674699,6.823529411764706,6.434108527131783,5.365853658536586,3.8768260946806787,3.6290959466663155,0.8823529411764706,4.372304945756467,3.109875410560811,4.750681112192277,3.105347717546911,48.73551793468771
19918,Daulton Varsho,ARI,114,434,390,98,22,3,16,56,55,36,91,5,8,2,,0.252,0.322,0.448,0.77,0.329,103,,1.9,,95.5,19918,6,0.23333333333333334,0.08294930875576037,0,0,174,-0.014600866896335996,-0.04929538881461304,0.0009560236663850863,-0.04833936514822795,3.7349397590361444,4.0,3.643410852713178,3.1707317073170733,5.592990998131687,2.7018933984428983,1.7647058823529411,3.8562903677029823,2.569199166040631,3.973124181894928,2.557888575348594,37.565174888981055
14854,Mike Yastrzemski,SFG,131,535,470,112,26,4,22,69,68,54,131,7,4,1,,0.239,0.324,0.451,0.775,0.331,109,,1.9,,280.8,14854,3,0.27872340425531916,0.10093457943925234,0,0,212,-0.13708490112719351,-0.030875989499512535,0.0015869360485006867,-0.02928905345101185,5.301204819277109,5.529411764705882,4.728682170542636,4.634146341463414,4.2004514786890725,3.893932316075309,0.8823529411764706,2.606048755014568,2.6690808173862957,4.211250366962924,2.660369945253867,41.31693171654755
19610,Keibert Ruiz,WSN,115,449,409,109,22,1,14,50,57,30,52,5,0,0,,0.267,0.323,0.429,0.753,0.323,99,,1.9,,142.7,19610,0,0.1271393643031785,0.066815144766147,0,0,175,0.10840668452560265,-0.04739494360930241,-0.00048634003596592645,-0.047881283645268335,3.0120481927710845,4.235294117647059,4.496124031007752,2.682926829268293,8.850956795433992,1.632543277583422,0.0,5.1118757215684205,2.579504583831468,3.4287307357405226,2.560352830038895,38.59035711489091
2967,Tommy Pham,,121,512,439,111,21,2,15,70,53,65,113,6,14,5,,0.254,0.355,0.411,0.767,0.336,111,,1.9,,266.8,2967,9,0.25740318906605925,0.126953125,0,0,181,-0.0027075969138368183,0.2582401343006635,-0.001868761572975608,0.2563713727276879,5.421686746987952,3.764705882352941,4.651162790697675,2.926829268292683,4.854542596217695,5.618405605046759,2.6470588235294117,3.977689545452407,4.236851588941547,2.9069613489041206,4.197083478754496,45.202977675177685
7739,Travis d'Arnaud,ATL,110,437,395,98,18,1,15,52,51,34,101,3,1,0,,0.249,0.312,0.416,0.727,0.314,93,,1.9,,219.3,7739,1,0.25569620253164554,0.07780320366132723,0,0,163,-0.039799237855758784,-0.1376574020331145,-0.0016680653131828649,-0.13932546734629736,3.253012048192771,3.5294117647058822,3.643410852713178,2.926829268292683,4.906911895494909,2.360816655437789,0.29411764705882354,3.5990809106234507,2.0900443550986716,2.982710432384788,2.068427796763961,31.654773626766904
16535,Danny Jansen,TOR,98,352,310,71,15,1,14,43,42,33,76,6,1,0,,0.231,0.315,0.418,0.733,0.317,97,,1.9,,368.1,16535,1,0.24516129032258063,0.09375,0,0,130,-0.15154720177435466,-0.08990016247574228,-0.000911039535805791,-0.09081120201154808,2.1686746987951806,2.4705882352941178,1.550387596899225,2.682926829268293,5.230116536664032,3.417748306997743,0.29411764705882354,2.4584264938943003,2.349014361074398,3.268435781062295,2.3294108426308457,28.219847329639254
5254,Robbie Grossman,DET,136,574,487,118,23,3,17,72,58,76,123,6,14,4,,0.243,0.35,0.404,0.754,0.33,109,,1.8,,189.4,5254,10,0.25256673511293637,0.13240418118466898,0,0,198,-0.10344950378792239,0.21641532059675228,-0.0025994394077525906,0.2138158811889997,5.662650602409639,4.352941176470588,5.1937984496124034,3.4146341463414633,5.002922035308323,5.979694085419224,2.9411764705882355,2.9493781830247996,4.010050953996483,2.6311805428185844,3.968155724752741,46.10658237074249
10324,Marcell Ozuna,ATL,118,505,448,120,19,1,25,69,68,50,107,3,3,1,,0.268,0.343,0.482,0.825,0.351,117,,1.8,,183.7,10324,2,0.23883928571428573,0.09900990099009901,0,0,216,0.1297825563542354,0.14082663867552858,0.0042635857663416155,0.1450902244418702,5.301204819277109,5.529411764705882,5.348837209302325,5.365853658536586,5.424071758154657,3.7663672849064977,0.5882352941176471,5.330067460887517,3.600161236955357,5.221502192954194,3.5984452673582483,49.07415794715603
14221,Jorge Soler,,131,571,493,118,23,1,29,75,80,64,147,8,1,0,,0.239,0.334,0.464,0.798,0.343,116,,1.8,,192.8,14221,1,0.29817444219066935,0.11208406304728546,0,0,230,-0.13300444598711714,0.06015501500075682,0.003146930821859517,0.06330194582261633,6.024096385542169,6.9411764705882355,5.1937984496124034,6.341463414634147,3.603705572173367,4.6329047010991875,0.29411764705882354,2.647699528904138,3.162708589801629,4.8000414806518075,3.1584642860328795,46.800176526098795
18373,Ryan Mountcastle,BAL,145,612,561,148,30,2,28,77,83,42,157,5,5,1,,0.265,0.32,0.477,0.796,0.338,113,,1.8,,117.8,18373,4,0.2798573975044563,0.06862745098039216,0,0,266,0.11525033697989406,-0.08475594292917665,0.004358470777486911,-0.08039747215168974,6.265060240963855,7.294117647058823,7.51937984496124,6.097560975609756,4.1656612617511275,1.7526604321186716,1.1764705882352942,5.181731512446484,2.376909578198791,5.2573147817773815,2.3854316216513642,49.47229848477279
16930,Jonah Heim,TEX,85,320,293,65,14,1,9,32,34,22,64,2,1,1,,0.223,0.28,0.369,0.649,0.281,77,,1.8,,461.4,16930,0,0.21843003412969283,0.06875,0,0,108,-0.18655928128719634,-0.28157602545879623,-0.0038875697210880023,-0.28546359517988423,0.8433734939759037,1.5294117647058822,1.0852713178294573,1.4634146341463414,6.050215071361646,1.7607828119961304,0.0,2.1010447418268763,1.3096264097986132,2.144999630729906,1.2822760647707,19.570415941141455
13723,Jacob Stallings,MIA,113,423,376,90,17,0,10,43,43,38,93,4,0,0,,0.24,0.315,0.371,0.686,0.301,91,,1.7,,400.2,13723,0,0.2473404255319149,0.08983451536643026,0,0,137,-0.1037313854024502,-0.11000480893987863,-0.005224715629879473,-0.1152295245697581,2.1686746987951806,2.588235294117647,3.0232558139534884,1.7073170731707317,5.163262005803694,3.1582353896363795,0.0,2.94650090904744,2.2399942321219584,1.6403186906093654,2.198052196833996,26.833846304089878
17919,Ian Happ,CHC,142,564,489,117,22,2,26,73,71,65,161,5,7,2,,0.24,0.333,0.45,0.783,0.337,109,,1.7,,200.9,17919,5,0.3292433537832311,0.11524822695035461,0,0,221,-0.13286134580407505,0.04784726989259802,0.0017289891365153132,0.049576259029113334,5.783132530120482,5.882352941176471,5.116279069767442,5.609756097560975,2.65053043188614,4.842621117415795,1.4705882352941178,2.6491602074713163,3.0959681991561747,4.264865672169999,3.0846267967652126,44.44988129878413
17907,Brendan Rodgers,COL,127,532,489,136,30,2,18,67,69,31,110,8,2,1,,0.278,0.329,0.46,0.79,0.337,97,,1.7,,164.3,17907,1,0.2249488752556237,0.05827067669172932,0,0,224,0.23863595749019084,0.021121921801381394,0.0023155638259272915,0.023437485627308685,5.0602409638554215,5.647058823529412,6.589147286821706,3.658536585365854,5.850221026310937,1.0662277266853037,0.29411764705882354,6.441175962803188,2.9510464319218843,4.4862574168980744,2.9440129659557197,44.98804283720633
18289,Brian Anderson,MIA,119,484,426,106,20,1,16,58,55,45,117,10,4,1,,0.249,0.333,0.417,0.749,0.325,106,,1.7,,448.6,18289,3,0.2746478873239437,0.09297520661157024,0,0,176,-0.03654499801211686,0.05087641003502785,-0.0017468404841810004,0.04912956955084685,3.9759036144578315,4.0,4.263565891472868,3.1707317073170733,4.325485836948885,3.366396070582403,0.8823529411764706,3.632298187436209,3.1123941158979487,2.9529782041394594,3.082223825602189,36.764330395031344
5297,Aaron Hicks,NYY,107,434,371,84,16,1,16,54,47,57,95,3,3,1,,0.226,0.331,0.405,0.737,0.321,104,,1.7,,502.8,5297,2,0.2560646900269542,0.1313364055299539,0,0,150,-0.19858671418051532,0.03949479996929184,-0.0021939220425943318,0.03730087792669751,3.4939759036144578,3.0588235294117645,2.558139534883721,3.1707317073170733,4.895606925284141,5.908923388768598,0.5882352941176471,1.9782761116827814,3.050675816137425,2.784235556289961,3.018591243569056,34.50621501107663
12546,C.J. Cron,COL,135,547,479,129,26,2,29,76,83,50,117,12,1,0,,0.27,0.352,0.511,0.863,0.366,116,,1.7,,127.6,12546,1,0.24425887265135698,0.09140767824497258,0,0,246,0.15156390651261398,0.2143018133066943,0.007480039812379047,0.22178185311907334,6.144578313253012,7.294117647058823,6.046511627906977,6.341463414634147,5.257802156992366,3.26250245394686,0.29411764705882354,5.552398073359144,3.9985901786122917,6.43549315769179,4.0110087619626364,54.63858343247687
15464,Hunter Renfroe,MIL,138,555,501,121,25,1,32,72,84,45,131,5,3,1,,0.242,0.308,0.484,0.792,0.335,107,,1.7,,162.1,15464,2,0.26147704590818366,0.08108108108108109,0,0,244,-0.11378325536181566,-0.17911840701207438,0.005195907096178398,-0.17392249991589598,5.662650602409639,7.411764705882353,5.426356589147287,7.073170731707317,4.729559168477289,2.5780698466928715,0.5882352941176471,2.843897609054524,1.8652165215246228,5.573389598915543,1.8823126639124628,45.63462333184155
18015,Paul DeJong,STL,119,471,420,98,20,1,21,58,61,39,120,8,4,1,,0.234,0.308,0.436,0.744,0.319,103,,1.6,,443.5,18015,3,0.2857142857142857,0.08280254777070063,0,0,183,-0.16504194946799777,-0.15635924930026412,0.00015441651303410575,-0.15620483278723002,3.9759036144578315,4.705882352941177,3.643410852713178,4.390243902439025,3.9859755259177776,2.692166282912641,0.8823529411764706,2.320680417638158,1.9886310920328163,3.670572419143647,1.977625057102158,34.23344445847488
21711,Oneil Cruz,PIT,117,476,435,107,22,3,14,55,53,36,132,3,9,3,,0.246,0.306,0.407,0.712,0.306,91,,1.6,,213.9,21711,6,0.30344827586206896,0.07563025210084033,0,0,177,-0.06174338069795948,-0.16738547207652554,-0.0023177420372866853,-0.16970321411381223,3.6144578313253013,3.764705882352941,4.341085271317829,2.682926829268293,3.441907591751314,2.2167964251163217,1.7647058823529411,3.375088610660603,1.9288399272853698,2.737501994218537,1.9050103601964874,31.77302660584594
4106,Michael Brantley,HOU,117,506,456,128,27,2,9,61,55,40,60,5,2,1,,0.281,0.343,0.409,0.752,0.327,110,,1.6,,244.5,4106,1,0.13157894736842105,0.07905138339920949,0,0,186,0.24715758408392352,0.1350741151850965,-0.0023300166072093287,0.13274409857788716,4.337349397590361,4.0,5.9689922480620154,1.4634146341463414,8.714753111618995,2.443544285727032,0.29411764705882354,6.5281594806321,3.5689674105009814,2.732869185302617,3.5320291419071994,43.58419654254647
19508,Kyle Lewis,SEA,122,516,457,110,20,1,20,61,62,52,142,3,4,1,,0.241,0.32,0.42,0.74,0.32,107,,1.6,,324.9,19508,3,0.31072210065645517,0.10077519379844961,0,0,192,-0.11203283961540023,-0.062365674376824165,-0.0012343868116541645,-0.06360006118847833,4.337349397590361,4.823529411764706,4.573643410852713,4.146341463414634,3.218751111095143,3.8833684557869548,0.8823529411764706,2.8617647753298345,2.498323798001739,3.1463943448303557,2.475793486261869,36.84761259610479
14712,Manuel Margot,TBR,116,443,400,101,19,3,10,55,45,36,73,2,15,5,,0.253,0.317,0.394,0.711,0.308,99,,1.6,,383.1,14712,10,0.1825,0.08126410835214447,0,0,156,-0.005251180419080237,-0.10134301389355671,-0.003490982190386571,-0.10483399608394328,3.6144578313253013,2.823529411764706,3.875968992248062,1.7073170731707317,7.152526467757459,2.590200641604725,2.9411764705882355,3.9517262110180646,2.2869639719079387,2.294684243694381,2.2539750613544376,35.49252637643404
19363,Austin Hays,BAL,132,552,507,131,25,3,21,67,67,32,113,7,7,2,,0.259,0.31,0.444,0.754,0.323,102,,1.6,,240.4,19363,5,0.22287968441814596,0.057971014492753624,0,0,225,0.05159367151871819,-0.17955942916826895,0.0009806919646939694,-0.17857873720357498,5.0602409638554215,5.411764705882353,6.2015503875969,4.390243902439025,5.913702531316928,1.0463665297309421,1.4705882352941178,4.5319634623956215,1.8628250200165022,3.9824347738803256,1.8572643821084915,41.72894489451663
9847,Andrew McCutchen,,111,484,414,101,21,1,19,63,59,62,107,5,4,1,,0.244,0.347,0.44,0.787,0.341,115,,1.5,,371.9,9847,3,0.2584541062801932,0.128099173553719,0,0,181,-0.07556658089568069,0.17408867034713338,0.00027428745971080915,0.1743629578068442,4.578313253012048,4.470588235294118,3.875968992248062,3.902439024390244,4.822301101048864,5.694364121411113,0.8823529411764706,3.233989893458489,3.780529043398863,3.7158154862346686,3.7559182716741164,42.71258036334706
24618,Ryan Jeffers,MIN,71,260,233,52,10,0,11,31,32,22,82,4,0,0,,0.221,0.297,0.408,0.705,0.305,92,,1.5,,488.6,24618,0,0.351931330472103,0.08461538461538462,0,0,95,-0.14379556651371028,-0.12707675357286896,-0.001253327486566036,-0.128330081059435,0.7228915662650602,1.2941176470588236,0.07751937984496124,1.951219512195122,1.9544772309614498,2.8123186069009996,0.0,2.5375504142492917,2.147419333643759,3.1392455381382867,2.127577603193636,18.76433683245139
sa3011225,Bobby Witt Jr.,KCR,125,536,491,120,26,3,18,63,63,35,130,5,13,4,,0.245,0.3,0.418,0.718,0.307,92,,1.5,,93.7,sa3011225,9,0.26476578411405294,0.06529850746268656,0,0,206,-0.08407080726721694,-0.2633158343007147,-0.0013730079808576545,-0.26468884228157236,4.578313253012048,4.9411764705882355,5.348837209302325,3.658536585365854,4.628662698660242,1.5320226503727727,2.6470588235294117,3.1471839863851065,1.4086447336622732,3.0940743537701008,1.3940340858624847,36.37854485051086
14811,Luke Voit,NYY,120,489,429,106,17,1,24,64,64,48,134,9,0,0,,0.247,0.333,0.461,0.794,0.341,117,,1.5,,256.3,14811,0,0.3123543123543124,0.09815950920245399,0,0,197,-0.05154929385896012,0.05727944443895128,0.0021514488743119564,0.05943089331326323,4.698795180722891,5.0588235294117645,4.263565891472868,5.121951219512195,3.1686758579132457,3.7100044909320764,0.0,3.479143573003323,3.1471154246087423,4.424315270177584,3.1376399147344443,40.210030352489134
18795,Ramón Urías,BAL,119,447,398,96,21,1,11,50,45,36,113,10,3,1,,0.242,0.319,0.384,0.703,0.308,93,,1.5,,491.5,18795,2,0.28391959798994976,0.08053691275167785,0,0,152,-0.09470755210220227,-0.07127060194955792,-0.004115905452438784,-0.0753865074019967,3.0120481927710845,2.823529411764706,3.488372093023256,1.951219512195122,4.04103544387851,2.5420031208811182,0.5882352941176471,3.0386106437469778,2.4500356396387777,2.0588185409897624,2.4123881638989437,28.406296056905905
9774,Christian Vázquez,BOS,117,451,414,104,19,1,9,50,44,30,81,3,6,2,,0.25,0.304,0.365,0.668,0.291,79,,1.5,,201.1,9774,4,0.1956521739130435,0.06651884700665188,0,0,152,-0.016036135643626714,-0.18287750330081565,-0.005480322247988001,-0.18835782554880365,3.0120481927710845,2.7058823529411766,4.108527131782946,1.4634146341463414,6.749025843755923,1.6129050710342343,1.1764705882352942,3.8416400279707696,1.8448323201473809,1.5438447101111297,1.8046576643827037,29.863248537278977
9368,Evan Longoria,SFG,109,433,389,97,20,2,15,52,53,36,94,4,2,1,,0.25,0.317,0.43,0.746,0.319,102,,1.5,,401.4,9368,1,0.2416452442159383,0.08314087759815242,0,0,166,-0.029497575988635116,-0.07902443153267602,-0.000552656744669977,-0.079577088277346,3.253012048192771,3.764705882352941,3.565891472868217,2.926829268292683,5.337986673375145,2.7145903169133394,0.29411764705882354,3.7042339326234286,2.4079894637691988,3.403700723178386,2.389844886096965,33.76290231472189
2829,Manny Piña,ATL,74,254,227,54,10,0,10,30,31,20,57,4,1,0,,0.238,0.308,0.42,0.728,0.313,92,,1.5,,551.8,2829,1,0.2511013215859031,0.07874015748031496,0,0,94,-0.0714539818895854,-0.0912609216859317,-0.0009244957328126691,-0.09218541741874436,0.6024096385542169,1.1764705882352942,0.23255813953488372,1.7073170731707317,5.047880022975427,2.4229166613766955,0.29411764705882354,3.2759687721426305,2.341635462627578,3.2633569889041407,2.3220182351127763,22.6866492296932
16512,Isiah Kiner-Falefa,TEX,127,533,492,130,22,2,7,60,47,30,74,8,12,4,,0.265,0.316,0.364,0.679,0.297,88,,1.5,,316.2,16512,8,0.15040650406504066,0.05628517823639775,0,0,177,0.10640889342999893,-0.10674126599538591,-0.007124418182011039,-0.11386568417739695,4.216867469879518,3.0588235294117645,6.124031007751938,0.975609756097561,8.13713522686945,0.9346316294507669,2.3529411764705883,5.091483500028146,2.2576912293452174,0.9233111720913049,2.2053889918409637,36.277914689237214
22168,Akil Baddoo,DET,138,557,491,115,23,6,17,71,57,57,149,4,17,4,,0.234,0.317,0.409,0.726,0.314,98,,1.5,,155.6,22168,13,0.3034623217922607,0.10233393177737882,0,0,201,-0.18179504046139106,-0.1035180270807845,-0.002350250312799451,-0.10586827739358395,5.542168674698795,4.235294117647059,4.961240310077519,3.4146341463414633,3.4414766712331915,3.9866794576603253,3.823529411764706,2.1496751790156456,2.2751696725867436,2.7252323481465472,2.2484111332064853,38.80351112237849
10047,Wil Myers,SDP,138,527,467,114,23,2,21,69,64,54,147,3,11,3,,0.244,0.324,0.433,0.757,0.326,107,,1.5,,286.9,10047,8,0.3147751605995717,0.10246679316888045,0,0,204,-0.08297787901445641,-0.020203654251976788,0.000272504520509087,-0.0199311497314677,5.301204819277109,5.0588235294117645,4.883720930232558,4.390243902439025,3.0944057194529853,3.995485327313769,2.3529411764705883,3.158339925115118,2.726952979773509,3.7151425488786276,2.710710895463132,41.387971753828175
20202,Brandon Marsh,LAA,118,465,416,100,21,2,11,54,45,43,142,3,8,2,,0.24,0.314,0.379,0.693,0.302,90,,1.5,,400.5,20202,6,0.34134615384615385,0.09247311827956989,0,0,158,-0.10541536773285287,-0.10424828407858411,-0.004460128830584054,-0.10870841290916816,3.4939759036144578,2.823529411764706,3.798449612403101,1.951219512195122,2.2792239535926893,3.333118348919703,1.7647058823529411,2.929311854182271,2.2712097565439247,1.9288978068711977,2.233132591680248,28.806774634120362
12859,James McCann,NYM,109,410,371,87,14,1,12,46,45,31,113,5,3,1,,0.234,0.299,0.374,0.673,0.294,88,,1.5,,341.7,12859,2,0.3045822102425876,0.07560975609756097,0,0,139,-0.13854394213840826,-0.1950296116796979,-0.0043954903508049425,-0.19942510203050284,2.5301204819277108,2.823529411764706,2.7906976744186047,2.1951219512195124,3.407119180866456,2.215437978307548,0.5882352941176471,2.5911557626478934,1.7789358904402957,1.9532944030305266,1.7451211238267457,24.618769152567644
