playerid,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,K,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1.1,WAR,-1.2,ADP,-1.3,InterSD,InterSK,IntraSD,playerid,NSB,K%,BB%,SF,SH,TB,wAVG,wOBP,wSLG,wOPS,rR,rRBI,rH,rHR,rK%,rBB%,rNSB,rwAVG,rwOBP,rwSLG,rwOPS,POINTS
17919,Ian Happ,CHC,142,564,489,117,23,2,26,72,73,67,161,5,9,3,,0.24,0.337,0.455,0.792,0.34,114,,2.2,,200.9,,3.37,0.15,0.64,17919,6,0.3292433537832311,0.11879432624113476,0,0,222,-0.15276525108636196,0.07033971560754804,0.001476945938392371,0.07181666154594041,5.340909090909091,5.862068965517241,5.116279069767442,5.75,2.790962398997447,4.882781463424763,1.9444444444444444,2.883173305918153,3.0040213532956326,4.252421970778344,3.0092497816179997,44.83631184467056
14854,Mike Yastrzemski,SFG,131,535,473,115,26,3,23,71,69,52,134,7,4,2,,0.242,0.325,0.459,0.784,0.335,111,,2.1,,280.8,,2.45,0.18,0.45,14854,2,0.2832980972515856,0.09719626168224299,0,0,216,-0.11244934069213341,-0.025083273482573443,0.0016804334586976166,-0.023402840023875826,5.2272727272727275,5.402298850574713,4.961240310077519,5.0,4.109033083892328,3.5798488802832145,0.8333333333333334,3.273833757320239,2.517833017560372,4.332166850433287,2.529267576164155,41.76612838691188
5760,Avisaíl García,MIA,137,565,512,135,22,1,23,71,76,39,133,10,8,3,,0.264,0.327,0.445,0.772,0.33,110,,2.1,,173.3,,3.44,0.39,0.17,5760,5,0.259765625,0.06902654867256637,0,0,228,0.08348922024045691,-0.022134959902031515,0.0006768003224103536,-0.02145815957962116,5.2272727272727275,6.206896551724138,6.511627906976744,5.0,4.784129147324979,1.88047267747695,1.6666666666666667,5.17247491195379,2.5328549288064717,3.9388522945780498,2.5390703160771753,45.460318128857686
3473,Anthony Rizzo,,133,583,502,129,23,2,23,76,74,59,89,17,5,2,,0.256,0.351,0.449,0.8,0.343,116,,2.1,,198.1,,1.73,0.12,0.25,3473,3,0.17729083665338646,0.10120068610634649,0,0,225,0.016566465359613147,0.23912355891809733,0.0009476595037593016,0.24007121842185664,5.795454545454546,5.977011494252873,6.046511627906977,5.0,7.150153607057992,3.821421223243189,1.1111111111111112,4.523994612856681,3.863989550274408,4.044999505904363,3.8573868959227595,51.19203417398491
19290,Randy Arozarena,TBR,142,600,528,137,28,3,23,85,71,53,159,15,19,8,,0.26,0.342,0.452,0.794,0.342,115,,2.1,,62.5,,3.26,0.24,0.8,19290,11,0.30113636363636365,0.08833333333333333,0,0,240,0.04287073100577299,0.14226196912731082,0.001639715362253602,0.14390168448956442,6.818181818181818,5.632183908045977,6.666666666666667,5.0,3.5972915513376584,3.045180688309079,3.3333333333333335,4.77888247699382,3.3704714202504418,4.31620980453762,3.3726157699108783,49.93101743756729
19918,Daulton Varsho,ARI,114,434,391,99,20,3,17,59,55,37,93,4,10,2,,0.253,0.324,0.449,0.773,0.331,105,,2.1,,95.5,,4.63,0.61,0.58,19918,8,0.23785166240409208,0.08525345622119816,0,0,176,-0.01617164367780366,-0.04115951703179688,0.0009037884065898893,-0.04025572862520699,3.8636363636363638,3.793103448275862,3.7209302325581395,3.5,5.4127936465133715,2.859382917840764,2.5,4.206762921210724,2.4359231741295626,4.027806828147726,2.4443155809764487,38.76465511328896
19844,Abraham Toro,SEA,119,477,425,105,21,2,14,56,55,40,81,9,7,3,,0.248,0.324,0.408,0.733,0.319,106,,2.1,,275.3,,3.75,-1.64,0.39,19844,4,0.19058823529411764,0.08385744234800839,0,0,172,-0.06899882604081142,-0.04262072400247896,-0.0028381082191888396,-0.0454588322216678,3.522727272727273,3.793103448275862,4.186046511627907,2.75,6.768679812877806,2.775166484607271,1.3888888888888888,3.6948684679680825,2.428478198950995,2.561392103272475,2.4180877904686082,36.287438979665176
15223,Adam Frazier,SEA,141,589,535,142,28,3,8,71,48,42,74,8,7,4,,0.266,0.328,0.375,0.702,0.308,99,,2.1,,364.3,,2.34,-0.04,0.9,15223,3,0.1383177570093458,0.07130730050933787,0,0,200,0.10494183634672805,-0.01979832106349666,-0.006690605186989329,-0.02648892625048599,5.2272727272727275,2.9885057471264367,7.054263565891473,1.25,8.268207518532009,2.018062130184003,1.1111111111111112,5.380350378733062,2.544760304638376,1.051634125940805,2.5137112410768205,39.40787885050682
6184,J.D. Martinez,BOS,144,624,557,153,34,2,29,85,94,58,146,4,1,1,,0.274,0.343,0.5,0.843,0.355,122,,2.0,,89.1,,2.18,-1.68,0.94,6184,0,0.2621184919210054,0.09294871794871795,0,0,278,0.20816197481184906,0.1782636449904118,0.006498732117273587,0.1847623771076854,6.818181818181818,8.275862068965518,7.906976744186046,6.5,4.71663045109069,3.323610034731192,0.2777777777777778,6.380551676242212,3.5539030548959487,6.220413589561748,3.5785862385216305,57.55249345415458
13620,Carson Kelly,ARI,107,406,354,85,16,1,15,46,51,43,85,5,0,0,,0.241,0.329,0.418,0.747,0.324,100,,2.0,,268.5,,2.01,0.74,0.39,13620,0,0.2401129943502825,0.10591133004926108,0,0,148,-0.1075587721662552,-0.0024272176130324397,-0.0014490006534683686,-0.0038762182665008083,2.3863636363636362,3.3333333333333335,2.635658914728682,3.0,5.3479208920204915,4.105597217998005,0.2777777777777778,3.3212232789569853,2.633267570623199,3.105770527511865,2.627697318198626,32.7746104675126
4106,Michael Brantley,HOU,117,506,460,134,27,2,12,66,55,39,59,5,2,1,,0.291,0.352,0.434,0.786,0.339,118,,2.0,,244.5,,2.72,0.08,1.16,4106,1,0.1282608695652174,0.07707509881422925,0,0,201,0.3251758567997698,0.21166653952490178,-0.00013991354704634418,0.21152662597785543,4.659090909090909,3.793103448275862,6.434108527131783,2.25,8.556718009539127,2.3660123978545236,0.5555555555555556,7.514414102036659,3.7240936751785134,3.618789672876975,3.7134993916912116,47.185385689231126
19610,Keibert Ruiz,WSN,115,449,411,111,21,1,17,51,59,31,52,5,0,0,,0.27,0.328,0.447,0.776,0.333,106,,2.0,,142.7,,2.91,-1.02,0.71,19610,0,0.12652068126520682,0.06904231625835189,0,0,185,0.1204817706670247,-0.004190643192752974,0.000945747064678315,-0.003244896128074659,2.9545454545454546,4.252873563218391,4.651162790697675,3.5,8.60664027263197,1.8814238785080153,0.2777777777777778,5.530932064647191,2.6242827656409573,4.0442500386931455,2.6308796851230256,40.9547682914836
13265,Mike Zunino,TBR,103,372,335,68,13,1,23,48,56,30,133,6,0,0,,0.203,0.281,0.456,0.737,0.313,96,,2.0,,245.1,,3.16,-0.74,0.9,13265,0,0.3970149253731343,0.08064516129032258,0,0,152,-0.35235328111145603,-0.3229640186225513,0.0010258795415403754,-0.32193813908101093,2.6136363636363638,3.9080459770114944,1.317829457364341,5.0,0.8467416344364675,2.581381266267225,0.2777777777777778,0.9491688609827267,1.0001050035028216,4.075653216215934,1.0244116497528706,23.594751206948022
15112,Ryan McMahon,COL,145,588,522,133,28,2,25,77,81,57,156,4,5,2,,0.254,0.331,0.459,0.789,0.338,98,,2.0,,160.3,,2.95,0.55,0.46,15112,3,0.2988505747126437,0.09693877551020408,0,0,240,-0.004928541609400261,0.020437141130491554,0.0021516531430017527,0.022588794273493307,5.909090909090909,6.781609195402299,6.3565891472868215,5.5,3.6628659239638637,3.5643156771879507,1.1111111111111112,4.315708379374828,2.7497634447428947,4.51683349219837,2.761102081686032,47.228989362045084
16535,Danny Jansen,TOR,98,352,309,73,15,1,15,47,46,34,72,5,0,0,,0.235,0.319,0.438,0.757,0.326,103,,2.0,,368.1,,3.43,-0.18,0.4,16535,0,0.23300970873786409,0.09659090909090909,0,0,135,-0.11890153140867166,-0.06177874746761125,-0.00010081108044612819,-0.06187955854805738,2.5,2.7586206896551726,1.7054263565891472,3.0,5.5516988930360185,3.5433301629052076,0.2777777777777778,3.2113121445572537,2.330866421817365,3.634113568359942,2.3353142377052016,30.84846025240309
19339,Nicky Lopez,KCR,137,542,485,130,22,4,3,65,42,43,77,4,17,4,,0.267,0.331,0.348,0.679,0.301,88,,2.0,,249.5,,2.28,-0.09,1.54,19339,13,0.15876288659793814,0.07933579335793357,0,0,169,0.12087999041233699,-0.012776662802288508,-0.008527767135886655,-0.021304429938175162,4.545454545454546,2.2988505747126435,6.124031007751938,0.0,7.681680682164482,2.502391867111644,3.888888888888889,5.534790806864338,2.5805362573377235,0.33166732747723365,2.5398452360371455,38.02813719380059
17901,Andrew Benintendi,KCR,132,558,498,134,28,3,17,69,70,48,108,5,10,5,,0.27,0.337,0.444,0.781,0.332,109,,1.9,,195.7,,3.04,0.58,0.47,17901,5,0.21686746987951808,0.08602150537634409,0,0,219,0.13384486167489773,0.0698488166320399,0.0001214629951984958,0.0699702796272384,5.0,5.517241379310345,6.434108527131783,3.5,6.014785040201227,2.9057165264363536,1.6666666666666667,5.660420177757248,3.001520180798395,3.7212207255266576,2.9999425446461814,46.42162176847486
2967,Tommy Pham,,121,512,441,112,21,2,16,67,54,64,113,5,14,5,,0.253,0.353,0.419,0.773,0.338,113,,1.9,,266.8,,3.94,-0.26,0.81,2967,9,0.2562358276643991,0.125,0,0,185,-0.01136091111210158,0.22952829660170537,-0.0016506749453626401,0.22787762165634273,4.7727272727272725,3.67816091954023,4.728682170542636,3.25,4.885391448221506,5.257147162662533,2.7777777777777777,4.25337883381978,3.8151008635854593,3.02673623532294,3.795921446393653,44.24102413059379
4314,Joey Votto,CIN,139,591,503,128,24,2,29,81,84,81,133,4,1,1,,0.255,0.361,0.484,0.845,0.357,118,,1.9,,137.9,,2.74,-1.03,0.81,4314,0,0.2644135188866799,0.13705583756345177,0,0,243,-0.007860411770271858,0.3316817240864356,0.0043643788191296,0.3360461029055652,6.363636363636363,7.126436781609195,5.9689922480620154,6.5,4.650791058891077,5.984431940224524,0.2777777777777778,4.287298609899242,4.335581361755007,5.38398024639502,4.341176833521749,55.220103221771964
19913,Jesús Sánchez,MIA,133,540,491,125,20,4,23,64,73,42,142,5,3,1,,0.255,0.319,0.455,0.774,0.331,110,,1.9,,222.4,,2.27,-1.16,0.41,19913,2,0.2892057026476578,0.07777777777777778,0,0,222,-0.006643999035865766,-0.08849954443047592,0.0013053318212981613,-0.08719421260917776,4.431818181818182,5.862068965517241,5.736434108527132,5.0,3.939556579062576,2.4084024608436905,0.8333333333333334,4.299085627562183,2.1947216633187034,4.18516798343682,2.2077081981204567,41.09829710154031
13145,Josh Bell,WSN,145,605,527,140,26,2,30,82,94,69,117,4,0,0,,0.266,0.351,0.491,0.842,0.357,122,,1.9,,126.6,,2.45,-0.3,0.95,13145,0,0.222011385199241,0.1140495867768595,0,0,260,0.10592188989683171,0.2517587656424958,0.005598227897429475,0.25735699353992525,6.4772727272727275,8.275862068965518,6.89922480620155,6.75,5.867217162680757,4.5965486100288,0.2777777777777778,5.389847080123105,3.9283670151555845,5.86751430348997,3.9445209842908486,58.27415253598664
20521,Nick Madrigal,CHC,123,484,449,132,21,5,4,54,44,26,35,7,9,4,,0.295,0.342,0.39,0.732,0.319,100,,1.9,,315.7,,3.95,0.4,1.61,20521,5,0.0779510022271715,0.05371900826446281,0,0,175,0.341768002616355,0.11064714513580598,-0.004304219775187079,0.1063429253606189,3.2954545454545454,2.528735632183908,6.27906976744186,0.25,10.0,0.9570245087259718,1.6666666666666667,7.675191698550127,3.2093911731574045,1.9868365265057968,3.183289678683621,41.03166019736991
10324,Marcell Ozuna,ATL,118,505,450,119,20,1,25,66,76,50,109,3,2,1,,0.265,0.341,0.478,0.82,0.35,116,,1.9,,183.7,,5.15,-0.71,0.56,10324,1,0.24222222222222223,0.09900990099009901,0,0,216,0.0811083666061585,0.11223281859851775,0.003670823625844477,0.11590364222436222,4.659090909090909,6.206896551724138,5.271317829457364,5.5,5.287411676583809,3.6892591351617723,0.5555555555555556,5.149404482775774,3.2174703158169087,5.112182372306142,3.2314833143393864,47.88007214281176
15362,Jeff McNeil,NYM,129,515,463,128,26,2,12,61,56,36,69,12,4,2,,0.276,0.342,0.419,0.761,0.33,108,,1.9,,328.4,,1.8,-0.64,0.8,15362,2,0.1490280777537797,0.06990291262135923,0,0,194,0.19231065238514145,0.12465462207763012,-0.0017704556033200092,0.12288416647431011,4.090909090909091,3.9080459770114944,5.9689922480620154,2.25,7.960951430205752,1.933340523133181,0.8333333333333334,6.226952645140483,3.2807604728107997,2.979795301847158,3.2666707220602444,42.699751744513556
6153,Eduardo Escobar,NYM,141,587,535,130,25,4,24,69,79,45,120,3,2,1,,0.243,0.303,0.438,0.74,0.315,98,,1.9,,195.2,,2.34,-0.43,0.69,6153,1,0.22429906542056074,0.07666098807495741,0,0,235,-0.1270949984144787,-0.2505032025252485,7.713582687912668e-05,-0.25042606669836937,5.0,6.551724137931035,6.124031007751938,5.25,5.801588532790345,2.3410306049834597,0.5555555555555556,3.1319175956623613,1.3692990931062625,3.7038493176989444,1.384889510410732,41.21388535589063
9256,AJ Pollock,LAD,112,440,401,108,22,1,21,58,66,30,89,6,7,2,,0.27,0.328,0.49,0.818,0.347,118,,1.9,,215.7,,2.16,-1.15,0.51,9256,5,0.22194513715710723,0.06818181818181818,0,0,195,0.11184295117813159,-0.005061394418054421,0.003803168326256101,-0.0012582260917983201,3.75,5.057471264367816,4.4186046511627906,4.5,5.869117676658909,1.8295131631478825,1.6666666666666667,5.4472220581482365,2.6198462132639517,5.164047037969485,2.6408940860577106,42.96338281744346
10059,Max Stassi,LAA,103,386,340,77,13,1,15,45,45,35,113,7,0,0,,0.226,0.307,0.403,0.71,0.308,94,,1.9,,297.7,,2.31,0.24,0.39,10059,0,0.3323529411764706,0.09067357512953368,0,0,137,-0.19680034571338267,-0.13571979629738995,-0.0024298308109044764,-0.13814962710829443,2.272727272727273,2.6436781609195403,2.0155038759689923,3.0,2.701755018419986,3.18635895362933,0.2777777777777778,2.4564740257503868,1.9541304191428122,2.721392248444176,1.9508522828102082,25.180650035590485
19566,Nathaniel Lowe,TEX,144,596,517,134,25,2,19,74,72,72,150,4,6,1,,0.258,0.351,0.425,0.777,0.338,116,,1.8,,246.9,,1.51,-0.54,0.18,19566,5,0.2901353965183752,0.12080536912751678,0,0,220,0.03923744799337325,0.2513090873361712,-0.0013016093241680071,0.2500074780120032,5.568181818181818,5.747126436781609,6.434108527131783,4.0,3.9128856595939894,5.004100357329237,1.6666666666666667,4.743676029518959,3.9260758655127903,3.163531828055545,3.9074735663360003,48.0738267551084
20454,Jazz Chisholm Jr.,MIA,132,558,505,121,21,5,21,76,61,43,161,6,23,7,,0.239,0.306,0.422,0.728,0.313,99,,1.8,,77.7,,4.85,0.83,1.43,20454,16,0.3188118811881188,0.07706093189964158,0,0,215,-0.15393179259640122,-0.22553351606842686,-0.0012536745475148492,-0.22678719061594171,5.795454545454546,4.482758620689655,5.426356589147287,4.5,3.0902189330954073,2.365157759487807,4.722222222222222,2.871869539528285,1.4965217929821581,3.182317024266883,1.5040482929020953,39.43692531977635
14566,Franmil Reyes,CLE,144,593,529,134,23,1,36,77,97,54,177,3,3,1,,0.254,0.324,0.503,0.827,0.348,121,,1.8,,121.2,,3.6,-0.79,1.08,14566,2,0.33459357277882795,0.09106239460370995,0,0,267,-0.02015601591066618,-0.05970837168444709,0.00678140096227825,-0.05292697072216884,5.909090909090909,8.620689655172415,6.434108527131783,8.25,2.637476112311753,3.209815016578065,0.8333333333333334,4.1681544254624345,2.341415164483689,6.331188898992444,2.3804424181550705,51.1157144607119
19508,Kyle Lewis,SEA,122,516,457,111,19,1,20,61,60,53,145,2,6,2,,0.243,0.323,0.422,0.745,0.323,109,,1.8,,324.9,,3.36,0.59,0.32,19508,4,0.3172866520787746,0.10271317829457365,0,0,192,-0.11114516576682942,-0.05613849318531483,-0.001648652092899383,-0.057787145278214214,4.090909090909091,4.367816091954023,4.651162790697675,4.25,3.133974478902193,3.9126643690544607,1.3888888888888888,3.286471189044948,2.359604002444225,3.027528972518814,2.355943263424767,36.82496313783909
11445,Mark Canha,NYM,137,575,482,115,22,3,18,78,63,71,127,17,9,2,,0.238,0.352,0.407,0.759,0.334,110,,1.8,,283.6,,3.63,-0.78,0.63,11445,7,0.26348547717842324,0.12347826086956522,0,0,197,-0.1571367508820698,0.25025438471448225,-0.0028055035105268855,0.24744888120395536,6.0227272727272725,4.712643678160919,4.961240310077519,3.75,4.677414581368753,5.165346182501619,2.2222222222222223,2.840813551002639,3.9207020649514788,2.574169587437262,3.8945761984801783,44.74185564892986
11265,Jonathan Schoop,DET,141,598,553,146,27,2,22,73,74,31,124,9,2,1,,0.263,0.309,0.438,0.747,0.32,102,,1.8,,205.0,,1.3,-0.68,0.45,11265,1,0.22423146473779385,0.051839464882943144,0,0,243,0.09311309609018603,-0.17422659461875378,9.74632296477651e-05,-0.17412913138910602,5.454545454545454,5.977011494252873,7.364341085271318,4.75,5.803527851121771,0.8436385010801238,0.5555555555555556,5.265730096989399,1.7579349701333937,3.7118154390859024,1.7694868951414047,43.253587343177195
16512,Isiah Kiner-Falefa,TEX,127,533,495,132,22,3,6,58,44,27,75,8,14,5,,0.267,0.314,0.364,0.678,0.297,88,,1.7,,316.2,,2.7,-0.44,1.3,16512,9,0.15151515151515152,0.05065666041275797,0,0,178,0.10987266158247744,-0.13580542653525707,-0.0076118311017240314,-0.1434172576369811,3.75,2.528735632183908,6.27906976744186,0.75,7.88960262809867,0.7722842147047148,2.7777777777777777,5.4281299871692,1.953694125716729,0.690614199041434,1.9242992251172817,34.74420755725157
9774,Christian Vázquez,BOS,117,451,415,106,20,1,10,49,47,30,83,2,6,3,,0.255,0.308,0.384,0.692,0.301,85,,1.7,,201.1,,4.43,0.35,0.69,9774,3,0.2,0.06651884700665188,0,0,158,0.001194152958616801,-0.1751418894217649,-0.004747073302766636,-0.17988896272453153,2.727272727272727,2.8735632183908044,4.263565891472868,1.75,6.498676507021685,1.7291921680401365,1.1111111111111112,4.375037180345699,1.7532714643972358,1.8132863195514661,1.7404527529558076,30.63542934055954
18289,Brian Anderson,MIA,119,484,427,106,20,1,16,53,57,45,119,10,5,1,,0.247,0.331,0.41,0.742,0.324,105,,1.7,,448.6,,2.77,0.05,0.36,18289,4,0.2786885245901639,0.09297520661157024,0,0,176,-0.05930556378078711,0.04024013924316949,-0.0022202341123423452,0.03801990513082715,3.1818181818181817,4.022988505747127,4.263565891472868,3.25,4.241271818716413,3.32520799929973,1.3888888888888888,3.788796006079736,2.8506614231732113,2.8035312586293615,2.83888718347503,35.955617157300544
18373,Ryan Mountcastle,BAL,145,612,560,147,28,2,31,78,88,40,155,5,4,2,,0.263,0.314,0.483,0.797,0.337,112,,1.7,,117.8,,1.36,0.11,0.68,18373,2,0.2767857142857143,0.06535947712418301,0,0,272,0.0778443948209695,-0.14955052851503559,0.005087227170297304,-0.14446330134473828,6.0227272727272725,7.586206896551724,7.441860465116279,7.0,4.295859357682127,1.6592516050020572,0.8333333333333334,5.117776654494159,1.8836616490590492,5.667257838486042,1.919026330830156,49.4269614032822
5254,Robbie Grossman,DET,136,574,489,118,23,3,17,73,57,75,123,6,16,4,,0.241,0.347,0.401,0.748,0.329,108,,1.7,,189.4,,1.75,-0.66,0.99,5254,12,0.25153374233128833,0.13066202090592335,0,0,198,-0.13325531225221732,0.18667068135566067,-0.00320543938180351,0.18346524197385716,5.454545454545454,4.022988505747127,5.1937984496124034,3.5,5.02028417280949,5.598716265053192,3.611111111111111,3.072224264640026,3.5967376281770886,2.4174384135706393,3.572047643254462,45.059891908520996
10556,César Hernández,WSN,134,582,522,135,24,2,14,73,58,53,117,5,3,1,,0.258,0.331,0.395,0.726,0.317,95,,1.7,,394.0,,3.26,-0.31,0.4,10556,2,0.22413793103448276,0.09106529209621993,0,0,205,0.03384172225165405,0.0371997469633345,-0.00463314303268203,0.03256660393065247,5.454545454545454,4.137931034482759,6.511627906976744,2.75,5.806211132088961,3.2099898117496592,0.8333333333333334,4.691391543486278,2.8351703630354996,1.8579345400581755,2.8113981975644626,40.89953331732133
15464,Hunter Renfroe,MIL,138,555,500,120,24,1,32,77,86,47,142,4,2,1,,0.24,0.306,0.485,0.791,0.334,107,,1.7,,162.1,,2.89,0.22,1.06,15464,1,0.284,0.08468468468468468,0,0,242,-0.14870098945740096,-0.1911644152976455,0.004428353764823478,-0.18673606153282202,5.909090909090909,7.35632183908046,5.348837209302325,7.25,4.088897002255807,2.8250710022861916,0.5555555555555556,2.922555928487266,1.6716353171317968,5.4090514366952265,1.7059379158396528,45.042954115725195
19363,Austin Hays,BAL,132,552,508,130,26,3,21,71,68,32,112,7,6,3,,0.257,0.308,0.445,0.753,0.322,102,,1.7,,240.4,,2.1,-1.18,0.08,19363,3,0.2204724409448819,0.057971014492753624,0,0,225,0.006212837982227937,-0.2089401401860702,0.0004351357108703935,-0.20850500447519982,5.2272727272727275,5.287356321839081,6.124031007751938,4.5,5.911366166527563,1.213532560336554,1.1111111111111112,4.42366814855644,1.5810664701233585,3.844146165498467,1.5962050872528506,40.819755766270085
22581,Alejandro Kirk,TOR,89,331,293,79,17,0,13,41,46,32,45,4,1,0,,0.268,0.345,0.459,0.804,0.345,116,,1.7,,237.5,,3.74,-0.11,0.87,22581,1,0.15358361774744028,0.09667673716012085,0,0,135,0.08528160556964814,0.1168196595540516,0.0013221247820038862,0.11814178433605549,1.8181818181818181,2.7586206896551726,2.1705426356589146,2.5,7.8302627765168875,3.5485078577685227,0.5555555555555556,5.1898430937693885,3.2408406649509853,4.191748989625894,3.242765335030305,37.04686941671345
13338,Omar Narváez,MIL,113,430,379,96,16,0,12,48,47,42,87,5,0,0,,0.252,0.333,0.394,0.727,0.318,96,,1.6,,245.6,,2.21,-0.4,0.48,13338,0,0.22955145118733508,0.09767441860465116,0,0,148,-0.014947952951427368,0.035432712349209305,-0.0036274954324966857,0.03180521691671262,2.6136363636363638,2.8735632183908044,3.488372093023256,2.25,5.650908871220144,3.608694346151766,0.2777777777777778,4.218620462485821,2.826167169712591,2.252038545708077,2.807560199968069,32.86733904807467
20202,Brandon Marsh,LAA,118,465,415,103,20,3,10,56,44,43,141,4,11,3,,0.249,0.323,0.384,0.707,0.309,95,,1.6,,400.5,,4.73,1.43,0.89,20202,8,0.3397590361445783,0.09247311827956989,0,0,159,-0.058193057772004675,-0.043858044363664916,-0.004549115933664527,-0.048407160297329443,3.522727272727273,2.528735632183908,4.0310077519379846,1.75,2.4892900676521785,3.2949188386393073,2.5,3.799576169427869,2.422173945301927,1.8908639840302344,2.4032258662952293,30.632519528195914
12546,C.J. Cron,COL,135,547,482,129,26,1,29,72,87,50,122,12,1,0,,0.268,0.349,0.509,0.858,0.365,115,,1.6,,127.6,,3.51,-1.35,0.83,12546,1,0.25311203319502074,0.09140767824497258,0,0,244,0.11637592789034978,0.20241290656709543,0.006376707848261498,0.20878961441535693,5.340909090909091,7.471264367816092,6.046511627906977,6.5,4.975006399285899,3.230644721267582,0.5555555555555556,5.491146521499653,3.6769456194514833,6.172593405637178,3.699702671224685,53.16027998055419
2434,Nelson Cruz,,121,533,472,123,21,1,28,71,82,49,126,8,1,1,,0.261,0.338,0.488,0.825,0.349,120,,1.6,,176.9,,4.51,-0.98,0.7,2434,0,0.2669491525423729,0.09193245778611632,0,0,230,0.04912454716876624,0.09106065482868964,0.004507080246133555,0.09556773507482319,5.2272727272727275,6.896551724137931,5.5813953488372094,6.25,4.578049177759129,3.262302759943125,0.2777777777777778,4.839481843877281,3.1095963206159682,5.439903617547947,3.1289741286933817,48.591305426462476
17022,Edmundo Sosa,STL,109,390,354,93,15,3,8,45,39,22,79,11,8,2,,0.263,0.324,0.391,0.715,0.312,95,,1.6,,447.8,,2.11,0.4,1.05,17022,6,0.2231638418079096,0.05641025641025641,0,0,138,0.052742828992330404,-0.0338138287939882,-0.0034527706679506887,-0.03726659946193889,2.272727272727273,1.9540229885057472,3.255813953488372,1.25,5.834155658922404,1.119377708889463,1.9444444444444444,4.87454293010035,2.4733500874260774,2.320511567053847,2.459383175161657,29.75832978671964
18795,Ramón Urías,BAL,119,447,400,101,22,1,12,50,49,38,109,8,3,2,,0.252,0.328,0.399,0.727,0.318,99,,1.6,,491.5,,1.97,-0.06,0.47,18795,1,0.2725,0.08501118568232663,0,0,161,-0.022049258264833504,0.0074275211475738345,-0.002859607910016826,0.004567913237557009,2.840909090909091,3.103448275862069,3.875968992248062,2.25,4.418807291598753,2.8447676184851085,0.5555555555555556,4.149808940876813,2.6834783121102412,2.552966573023129,2.670262473399404,31.945973124068225
5297,Aaron Hicks,NYY,107,434,368,84,16,2,16,55,50,59,97,4,3,2,,0.228,0.338,0.411,0.749,0.326,105,,1.6,,502.8,,3.95,-0.92,0.33,5297,1,0.26358695652173914,0.1359447004608295,0,0,152,-0.1986513074602292,0.08314674726566662,-0.0018723733293900535,0.08127437393627657,3.409090909090909,3.218390804597701,2.558139534883721,3.25,4.674503357063042,5.917401085149686,0.5555555555555556,2.4385382394942843,3.0692742809909577,2.9398546863835193,3.0569241926033714,35.08767264581275
22168,Akil Baddoo,DET,138,557,496,122,23,7,18,73,61,54,144,2,20,5,,0.245,0.321,0.427,0.748,0.322,104,,1.6,,155.6,,3.03,0.33,1.18,22168,15,0.2903225806451613,0.09694793536804308,0,0,213,-0.08995568368403983,-0.08084634066605756,-0.0008766180868635676,-0.08172295875292113,5.454545454545454,4.482758620689655,5.503875968992248,3.75,3.907515749208911,3.5648682580547613,4.444444444444445,3.491796891838057,2.2337153946694497,3.3300819684396306,2.235287679731148,42.39889043061376
14811,Luke Voit,NYY,120,489,430,108,17,1,26,65,72,48,135,9,0,0,,0.25,0.337,0.478,0.815,0.349,120,,1.6,,256.3,,2.29,-1.62,0.62,14811,0,0.313953488372093,0.09815950920245399,0,0,205,-0.03491145405197793,0.08171529207705586,0.003245202376838785,0.08496049445389464,4.545454545454546,5.747126436781609,4.4186046511627906,5.75,3.2295957835020817,3.637958095407146,0.2777777777777778,4.025174493506201,3.061980893700679,4.945385336155563,3.075505178918635,42.714563192367024
16578,Yandy Díaz,TBR,112,461,399,108,19,1,12,56,52,57,74,3,1,1,,0.27,0.363,0.411,0.774,0.339,114,,1.6,,406.8,,3.29,-0.44,0.71,16578,0,0.18546365914786966,0.12364425162689804,0,0,165,0.12202625126957467,0.2974121514031314,-0.0019787489207966913,0.2954334024823347,3.522727272727273,3.4482758620689653,4.4186046511627906,2.25,6.915692891066383,5.175359800418148,0.2777777777777778,5.545898054090909,4.160974941770421,2.8981670746704236,4.136456443294906,42.749934769048004
17907,Brendan Rodgers,COL,127,532,495,137,28,3,18,67,66,28,110,8,2,1,,0.278,0.325,0.457,0.782,0.335,96,,1.6,,164.3,,3.14,-0.01,0.71,17907,1,0.2222222222222222,0.05263157894736842,0,0,225,0.20730829795487238,-0.025379803043712457,0.0015471187172810819,-0.023832684326431375,4.7727272727272725,5.057471264367816,6.666666666666667,3.75,5.861168701528067,0.8914238580175572,0.5555555555555556,6.372279562750617,2.516322173945,4.2799220346600935,2.5271008181687766,43.250637908387425
19950,Andrés Giménez,CLE,117,420,383,94,19,2,12,49,41,21,100,10,18,5,,0.246,0.299,0.402,0.701,0.302,90,,1.6,,277.7,,2.78,-0.61,1.44,19950,13,0.26109660574412535,0.05,0,0,153,-0.07512230528931019,-0.22656804370074224,-0.002977944089262885,-0.22954598779000512,2.727272727272727,2.1839080459770117,3.3333333333333335,2.25,4.745946169724607,0.7326702833031947,3.888888888888889,3.635532063457364,1.4912507857267419,2.5065917174120966,1.490141755583835,28.9855357706798
