ID,Player,Position,Status,Age,ADP,IDFANGRAPHS
*056c8*,Chadwick Tromp,C,FA,26,-,16953
*040bu*,Phillips Valdez,RP,FA,30,-,15605
*0001t*,Jose Valverde,RP,FA,43,-,1726
*02n0e*,Andrew Velazquez,SS,FA,27,-,14196
*0008r*,Carlos Villanueva,RP,FA,38,-,4138
*01c1w*,Brett Wallace,3B,FA,35,-,8434
*04y76*,Jacob Webb,RP,W (Thu),28,-,19274
*041w3*,Eli White,OF,FA,27,-,19346
*041m3*,Forrest Whitley,SP,METS,24,-,sa917930
*03dfo*,Brad Wieck,RP,FA,30,-,16390
*03qtp*,Trey Wingenter,RP,W (Sun),27,-,17793
*0003j*,Kerry Wood,RP,FA,44,-,304
*01uha*,Danny Worth,"2B,SS",FA,36,-,198
*02yqz*,Gabriel Ynoa,RP,FA,28,-,12938
*04ehi*,Tyler Zuber,RP,W (Mon),26,-,20379
