playerid,Name,Team,GS,G,IP,W,L,SV,HLD,H,ER,HR,K,BB,WHIP,K/9,BB/9,ERA,FIP,-1,WAR,RA9-WAR,-1.1,ADP,playerid,POS,QS,wERA,wWHIP,wK/9,wBB/9,wH/9,wK/BB,RAPP,rIP,rwERA,rwWHIP,rwK/9,rwBB/9,rwH/9,rwK/BB,rSV,rHLD,rQS,rRAPP,POINTS
sa3003041,Noe Toribio,PIT,9,15,52.3,2,3,0,0,58,29,7,34,19,1.47,5.85,3.27,4.99,4.87,,0.3,0.1,,999.0,sa3003041,SP,2.0,0.018958573332759965,0.003938618459840004,-0.18208774649200765,-0.04157640449401667,0.07702397063257471,-0.21441748065247124,0,2.37788513150832,3.9040529653446017,3.4229072816391986,2.530445523933028,5.746286729268629,3.3924683323628377,3.039753583520659,0.0,,1.5789473684210527,0.0,25.992746915998328
sa739617,Yunior Marte,SFG,1,44,60.7,2,2,0,0,57,28,6,58,27,1.38,8.6,4.01,4.15,4.03,,0.3,0.2,,999.0,sa739617,SP,3.0,-0.046689657315385436,-0.0027097532141691083,0.015259411289476721,0.011952777462725162,-0.036340556390248135,-0.0249022826938452,0,2.8287707997852922,4.8602900579904125,3.917944020891529,4.02355669412073,5.07322350311436,4.7929015840708,3.3651913232647357,0.0,,2.1052631578947367,0.0,30.967141141132597
11209,Casey Sadler,SEA,1,44,49.7,2,1,0,0,43,21,7,48,15,1.17,8.7,2.72,3.81,4.16,,0.3,0.5,,600.9,11209,SP,3.0,-0.06268986564741896,-0.016993155548912675,0.01965304694851633,-0.07714928493705947,-0.0757891150031541,0.4438726467132508,0,2.2383252818035424,5.093350302662571,4.981483976827343,4.056798553562714,6.193571682996172,5.280223982569776,4.170177177265954,0.0,,2.1052631578947367,0.0,34.11919411558281
20010,Wyatt Mills,SEA,1,37,48.0,3,3,0,0,44,21,6,50,18,1.29,9.38,3.38,3.94,4.02,,0.3,0.4,,999.0,20010,SP,2.0,-0.05185960254428168,-0.0082481377267829,0.06408310337842738,-0.031270238696177344,-0.04296300084487026,0.30888820950699536,0,2.1470746108427265,4.93559587120135,4.330331285666187,4.39295243737504,5.616699447199192,4.874711050095165,3.9383803049400714,0.0,,1.5789473684210527,0.0,31.814692375740783
sa3014907,Ben Leeper,CHC,0,28,32.7,4,3,0,0,29,14,4,38,13,1.29,10.47,3.58,3.86,3.81,,0.3,0.3,,999.0,sa3014907,RP,0.0,-0.04027404141315116,-0.006075719494309073,0.09544200003609349,-0.01176198716755611,-0.04291948828122505,0.28144312122256565,28,1.325818572195384,4.766839711540626,4.168573355931244,4.630211080522908,5.371407323716086,4.874173523563753,3.891251274685139,0.0,,0.5263157894736842,3.835616438356164,33.39020706998499
sa915852,Jake Walters,MIA,9,19,65.7,3,4,0,0,67,34,8,50,30,1.48,6.85,4.11,4.66,4.78,,0.3,0.3,,999.0,sa915852,SP,3.0,-0.0056290361983014625,0.005225281373620216,-0.13779837909600745,0.022022774735765027,0.025004757626814422,-0.42813638375245366,0,3.0971551261406334,4.262197945353394,3.327102557627647,2.8655349669375085,4.9466057480096,4.035080598599169,2.672752954997843,0.0,,2.1052631578947367,0.0,27.31169305556053
sa3008654,Shumpei Yoshikawa,ARI,13,15,55.7,3,3,0,0,57,30,9,50,24,1.46,8.08,3.88,4.85,4.93,,0.3,0.4,,999.0,sa3008654,SP,2.0,0.009355581876368424,0.002811859454027177,-0.024932315720839537,0.0017461879241614797,0.023560547162081114,-0.06657218314909796,0,2.5603864734299515,4.043930865179848,3.5068055850901585,3.7194696364561564,5.201558736938962,4.052921455967805,3.2936352772821933,0.0,,1.5789473684210527,0.0,27.957655398766125
13946,Tim Peterson,,17,24,87.7,5,6,0,0,90,51,15,73,41,1.49,7.49,4.21,5.24,5.27,,0.3,0.2,,999.0,13946,SP,4.0,0.05871624097253869,0.00875393240480049,-0.1066740880771192,0.03903553982334196,0.03974985181986246,-0.43989733898150263,0,4.278046162104133,3.3249397716013593,3.0643597408769274,3.101018604537862,4.7326912786104085,3.852929084807264,2.652556903556055,0.0,,2.6315789473684212,0.0,27.638120493462427
17292,Javy Guerra,SDP,0,55,53.7,1,1,0,0,51,26,7,48,20,1.32,8.05,3.35,4.36,4.25,,0.3,0.0,,999.0,17292,RP,0.0,-0.02676997406305992,-0.006927504284766961,-0.026472797287433236,-0.03665028733892295,-0.0256972512239817,0.12485821115067797,55,2.453032742887815,4.570138445196453,4.231997121311486,3.707814488946527,5.684346901615356,4.6614209626246055,3.6223618148384955,0.0,,0.5263157894736842,7.534246575342466,36.99167484223689
sa3011248,Nick Robertson,LAD,1,39,55.3,3,2,0,0,56,26,7,46,17,1.32,7.48,2.77,4.23,4.24,,0.3,0.1,,999.0,sa3011248,SP,3.0,-0.03694017460255361,-0.0072747698835915475,-0.06921186916129951,-0.08164620463176914,0.01617327567944371,0.2572013026528519,0,2.538915727321524,4.718278355434614,4.257854464752239,3.384454444972729,6.250114883673587,4.144179108563107,3.849622937076375,0.0,,2.1052631578947367,0.0,31.248683079688913
sa3011481,Trevor Brigden,TBR,2,29,44.0,5,4,0,0,42,19,5,40,15,1.3,8.18,3.07,3.89,4.06,,0.3,0.4,,999.0,sa3011481,SP,2.0,-0.05098586354284251,-0.007373733165164431,-0.012976596530484885,-0.047248312682281746,-0.019115285804198634,0.21103420724946442,0,1.932367149758454,4.9228689228248514,4.265223255580687,3.8099255521704936,5.817603956323015,4.580111548846516,3.7703442547307633,0.0,,1.5789473684210527,0.0,30.677392008655833
sa830370,Bo Takahashi,,19,19,92.3,5,6,0,0,99,56,20,83,34,1.44,8.09,3.31,5.46,5.46,,0.3,0.2,,999.0,sa830370,SP,5.0,0.08851907346588994,0.0028640402531776576,-0.04001734835083015,-0.06569275651010686,0.09146911878870378,0.24302536351174808,0,4.524959742351046,2.89082945949263,3.502920210756467,3.6053376115732614,6.049520014323106,3.2140221611048876,3.8252798466935247,0.0,,3.1578947368421053,0.0,30.770763783137028
16306,Gerardo Reyes,LAA,0,57,64.7,4,4,0,0,57,33,10,84,33,1.39,11.69,4.59,4.59,4.3,,0.3,0.1,,999.0,16306,RP,0.0,-0.011385017576742706,-0.002249520892784851,0.2834131163850422,0.06343779573403419,-0.08368348376909884,0.33118353941150325,57,3.043478260869565,4.346040005440957,3.883675192545594,6.0523839491285685,4.42586310585848,5.377745992420777,3.9766661091875783,0.0,,0.5263157894736842,7.808219178082192,39.44038758300739
19200,José Quijada,LAA,0,51,55.7,3,3,0,0,47,26,8,70,31,1.4,11.32,5.01,4.2,4.36,,0.3,0.3,,999.0,19200,RP,0.0,-0.0394758271648914,-0.001257424632744586,0.21922472948546157,0.08720115374636717,-0.09851797544106944,0.06635901933451027,51,2.5603864734299515,4.75521286243093,3.809803856573999,5.566740281626579,4.127068283606852,5.561001865798435,3.521906310654261,0.0,,0.5263157894736842,6.986301369863014,37.41473709345771
sa3014523,Kyle Nicolas,PIT,22,23,99.7,4,6,0,0,103,59,16,90,54,1.58,8.13,4.88,5.33,5.23,,0.3,0.0,,999.0,sa3014523,SP,5.0,0.07762400097816569,0.02013694266739563,-0.03911840462281013,0.12855338913474318,0.05267909487181499,-0.7159897126834958,0,4.922168545356951,3.0495279093513252,2.216782535574133,3.6121389404434905,3.607115092809294,3.6932094408861706,2.178447813488411,0.0,,3.1578947368421053,0.0,26.437285014751883
sa918377,Brian Howard,OAK,22,24,114.0,6,7,0,0,122,64,20,88,41,1.43,6.95,3.24,5.05,5.14,,0.3,0.4,,999.0,sa918377,SP,7.0,0.048124318565196944,0.0018486261441716945,-0.21308910705418782,-0.09062994521388856,0.10726758051143281,-0.03718549716541464,0,5.6897477187332255,3.4792225144617364,3.5785277902000514,2.2958919673134726,6.3630743050228755,3.0188580149351516,3.344098442073793,0.0,,4.2105263157894735,0.0,31.97994706852978
21018,Francisco Perez,WSN,0,35,57.0,2,2,0,0,52,27,7,61,26,1.37,9.63,4.11,4.26,4.1,,0.3,0.2,,999.0,21018,RP,0.0,-0.03551136523237397,-0.0037492248300705633,0.09427224767016806,0.01928055947019658,-0.05302358294083265,0.12055637967378363,35,2.63016639828234,4.697466210086652,3.9953429186235665,4.62136083741046,4.981085711759924,4.998993081421305,3.6149746589392304,0.0,,0.5263157894736842,4.794520547945205,34.86022615394237
sa913181,Bennett Sousa,CHW,0,43,54.3,4,4,0,0,52,26,8,54,18,1.29,8.94,2.98,4.31,4.26,,0.3,0.2,,999.0,sa913181,RP,0.0,-0.030588982287326427,-0.009436171235458257,0.04003805344326972,-0.06424888170274096,-0.020676659416384857,0.4241888285634614,43,2.485238862050456,4.625766407825576,4.418792079240098,4.211029712723197,6.031365075269601,4.5993997652072185,4.136375891895693,0.0,,0.5263157894736842,5.890410958904109,36.924694542589634
13346,Hoby Milner,MIL,0,49,51.7,1,1,0,0,47,22,9,62,14,1.18,10.8,2.44,3.83,4.02,,0.3,0.4,,999.0,13346,RP,0.0,-0.06309260614746348,-0.01671999928231238,0.1683695156087448,-0.09980512710190437,-0.05067486643890706,0.9177067698476513,49,2.3456790123456788,5.099216651245785,4.96114480294319,5.181974223907685,6.478440863904546,4.969978531857052,4.9838507385818165,0.0,,0.5263157894736842,6.712328767123288,41.25892938138272
19932,Trevor Stephan,CLE,8,36,74.3,3,4,0,0,71,41,14,87,35,1.43,10.53,4.24,4.96,4.85,,0.3,0.2,,999.0,19932,SP,4.0,0.024191780188036582,0.0009520388413719605,0.20810046395550041,0.037126327032989404,-0.028557977460643258,0.29208642038439114,0,3.5587761674718195,3.8278256784992832,3.645287543805309,5.482575070890125,4.756697266991253,4.696760554744526,3.909528073907336,0.0,,2.6315789473684212,0.0,32.509029303678076
sa828727,Carlos Luna,MIL,12,15,64.0,4,4,0,0,69,36,13,53,17,1.34,7.45,2.39,5.06,5.09,,0.3,0.2,,999.0,sa828727,SP,3.0,0.029242793575241843,-0.006286619393803372,-0.0826089337786754,-0.12600773541600385,0.0694281608717725,0.45962570987569373,0,3.0059044551798175,3.754252235489319,4.184276930230865,3.2830934370271305,6.807906240375207,3.4863021341881097,4.197228523674333,0.0,,2.1052631578947367,0.0,30.824227114059518
22192,Hans Crouse,PHI,23,23,85.7,5,6,0,0,90,52,16,71,39,1.51,7.46,4.1,5.46,5.45,,0.3,-0.1,,999.0,22192,SP,4.0,0.08287862219685982,0.009863387498345144,-0.10836340124919275,0.025798736948577705,0.0629717505365266,-0.3788889001056166,0,4.170692431561997,2.9729886992688828,2.9817498840901386,3.088237410242877,4.899127695555031,3.5660605203217983,2.7573213164735755,0.0,,2.6315789473684212,0.0,27.06775690488272
16610,J.P. Feyereisen,TBR,0,53,55.7,5,4,1,0,45,25,7,66,29,1.33,10.67,4.69,4.04,4.1,,0.3,0.2,,596.3,16610,RP,0.0,-0.05168367942520635,-0.006683136748440122,0.17039332044420175,0.06278544922573676,-0.12293367996169935,0.07669907925957098,53,2.5603864734299515,4.933033361743702,4.213801551885775,5.197286152592498,4.434065555987457,5.862617947764559,3.5396623838720127,0.30303030303030304,,0.5263157894736842,7.260273972602739,38.83047349238268
10843,Adam Kolarek,OAK,0,51,50.7,2,1,0,0,51,22,4,33,17,1.34,5.86,3.02,3.91,4.02,,0.3,0.3,,999.0,10843,RP,0.0,-0.0567459044121672,-0.005248023068895158,-0.1762938541654666,-0.057764643978397034,0.010532436358338115,-0.11872973933241893,51,2.292002147074611,5.006770113763646,4.106943206532477,2.5742816016798487,5.949833809474712,4.213862449201292,3.204069704823037,0.0,,0.5263157894736842,6.986301369863014,34.86038019188632
7555,Nick Vincent,,1,44,54.3,3,2,0,0,54,27,8,49,17,1.31,8.12,2.82,4.47,4.44,,0.3,0.2,,999.0,7555,SP,3.0,-0.01835790321714703,-0.008077162449882769,-0.02111734190762926,-0.07647996077292035,0.003785498723974934,0.3439546200340704,0,2.485238862050456,4.4476075850436585,4.317600492666108,3.7483333914679466,6.185155759853117,4.29720982477372,3.9985967599040713,0.0,,2.1052631578947367,0.0,31.585005833653813
sa3002790,Gerardo Carrillo,WSN,23,24,98.3,5,6,0,0,104,58,15,76,51,1.58,6.96,4.67,5.31,5.32,,0.3,0.2,,999.0,sa3002790,SP,5.0,0.0746786818028472,0.02015205056671876,-0.18557676841228732,0.10113249221149723,0.08023596288896961,-0.9168248249439475,0,4.847020933977455,3.0924296512157134,2.215657603698391,2.504047892161875,3.951898941030965,3.352789423287706,1.8335713829999274,0.0,,3.1578947368421053,0.0,24.955310565214138
14696,Keone Kela,,0,28,25.7,2,2,0,0,21,11,4,34,9,1.17,11.92,3.16,3.86,3.6,,0.3,0.1,,999.0,14696,RP,0.0,-0.03222791360749755,-0.009079804994709173,0.1292053797077054,-0.024346930777226217,-0.05737131417515584,0.4250473308411049,28,0.9500805152979065,4.649639205388794,4.392257103391845,4.885661829840474,5.5296474170121,5.052702187346563,4.1378501221622415,0.0,,0.5263157894736842,3.835616438356164,33.95977060826977
19866,Brandon Bielak,HOU,11,30,82.0,6,6,0,0,81,43,13,78,36,1.43,8.56,3.95,4.72,4.83,,0.3,0.4,,999.0,19866,SP,4.0,1.9986390821347122e-05,0.0010606461226945196,0.01461268005520755,0.00937898497339823,0.0001668301308509479,-0.013451082935813208,0,3.9720880300590444,4.179913855080415,3.637200662228702,4.01866358270807,5.1055857588596085,4.341912554611794,3.3848554589475395,0.0,,2.6315789473684212,0.0,31.271798849863597
sa3007243,Andrew Politi,BOS,13,24,75.0,7,7,0,0,78,44,10,66,42,1.6,7.92,5.04,5.28,4.98,,0.3,0.3,,999.0,sa3007243,SP,3.0,0.05550027326817597,0.018145714546075276,-0.049743379082892614,0.11677391607675147,0.04653751483792501,-0.6842702393762212,0,3.5963499731615673,3.3717838004091565,2.3650490773108936,3.531751321854759,3.755227390606339,3.769078613751451,2.232916868267045,0.0,,2.1052631578947367,0.0,24.72742020325595
6797,Julio Teheran,,25,25,124.0,6,8,0,0,115,69,23,108,61,1.42,7.84,4.43,5.01,5.53,,0.3,0.7,,600.4,6797,SP,7.0,0.044915687689489836,0.00037508103839867246,-0.09199546428885552,0.08574457884133324,-0.08236884949574719,-0.6321595049250597,0,6.226516371443907,3.525959674468446,3.688247733679569,3.2120757760098075,4.145382910673444,5.361505836892532,2.322402037893874,0.0,,4.2105263157894735,0.0,32.69261665685106
23310,Damon Jones,PHI,10,30,69.3,4,4,0,0,63,38,8,71,49,1.62,9.22,6.36,4.93,4.92,,0.3,0.2,,999.0,23310,SP,3.0,0.019760236474437587,0.01838474999165296,0.0740271016919668,0.23104662700929862,-0.06558387708442448,-0.9390380297583429,0,3.2903918411164788,3.8923758793925405,2.347250534547843,4.468187850568645,2.3183894515582635,5.154154965229787,1.7954266049286334,0.0,,2.1052631578947367,0.0,25.371440285236925
7432,Jay Jackson,ATL,1,39,40.7,3,2,0,0,33,18,6,53,18,1.25,11.73,3.98,3.98,3.96,,0.3,0.4,,999.0,7432,SP,2.0,-0.04215783486921776,-0.00924118235205973,0.18761125740023898,0.007662688128116324,-0.09083332929665389,0.3953636737993449,0,1.755233494363929,4.794279189494403,4.404273236768426,5.327555543272615,5.127166067945172,5.466070635801927,4.086876995156787,0.0,,1.5789473684210527,0.0,32.540402531224316
sa3007594,Ryan Walker,SFG,0,39,50.0,1,1,0,0,50,22,5,40,15,1.3,7.2,2.7,3.96,3.89,,0.3,0.2,,999.0,sa3007594,RP,0.0,-0.05229288884880501,-0.007998255502682294,-0.08224768423882045,-0.07871011256811838,0.006725813043977236,0.21103420724946442,39,2.254428341384863,4.9419071522828055,4.3117250934312565,3.2858266191476444,6.213197159090317,4.2608870521009665,3.7703442547307633,0.0,,0.5263157894736842,5.342465753424658,34.907097215066955
13259,Louis Head,MIA,2,45,51.0,1,1,0,0,47,24,7,50,19,1.29,8.82,3.35,4.24,4.35,,0.3,0.1,,598.2,13259,SP,2.0,-0.03407937588046739,-0.008556391587736467,0.029179251817731178,-0.0347589211387041,-0.0422486031509246,0.2453125744635627,0,2.3081052066559313,4.676607744884352,4.353283821064434,4.128872978447366,5.660565312022091,4.8658858354374654,3.8292074723958134,0.0,,1.5789473684210527,0.0,31.401475739328504
8241,David Robertson,,1,28,26.3,2,1,0,0,22,11,3,31,11,1.25,10.59,3.76,3.76,3.55,,0.3,0.2,,600.6,8241,SP,0.0,-0.03619336575987708,-0.006034813022158136,0.0837810814283062,-0.0021880457375929585,-0.05212527146182977,0.20534362790479488,0,0.9822866344605474,4.707400281350474,4.165527466263691,4.541985599985634,5.251026857019053,4.9878959128569855,3.760572324565205,0.0,,0.5263157894736842,0.0,28.92301086597527
17035,Joe Palumbo,,10,13,45.0,2,2,0,0,43,23,6,43,23,1.47,8.6,4.6,4.6,4.66,,0.3,0.3,,598.9,17035,SP,1.0,-0.007848446971277845,0.0030739007566045196,0.012561699354184719,0.04657311755909421,-0.018908010749655535,-0.20357753414086988,0,1.9860440150295222,4.294526050528269,3.4872940297292505,4.003146043823992,4.637915565573848,4.577551004677586,3.058368067898067,0.0,,1.0526315789473684,0.0,27.097476356207906
17355,Edgar Santana,,0,43,43.0,3,2,0,0,43,20,6,37,12,1.28,7.74,2.51,4.19,4.17,,0.3,0.3,,999.0,17355,RP,0.0,-0.032133163237689444,-0.008188776683132115,-0.03858538854705451,-0.07921953463477255,0.005520544486583012,0.31699246376922297,43,1.8786902844873858,4.648259064336127,4.325911271423846,3.6161716930077894,6.21960251122018,4.275776173145622,3.9522970262258563,0.0,,0.5263157894736842,5.890410958904109,35.33343477222461
19848,Darwinzon Hernandez,BOS,0,54,45.3,3,2,0,0,34,20,5,65,29,1.39,12.9,5.76,3.97,3.92,,0.3,0.5,,999.0,19848,RP,0.0,-0.04693699780642002,-0.0016396845160495666,0.28148088440159147,0.11924631509222744,-0.13400347573667504,0.04885489581412639,54,2.0021470746108427,4.8638928382893685,3.838266869091493,6.037764852556229,3.724140032330591,5.999367162885187,3.491848022685618,0.0,,0.5263157894736842,7.397260273972603,37.88100291589562
14524,José Leclerc,TEX,0,54,51.7,3,3,0,0,40,23,7,69,28,1.32,12.02,4.88,4.01,4.12,,0.3,0.3,,600.6,14524,RP,0.0,-0.050818156255657,-0.007173204922018339,0.2542906648513902,0.07203717138338689,-0.13659601568155344,0.2215702185720252,54,2.3456790123456788,4.92042608579588,4.250291953228396,5.83204605231278,4.317736597925982,6.031393752159077,3.788436818006246,0.0,,0.5263157894736842,7.397260273972603,39.409586335220325
17759,Angel Perdomo,MIL,2,36,47.3,2,2,0,0,36,22,6,68,32,1.44,12.93,6.08,4.18,4.23,,0.3,0.3,,999.0,17759,SP,2.0,-0.035036845878249956,0.0013371115854476923,0.29454260945330957,0.14530897083344074,-0.1332749665644115,-0.049115975430596315,0,2.109500805152979,4.690554325286227,3.616615086104513,6.136588710958262,3.3964343862868116,5.990367624001152,3.32361128366904,0.0,,1.5789473684210527,0.0,30.842619589880034
sa3005246,Joey Cantillo,CLE,8,12,38.3,3,3,0,0,36,20,6,40,19,1.43,9.39,4.46,4.7,4.76,,0.2,0.4,,999.0,sa3005246,SP,1.0,-0.0015876698315612225,0.0010088165259749537,0.05390056114115993,0.03313798261156098,-0.024058633877786395,-0.042018709983957514,0,1.6264090177133654,4.203331097203886,3.6410598860830365,4.315912221917737,4.806845762917649,4.641178526311389,3.3357987918488434,0.0,,1.0526315789473684,0.0,27.623166882943277
3240,Zack Britton,NYY,1,38,33.0,1,1,0,0,28,14,2,28,18,1.39,7.64,4.91,3.82,3.99,,0.2,0.4,,999.0,3240,SP,1.0,-0.042234797671539925,-0.0010699595410892382,-0.03410632833467486,0.04959102166805579,-0.059220657537859434,-0.3252651953035599,0,1.3419216317767042,4.795400235493783,3.795845234486203,3.6500598670774274,4.5999691557549305,5.075547798817549,2.8494045766841616,0.0,,1.0526315789473684,0.0,27.160780079038126
sa3004857,David Parkinson,PHI,19,21,93.0,6,8,0,0,101,57,18,77,37,1.48,7.45,3.58,5.52,5.39,,0.2,-0.1,,999.0,sa3004857,SP,5.0,0.09580193553530014,0.008036464924136677,-0.11734552827249911,-0.034283019039168916,0.10661120335639751,-0.09977031269308956,0,4.562533548040794,2.78474673978128,3.1177822598879956,3.0202794302987552,5.654581432001178,3.0269664807640426,3.236627056522577,0.0,,3.1578947368421053,0.0,28.56141168413873
sa872856,Anderson Espinoza,CHC,21,21,59.0,2,2,0,0,62,34,9,51,29,1.54,7.78,4.42,5.19,5.1,,0.2,0.2,,999.0,sa872856,SP,2.0,0.036937166600520155,0.00998930420548505,-0.05036164975476798,0.04520142284385359,0.04470231500551136,-0.3409636724220899,0,2.7375201288244764,3.642175416071913,2.972374145311332,3.5270735405441274,4.655162929284444,3.791749505046428,2.8224469660760994,0.0,,1.5789473684210527,0.0,25.72744999957987
11713,Matt Harvey,,24,25,110.3,7,10,0,0,131,72,25,83,35,1.5,6.77,2.85,5.87,5.67,,0.2,-0.3,,999.0,11713,SP,6.0,0.16128784273048047,0.01226649395064383,-0.23139038256239985,-0.1411051042549773,0.2515035498107693,0.18273947094880327,0,5.491143317230273,1.830874062828002,2.8028149447465918,2.157426132805479,6.997736972057453,1.2370586037449662,3.7217561988517187,0.0,,3.6842105263157894,0.0,27.92302075858027
sa877342,Chester Pimentel,OAK,0,40,58.3,2,2,0,0,52,25,6,59,28,1.37,9.1,4.32,3.86,4.08,,0.2,0.4,,999.0,sa877342,RP,0.0,-0.06805568560712227,-0.003528945830333141,0.05491353854330938,0.036753309643230925,-0.0685138221162307,-0.057735732118906036,40,2.699946323134729,5.171509242016597,3.9789409779525773,4.323576319497353,4.761387499096152,5.190349642312433,3.3088093355192147,0.0,,0.5263157894736842,5.47945205479452,35.44028718379726
13475,Daniel Norris,,0,59,60.0,3,2,0,0,55,27,8,63,25,1.33,9.45,3.75,4.05,4.15,,0.2,0.4,,999.0,13475,RP,0.0,-0.0544242615556112,-0.006769063287733079,0.08394401275127461,-0.008644415620903567,-0.052277153968695145,0.2387332810320113,59,2.791196994095545,4.972952888327461,4.220199628875531,4.543218323988515,5.332207719196585,4.989772172729038,3.8179094318875024,0.0,,0.5263157894736842,8.082191780821917,39.275964729395774
6661,Alex Colomé,,0,61,59.7,4,3,0,0,55,26,7,55,22,1.29,8.3,3.32,3.92,4.11,,0.2,0.5,,503.4,6661,RP,0.0,-0.06468183452790066,-0.010245682283985591,-0.009734318494521776,-0.0435022076060107,-0.04870893294986112,0.19930090690422242,61,2.7750939345142243,5.1223654720297676,4.479068148253859,3.834456341500184,5.770501320415269,4.945692640132282,3.7501956925825843,0.0,,0.5263157894736842,8.356164383561644,39.5598537224635
18256,Zac Grotz,,5,23,50.3,3,3,0,0,53,27,7,41,17,1.39,7.33,3.04,4.83,4.6,,0.2,0.3,,999.0,18256,SP,2.0,0.007287288085186083,-0.001743603601732202,-0.073383491381533,-0.05567379842465331,0.03998136600906199,0.11261244035082374,0,2.2705314009661834,4.07405778896882,3.846004668336912,3.352892319605154,5.923544013846407,3.8500691057881493,3.60133323236355,0.0,,1.5789473684210527,0.0,28.497379898296227
sa3006796,Andres Nunez,KCR,1,44,69.3,4,4,0,0,72,34,8,56,24,1.38,7.27,3.12,4.41,4.27,,0.2,0.4,,999.0,sa3006796,SP,4.0,-0.02818667568332789,-0.0029249887451314738,-0.10577381889965098,-0.06862157397673035,0.04229667527054659,0.10311785110277194,0,3.2903918411164788,4.5907742281434825,3.933970425647958,3.1078299616415803,6.086346269850336,3.8214672480207925,3.5850290113935848,0.0,,2.6315789473684212,0.0,31.047387933182634
12580,Adam Morgan,,0,47,37.7,2,2,0,0,33,17,5,42,15,1.27,10.04,3.58,4.06,4.02,,0.2,0.2,,999.0,12580,RP,0.0,-0.035199635719458056,-0.007540995363359393,0.08602867550069881,-0.013648472910572085,-0.05422048535966295,0.269243817115409,47,1.5942028985507246,4.692925534425183,4.277677573307584,4.558990698276702,5.395127547599097,5.013778852512135,3.870302485364558,0.0,,0.5263157894736842,6.438356164383562,36.36767754389323
10291,Ryan Tepera,,0,56,49.7,2,1,0,0,42,24,8,58,21,1.27,10.51,3.81,4.35,4.38,,0.2,0.1,,578.1,10291,RP,0.0,-0.025765799839652437,-0.010155365584511244,0.14273326630773608,-0.003301153321527417,-0.08809713693907628,0.3477780150948999,56,2.2383252818035424,4.55551156751185,4.47234318060763,4.988012625355369,5.26502280752891,5.432269456003864,4.005162339130159,0.0,,0.5263157894736842,7.671232876712328,39.154195924127336
21101,Dauri Moreta,CIN,0,44,51.7,3,2,0,0,50,25,7,50,18,1.32,8.71,3.14,4.35,4.22,,0.2,0.2,,600.3,21101,RP,0.0,-0.026269256472044034,-0.007173204922018339,0.02107611690706701,-0.05070732753467844,-0.013851516763487615,0.30888820950699536,44,2.3456790123456788,4.562844954896069,4.250291953228396,4.067565375213235,5.861096787910673,4.51508629458476,3.9383803049400714,0.0,,0.5263157894736842,6.027397260273973,36.094657732866544
sa869541,Luke Westphal,SDP,10,17,47.7,3,3,0,0,45,25,7,48,25,1.47,9.06,4.72,4.72,4.83,,0.2,0.2,,999.0,sa869541,SP,2.0,-0.0005760253683000371,0.003301820075881201,0.04290572737837284,0.05670683301516244,-0.02699045233223163,-0.1841628922619054,0,2.130971551261406,4.1885954074405936,3.470323192032491,4.232726280503006,4.510496633162316,4.677396346465569,3.091707120591932,0.0,,1.5789473684210527,0.0,27.881163899878366
sa3014456,Emerson Hancock,SEA,14,14,50.7,2,2,0,0,52,27,8,42,20,1.42,7.46,3.55,4.8,4.93,,0.2,0.3,,600.9,sa3014456,SP,2.0,0.004710160534614483,0.00021473825970752536,-0.06567293726125978,-0.020891005010328423,0.022823649347694652,-0.046991915987137034,0,2.292002147074611,4.1115964237805365,3.700186832487211,3.4112296912437383,5.48619342685216,4.062024622800319,3.3272587436712313,0.0,,1.5789473684210527,0.0,27.969439256330862
sa918672,Will Kincanon,CHW,0,32,40.7,2,2,0,0,37,19,3,40,25,1.52,8.85,5.53,4.2,4.15,,0.2,0.2,,999.0,sa918672,RP,0.0,-0.02969643778462705,0.005989414084663247,0.02561309530055078,0.09489246772025578,-0.040987740958288055,-0.4097075180186578,32,1.755233494363929,4.612765537095447,3.2702053526910477,4.101891753126981,4.0303595276087805,4.850309945988077,2.7043992212343,0.0,,0.5263157894736842,4.383561643835616,30.235042265417864
5224,Blake Parker,,0,53,49.0,2,2,0,0,46,23,7,49,18,1.31,9.0,3.31,4.22,4.25,,0.2,0.2,,999.0,5224,RP,0.0,-0.03359681888324528,-0.007438591387931126,0.04009681809244647,-0.03654292173495255,-0.030404400756428585,0.28006305474287885,53,2.200751476113795,4.669578783166668,4.27005258894026,4.211474320869999,5.682996911999511,4.71957009356636,3.8888814082011653,0.0,,0.5263157894736842,7.260273972602739,37.42989534493418
15264,Keynan Middleton,,2,36,35.3,2,2,0,0,32,17,4,37,17,1.39,9.42,4.33,4.33,4.08,,0.2,0.2,,999.0,15264,SP,1.0,-0.019546925952865335,-0.00142749723713953,0.051860448596637854,0.024417357487446334,-0.0372648326217031,-0.0030586494907955952,0,1.4653784219001609,4.464926980138812,3.8224674367172335,4.300476910546094,4.916496832961311,4.804319504669827,3.402701468593297,0.0,,1.0526315789473684,0.0,28.229399134474107
sa3010250,Nick Fraze,TOR,12,16,56.3,3,4,0,0,61,32,9,41,20,1.44,6.55,3.2,5.11,5.02,,0.2,0.4,,999.0,sa3010250,SP,2.0,0.02991339831740758,0.00165739760796213,-0.14157187877774258,-0.05020466992387873,0.0651212483955369,-0.07563360384343953,0,2.5925925925925926,3.7444841560965942,3.5927666377944574,2.836985001542329,5.854776490442849,3.53950699114219,3.2780748984766865,0.0,,1.5789473684210527,0.0,27.01813413650875
